#: table_doi: 10.17182/hepdata.90831.v1/t518
#: name: table no 518
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),away region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_518.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0499,0.0022,-0.0022,0.041,-0.041,0.0082,-0.0082
0.6000000000000001,0.55,0.65,0.2722,0.0053,-0.0053,0.01,-0.01,0.0091,-0.0091
0.7,0.65,0.75,0.6212,0.0074,-0.0074,0.045,-0.045,0.0102,-0.0102
0.8,0.75,0.85,1.0814,0.0091,-0.0091,0.0538,-0.0538,0.0116,-0.0116
0.8999999999999999,0.85,0.95,1.4201,0.0093,-0.0093,0.0804,-0.0804,0.0133,-0.0133
1.0,0.95,1.05,1.5034,0.0092,-0.0092,0.1013,-0.1013,0.0141,-0.0141
1.1,1.05,1.15,1.332,0.008,-0.008,0.09,-0.09,0.011,-0.011
1.2,1.15,1.25,1.035,0.007,-0.007,0.067,-0.067,0.006,-0.006
1.3,1.25,1.35,0.7429,0.0058,-0.0058,0.0413,-0.0413,0.0047,-0.0047
1.4,1.35,1.45,0.5174,0.0045,-0.0045,0.0282,-0.0282,0.0036,-0.0036
1.5,1.45,1.55,0.37,0.0037,-0.0037,0.0245,-0.0245,0.0036,-0.0036
1.6,1.55,1.65,0.2673,0.0033,-0.0033,0.0253,-0.0253,0.0032,-0.0032
1.7,1.65,1.75,0.1862,0.0025,-0.0025,0.0146,-0.0146,0.0027,-0.0027
1.8,1.75,1.85,0.131,0.0022,-0.0022,0.0121,-0.0121,0.0021,-0.0021
1.9,1.85,1.95,0.1011,0.0019,-0.0019,0.0089,-0.0089,0.0016,-0.0016
2.0,1.95,2.05,0.0747,0.0016,-0.0016,0.0079,-0.0079,0.0017,-0.0017
2.0999999999999996,2.05,2.15,0.0546,0.0014,-0.0014,0.0054,-0.0054,0.002,-0.002
2.2,2.15,2.25,0.0469,0.0013,-0.0013,0.0058,-0.0058,0.0016,-0.0016
2.3,2.25,2.35,0.034,0.001,-0.001,0.004,-0.004,0.001,-0.001
2.4000000000000004,2.35,2.45,0.0271,0.0009,-0.0009,0.0019,-0.0019,0.0008,-0.0008
2.5,2.45,2.55,0.02248,0.00089,-0.00089,0.00405,-0.00405,0.00076,-0.00076
2.5999999999999996,2.55,2.65,0.01548,0.00073,-0.00073,0.00096,-0.00096,0.0007,-0.0007
2.7,2.65,2.75,0.01351,0.00073,-0.00073,0.00143,-0.00143,0.0006,-0.0006
2.8,2.75,2.85,0.01212,0.00065,-0.00065,0.00037,-0.00037,0.00052,-0.00052
2.9000000000000004,2.85,2.95,0.01066,0.00059,-0.00059,0.00075,-0.00075,0.00052,-0.00052

