#: table_doi: 10.17182/hepdata.90831.v1/t85
#: name: table no 85
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,away region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_85.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.4335,0.0066,-0.0066,0.0063,-0.0063,0.0047,-0.0047
0.6000000000000001,0.55,0.65,0.7575,0.0088,-0.0088,0.0061,-0.0061,0.0043,-0.0043
0.7,0.65,0.75,0.65,0.008,-0.008,0.005,-0.005,0.004,-0.004
0.8,0.75,0.85,0.5454,0.0081,-0.0081,0.0036,-0.0036,0.0032,-0.0032
0.8999999999999999,0.85,0.95,0.4897,0.0081,-0.0081,0.0029,-0.0029,0.003,-0.003
1.0,0.95,1.05,0.4266,0.0077,-0.0077,0.0023,-0.0023,0.0025,-0.0025
1.1,1.05,1.15,0.3681,0.0076,-0.0076,0.0018,-0.0018,0.0021,-0.0021
1.2,1.15,1.25,0.3156,0.0073,-0.0073,0.0015,-0.0015,0.0018,-0.0018
1.3,1.25,1.35,0.302,0.007,-0.007,0.001,-0.001,0.002,-0.002
1.4,1.35,1.45,0.2483,0.0062,-0.0062,0.0011,-0.0011,0.0018,-0.0018
1.5,1.45,1.55,0.2394,0.0062,-0.0062,0.0011,-0.0011,0.0018,-0.0018
1.6,1.55,1.65,0.2131,0.0059,-0.0059,0.0011,-0.0011,0.0015,-0.0015
1.7,1.65,1.75,0.1852,0.0057,-0.0057,0.001,-0.001,0.0014,-0.0014
1.8,1.75,1.85,0.1694,0.0054,-0.0054,0.0009,-0.0009,0.0012,-0.0012
1.9,1.85,1.95,0.1638,0.0056,-0.0056,0.0009,-0.0009,0.0013,-0.0013
2.0,1.95,2.05,0.1522,0.0054,-0.0054,0.0008,-0.0008,0.0014,-0.0014
2.0999999999999996,2.05,2.15,0.1422,0.0055,-0.0055,0.0008,-0.0008,0.0013,-0.0013
2.2,2.15,2.25,0.1321,0.0051,-0.0051,0.0007,-0.0007,0.0012,-0.0012
2.3,2.25,2.35,0.1202,0.0049,-0.0049,0.0006,-0.0006,0.0012,-0.0012
2.4000000000000004,2.35,2.45,0.108,0.0045,-0.0045,0.0006,-0.0006,0.0012,-0.0012
2.5,2.45,2.55,0.103,0.0043,-0.0043,0.0008,-0.0008,0.0012,-0.0012
2.5999999999999996,2.55,2.65,0.0853,0.0041,-0.0041,0.0009,-0.0009,0.0011,-0.0011
2.7,2.65,2.75,0.0966,0.0042,-0.0042,0.001,-0.001,0.001,-0.001
2.8,2.75,2.85,0.0828,0.0036,-0.0036,0.0008,-0.0008,0.0011,-0.0011
2.9000000000000004,2.85,2.95,0.083,0.0037,-0.0037,0.0007,-0.0007,0.0011,-0.0011
3.0,2.95,3.05,0.0696,0.0033,-0.0033,0.0005,-0.0005,0.0012,-0.0012
3.0999999999999996,3.05,3.15,0.0782,0.0036,-0.0036,0.0006,-0.0006,0.0012,-0.0012
3.2,3.15,3.25,0.0701,0.0032,-0.0032,0.0005,-0.0005,0.0011,-0.0011
3.3,3.25,3.35,0.0749,0.0034,-0.0034,0.0004,-0.0004,0.0011,-0.0011
3.4000000000000004,3.35,3.45,0.061,0.003,-0.003,0,0,0.001,-0.001
3.5,3.45,3.55,0.0617,0.0032,-0.0032,0.0004,-0.0004,0.0009,-0.0009
3.5999999999999996,3.55,3.65,0.0606,0.0031,-0.0031,0.0005,-0.0005,0.0009,-0.0009
3.7,3.65,3.75,0.0523,0.0029,-0.0029,0.0006,-0.0006,0.0009,-0.0009
3.8,3.75,3.85,0.0544,0.0027,-0.0027,0.0006,-0.0006,0.001,-0.001
3.9000000000000004,3.85,3.95,0.0545,0.0029,-0.0029,0.0005,-0.0005,0.0011,-0.0011
4.0,3.95,4.05,0.0485,0.0026,-0.0026,0.0005,-0.0005,0.0011,-0.0011
4.1,4.05,4.15,0.0524,0.0027,-0.0027,0.0006,-0.0006,0.0012,-0.0012
4.2,4.15,4.25,0.0482,0.0025,-0.0025,0.0008,-0.0008,0.0009,-0.0009
4.3,4.25,4.35,0.0456,0.0024,-0.0024,0.0009,-0.0009,0.0008,-0.0008
4.4,4.35,4.45,0.043,0.0022,-0.0022,0.0008,-0.0008,0.0007,-0.0007
4.5,4.45,4.55,0.0402,0.0022,-0.0022,0.0005,-0.0005,0.0007,-0.0007
4.6,4.55,4.65,0.0395,0.0022,-0.0022,0.0003,-0.0003,0.0007,-0.0007
4.7,4.65,4.75,0.039,0.002,-0.002,0,0,0.001,-0.001
4.8,4.75,4.85,0.0373,0.0021,-0.0021,0.0003,-0.0003,0.0006,-0.0006
4.9,4.85,4.95,0.0394,0.0022,-0.0022,0.0004,-0.0004,0.0007,-0.0007
5.0,4.95,5.05,0.0382,0.0019,-0.0019,0.0005,-0.0005,0.0006,-0.0006
5.1,5.05,5.15,0.0331,0.0017,-0.0017,0.0005,-0.0005,0.0006,-0.0006
5.2,5.15,5.25,0.035,0.002,-0.002,0,0,0.001,-0.001
5.3,5.25,5.35,0.0357,0.0021,-0.0021,0.0003,-0.0003,0.0005,-0.0005
5.4,5.35,5.45,0.034,0.002,-0.002,0,0,0.001,-0.001

