#: table_doi: 10.17182/hepdata.90831.v1/t519
#: name: table no 519
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),away region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_519.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0142,0.0014,-0.0014,0.009,-0.009,0.0038,-0.0038
0.6000000000000001,0.55,0.65,0.0981,0.0035,-0.0035,0.0077,-0.0077,0.0047,-0.0047
0.7,0.65,0.75,0.2361,0.0053,-0.0053,0.015,-0.015,0.0064,-0.0064
0.8,0.75,0.85,0.4873,0.0078,-0.0078,0.0226,-0.0226,0.0056,-0.0056
0.8999999999999999,0.85,0.95,0.797,0.0092,-0.0092,0.0344,-0.0344,0.0067,-0.0067
1.0,0.95,1.05,1.04,0.01,-0.01,0.05,-0.05,0.01,-0.01
1.1,1.05,1.15,1.1612,0.0099,-0.0099,0.0649,-0.0649,0.0098,-0.0098
1.2,1.15,1.25,1.0952,0.0092,-0.0092,0.0605,-0.0605,0.0091,-0.0091
1.3,1.25,1.35,0.9635,0.0079,-0.0079,0.044,-0.044,0.0078,-0.0078
1.4,1.35,1.45,0.8085,0.0071,-0.0071,0.0336,-0.0336,0.0049,-0.0049
1.5,1.45,1.55,0.6518,0.0063,-0.0063,0.0236,-0.0236,0.0031,-0.0031
1.6,1.55,1.65,0.5191,0.0053,-0.0053,0.0181,-0.0181,0.003,-0.003
1.7,1.65,1.75,0.4039,0.0046,-0.0046,0.0142,-0.0142,0.003,-0.003
1.8,1.75,1.85,0.3146,0.0038,-0.0038,0.0121,-0.0121,0.0031,-0.0031
1.9,1.85,1.95,0.2475,0.0033,-0.0033,0.0085,-0.0085,0.0022,-0.0022
2.0,1.95,2.05,0.1925,0.0029,-0.0029,0.008,-0.008,0.0022,-0.0022
2.0999999999999996,2.05,2.15,0.1607,0.0026,-0.0026,0.0109,-0.0109,0.0019,-0.0019
2.2,2.15,2.25,0.1311,0.0022,-0.0022,0.0091,-0.0091,0.002,-0.002
2.3,2.25,2.35,0.105,0.002,-0.002,0.005,-0.005,0.002,-0.002
2.4000000000000004,2.35,2.45,0.0912,0.0019,-0.0019,0.0091,-0.0091,0.0018,-0.0018
2.5,2.45,2.55,0.0705,0.0018,-0.0018,0.0021,-0.0021,0.0016,-0.0016
2.5999999999999996,2.55,2.65,0.0581,0.0016,-0.0016,0.0039,-0.0039,0.0014,-0.0014
2.7,2.65,2.75,0.0502,0.0015,-0.0015,0.0022,-0.0022,0.0015,-0.0015
2.8,2.75,2.85,0.041,0.0014,-0.0014,0.002,-0.002,0.001,-0.001
2.9000000000000004,2.85,2.95,0.036,0.0013,-0.0013,0.0042,-0.0042,0.0012,-0.0012

