#: table_doi: 10.17182/hepdata.90831.v1/t319
#: name: table no 319
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d\Sigma p_{t}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),away region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_319.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV],Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV] LOW,Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(\Sigma p_{T}/\delta\eta\delta\phi)$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.07,0,0.14,0.0347,0.0017,-0.0017,0.002,-0.002,0.0036,-0.0036
0.23500000000000001,0.14,0.33,0.092,0.0022,-0.0022,0.0053,-0.0053,0.0046,-0.0046
0.43000000000000005,0.33,0.53,0.1835,0.0026,-0.0026,0.0087,-0.0087,0.0074,-0.0074
0.625,0.53,0.72,0.277,0.003,-0.003,0.009,-0.009,0.01,-0.01
0.815,0.72,0.91,0.3518,0.0034,-0.0034,0.0131,-0.0131,0.0096,-0.0096
1.0050000000000001,0.91,1.1,0.4001,0.0034,-0.0034,0.009,-0.009,0.0089,-0.0089
1.195,1.1,1.29,0.425,0.0033,-0.0033,0.0059,-0.0059,0.0071,-0.0071
1.385,1.29,1.48,0.4345,0.0032,-0.0032,0.0066,-0.0066,0.0054,-0.0054
1.575,1.48,1.67,0.4233,0.0033,-0.0033,0.0088,-0.0088,0.0034,-0.0034
1.7650000000000001,1.67,1.86,0.393,0.003,-0.003,0.004,-0.004,0.004,-0.004
2.1,1.86,2.34,0.322,0.0022,-0.0022,0.0071,-0.0071,0.0022,-0.0022
2.5300000000000002,2.34,2.72,0.2381,0.0019,-0.0019,0.0076,-0.0076,0.0041,-0.0041
2.91,2.72,3.1,0.1705,0.0017,-0.0017,0.0055,-0.0055,0.0044,-0.0044
3.295,3.1,3.49,0.111,0.0013,-0.0013,0.001,-0.001,0.0045,-0.0045
3.68,3.49,3.87,0.072,0.001,-0.001,0.001,-0.001,0.004,-0.004
4.105,3.87,4.34,0.04384,0.00076,-0.00076,0.00114,-0.00114,0.00225,-0.00225
4.58,4.34,4.82,0.02369,0.00052,-0.00052,0.00141,-0.00141,0.00159,-0.00159
5.0600000000000005,4.82,5.3,0.0136,0.0004,-0.0004,0.0006,-0.0006,0.001,-0.001
5.54,5.3,5.78,0.00628,0.00028,-0.00028,0.00068,-0.00068,0.00074,-0.00074

