#: table_doi: 10.17182/hepdata.90831.v1/t218
#: name: table no 218
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),transverse region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_218.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.762,0.007,-0.007,0.005,-0.005,0.005,-0.005
0.6000000000000001,0.55,0.65,1.3121,0.0096,-0.0096,0.0089,-0.0089,0.0048,-0.0048
0.7,0.65,0.75,1.0898,0.0087,-0.0087,0.0098,-0.0098,0.0051,-0.0051
0.8,0.75,0.85,0.9065,0.0084,-0.0084,0.0076,-0.0076,0.0037,-0.0037
0.8999999999999999,0.85,0.95,0.763,0.0079,-0.0079,0.0159,-0.0159,0.0029,-0.0029
1.0,0.95,1.05,0.6537,0.0078,-0.0078,0.0063,-0.0063,0.0036,-0.0036
1.1,1.05,1.15,0.547,0.007,-0.007,0.006,-0.006,0.003,-0.003
1.2,1.15,1.25,0.486,0.007,-0.007,0.01,-0.01,0.004,-0.004
1.3,1.25,1.35,0.382,0.0062,-0.0062,0.0024,-0.0024,0.003,-0.003
1.4,1.35,1.45,0.3389,0.0063,-0.0063,0.0032,-0.0032,0.0027,-0.0027
1.5,1.45,1.55,0.3071,0.0062,-0.0062,0.0072,-0.0072,0.0028,-0.0028
1.6,1.55,1.65,0.2642,0.0055,-0.0055,0.0021,-0.0021,0.0021,-0.0021
1.7,1.65,1.75,0.2254,0.0053,-0.0053,0.0056,-0.0056,0.0019,-0.0019
1.8,1.75,1.85,0.1944,0.0048,-0.0048,0.0021,-0.0021,0.0017,-0.0017
1.9,1.85,1.95,0.1678,0.0046,-0.0046,0.0018,-0.0018,0.0015,-0.0015
2.0,1.95,2.05,0.137,0.0041,-0.0041,0.0026,-0.0026,0.0016,-0.0016
2.0999999999999996,2.05,2.15,0.1316,0.0043,-0.0043,0.0008,-0.0008,0.0019,-0.0019
2.2,2.15,2.25,0.1161,0.0039,-0.0039,0.0007,-0.0007,0.0022,-0.0022
2.3,2.25,2.35,0.1005,0.0036,-0.0036,0.0025,-0.0025,0.0018,-0.0018
2.4000000000000004,2.35,2.45,0.0931,0.0037,-0.0037,0.0009,-0.0009,0.0013,-0.0013
2.5,2.45,2.55,0.0774,0.0031,-0.0031,0.0011,-0.0011,0.0012,-0.0012
2.5999999999999996,2.55,2.65,0.0682,0.0027,-0.0027,0.0032,-0.0032,0.0014,-0.0014
2.7,2.65,2.75,0.0715,0.0029,-0.0029,0.0018,-0.0018,0.0014,-0.0014
2.8,2.75,2.85,0.0576,0.0026,-0.0026,0.0032,-0.0032,0.0014,-0.0014
2.9000000000000004,2.85,2.95,0.05,0.0024,-0.0024,0.0004,-0.0004,0.0009,-0.0009
3.0,2.95,3.05,0.0479,0.0024,-0.0024,0.0013,-0.0013,0.001,-0.001
3.0999999999999996,3.05,3.15,0.0436,0.0021,-0.0021,0.0019,-0.0019,0.001,-0.001
