#: table_doi: 10.17182/hepdata.90831.v1/t389
#: name: table no 389
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),transmin region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_389.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.861,0.024,-0.024,0.047,-0.047,0.019,-0.019
0.6000000000000001,0.55,0.65,1.523,0.033,-0.033,0.063,-0.063,0.017,-0.017
0.7,0.65,0.75,1.171,0.029,-0.029,0.033,-0.033,0.017,-0.017
0.8,0.75,0.85,0.945,0.028,-0.028,0.03,-0.03,0.01,-0.01
0.8999999999999999,0.85,0.95,0.765,0.027,-0.027,0.021,-0.021,0.008,-0.008
1.0,0.95,1.05,0.713,0.023,-0.023,0.019,-0.019,0.008,-0.008
1.1,1.05,1.15,0.527,0.022,-0.022,0.014,-0.014,0.008,-0.008
1.2,1.15,1.25,0.42,0.022,-0.022,0.012,-0.012,0.007,-0.007
1.3,1.25,1.35,0.4,0.02,-0.02,0.01,-0.01,0.01,-0.01
1.4,1.35,1.45,0.31,0.018,-0.018,0.011,-0.011,0.005,-0.005
1.5,1.45,1.55,0.289,0.018,-0.018,0.008,-0.008,0.005,-0.005
1.6,1.55,1.65,0.216,0.017,-0.017,0.008,-0.008,0.006,-0.006
1.7,1.65,1.75,0.208,0.017,-0.017,0.006,-0.006,0.005,-0.005
1.8,1.75,1.85,0.176,0.015,-0.015,0.012,-0.012,0.006,-0.006
1.9,1.85,1.95,0.154,0.015,-0.015,0.006,-0.006,0.006,-0.006
2.0,1.95,2.05,0.134,0.013,-0.013,0.005,-0.005,0.006,-0.006
2.0999999999999996,2.05,2.15,0.09,0.01,-0.01,0,0,0.01,-0.01
2.2,2.15,2.25,0.106,0.011,-0.011,0.005,-0.005,0.004,-0.004
2.3,2.25,2.35,0.09,0.011,-0.011,0.005,-0.005,0.004,-0.004
2.4000000000000004,2.35,2.45,0.08,0.01,-0.01,0,0,0,0
2.5,2.45,2.55,0.061,0.0086,-0.0086,0.004,-0.004,0.0051,-0.0051
2.5999999999999996,2.55,2.65,0.045,0.007,-0.007,0.002,-0.002,0.005,-0.005
2.7,2.65,2.75,0.0383,0.0061,-0.0061,0.0011,-0.0011,0.004,-0.004
2.8,2.75,2.85,0.0587,0.0082,-0.0082,0.0027,-0.0027,0.0032,-0.0032
2.9000000000000004,2.85,2.95,0.0394,0.0069,-0.0069,0.0024,-0.0024,0.0034,-0.0034
3.0,2.95,3.05,0.0426,0.0054,-0.0054,0.0031,-0.0031,0.0038,-0.0038
3.0999999999999996,3.05,3.15,0.0341,0.0066,-0.0066,0.0012,-0.0012,0.0037,-0.0037
3.2,3.15,3.25,0.0333,0.0053,-0.0053,0.0032,-0.0032,0.0035,-0.0035
3.3,3.25,3.35,0.0222,0.0041,-0.0041,0.0012,-0.0012,0.0029,-0.0029
3.4000000000000004,3.35,3.45,0.0284,0.0058,-0.0058,0.0011,-0.0011,0.0036,-0.0036
3.5,3.45,3.55,0.0341,0.0057,-0.0057,0.0014,-0.0014,0.0029,-0.0029
3.5999999999999996,3.55,3.65,0.0158,0.0031,-0.0031,0.0022,-0.0022,0.0037,-0.0037
3.7,3.65,3.75,0.0189,0.0039,-0.0039,0.0012,-0.0012,0.0037,-0.0037
3.8,3.75,3.85,0.0087,0.0027,-0.0027,0.0004,-0.0004,0.0044,-0.0044
3.9000000000000004,3.85,3.95,0.0229,0.0041,-0.0041,0.0016,-0.0016,0.0046,-0.0046
4.0,3.95,4.05,0.0214,0.0037,-0.0037,0.0009,-0.0009,0.0035,-0.0035
4.1,4.05,4.15,0.0096,0.0031,-0.0031,0.0004,-0.0004,0.0033,-0.0033
4.2,4.15,4.25,0.0059,0.0018,-0.0018,0.0011,-0.0011,0.0028,-0.0028
4.3,4.25,4.35,0.0217,0.0043,-0.0043,0.0011,-0.0011,0.0028,-0.0028
4.4,4.35,4.45,0.0071,0.0025,-0.0025,0.001,-0.001,0.0023,-0.0023
4.5,4.45,4.55,0.0012,0.0008,-0.0008,0.0003,-0.0003,0.0023,-0.0023
4.6,4.55,4.65,0.0091,0.0035,-0.0035,0.0002,-0.0002,0.0053,-0.0053
4.7,4.65,4.75,0.0187,0.0057,-0.0057,0.0007,-0.0007,0.0069,-0.0069
4.8,4.75,4.85,0.0218,0.0046,-0.0046,0.0006,-0.0006,0.007,-0.007
4.9,4.85,4.95,0.009,0.004,-0.004,0.002,-0.002,0.005,-0.005
5.0,4.95,5.05,0.0114,0.0034,-0.0034,0.0011,-0.0011,0.0039,-0.0039
5.1,5.05,5.15,0.0082,0.0024,-0.0024,0.0007,-0.0007,0.004,-0.004
5.2,5.15,5.25,0.0133,0.0029,-0.0029,0.0007,-0.0007,0.003,-0.003
5.3,5.25,5.35,0.0038,0.0018,-0.0018,0.0001,-0.0001,0.0031,-0.0031
5.4,5.35,5.45,0.0062,0.0031,-0.0031,0.0003,-0.0003,0.0035,-0.0035

