#: table_doi: 10.17182/hepdata.90831.v1/t187
#: name: table no 187
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmin region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_187.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.1113,0.0091,-0.0091,0.0574,-0.0574,0.0186,-0.0186
0.6000000000000001,0.55,0.65,0.469,0.018,-0.018,0.052,-0.052,0.019,-0.019
0.7,0.65,0.75,0.926,0.025,-0.025,0.046,-0.046,0.019,-0.019
0.8,0.75,0.85,1.212,0.028,-0.028,0.047,-0.047,0.018,-0.018
0.8999999999999999,0.85,0.95,1.36,0.027,-0.027,0.045,-0.045,0.018,-0.018
1.0,0.95,1.05,1.261,0.025,-0.025,0.038,-0.038,0.019,-0.019
1.1,1.05,1.15,1.063,0.022,-0.022,0.026,-0.026,0.018,-0.018
1.2,1.15,1.25,0.832,0.018,-0.018,0.014,-0.014,0.015,-0.015
1.3,1.25,1.35,0.651,0.016,-0.016,0.008,-0.008,0.011,-0.011
1.4,1.35,1.45,0.456,0.014,-0.014,0.005,-0.005,0.009,-0.009
1.5,1.45,1.55,0.32,0.011,-0.011,0.005,-0.005,0.009,-0.009
1.6,1.55,1.65,0.2357,0.0088,-0.0088,0.0066,-0.0066,0.0098,-0.0098
1.7,1.65,1.75,0.1951,0.0087,-0.0087,0.0086,-0.0086,0.01,-0.01
1.8,1.75,1.85,0.1539,0.0062,-0.0062,0.0101,-0.0101,0.0092,-0.0092
1.9,1.85,1.95,0.1024,0.0054,-0.0054,0.0099,-0.0099,0.0074,-0.0074
2.0,1.95,2.05,0.1048,0.0078,-0.0078,0.0077,-0.0077,0.0061,-0.0061
2.0999999999999996,2.05,2.15,0.0718,0.0056,-0.0056,0.0059,-0.0059,0.0055,-0.0055
2.2,2.15,2.25,0.0598,0.0046,-0.0046,0.0053,-0.0053,0.0057,-0.0057
2.3,2.25,2.35,0.0449,0.0039,-0.0039,0.0052,-0.0052,0.0054,-0.0054
2.4000000000000004,2.35,2.45,0.0323,0.0054,-0.0054,0.005,-0.005,0.0049,-0.0049
2.5,2.45,2.55,0.0353,0.0032,-0.0032,0.0055,-0.0055,0.0045,-0.0045
2.5999999999999996,2.55,2.65,0.0221,0.0027,-0.0027,0.0047,-0.0047,0.0047,-0.0047
2.7,2.65,2.75,0.03,0.004,-0.004,0.004,-0.004,0.006,-0.006
2.8,2.75,2.85,0.034,0.004,-0.004,0.005,-0.005,0.006,-0.006
2.9000000000000004,2.85,2.95,0.0293,0.0043,-0.0043,0.0046,-0.0046,0.0053,-0.0053

