#: table_doi: 10.17182/hepdata.90831.v1/t419
#: name: table no 419
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),transverse region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_419.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.115,0.011,-0.011,0.011,-0.011,0.009,-0.009
0.095,0.05,0.14,0.235,0.014,-0.014,0.018,-0.018,0.01,-0.01
0.19,0.14,0.24,0.301,0.013,-0.013,0.02,-0.02,0.012,-0.012
0.28500000000000003,0.24,0.33,0.4,0.013,-0.013,0.016,-0.016,0.012,-0.012
0.38,0.33,0.43,0.46,0.014,-0.014,0.008,-0.008,0.012,-0.012
0.48,0.43,0.53,0.521,0.014,-0.014,0.02,-0.02,0.013,-0.013
0.575,0.53,0.62,0.546,0.013,-0.013,0.016,-0.016,0.016,-0.016
0.6699999999999999,0.62,0.72,0.549,0.012,-0.012,0.011,-0.011,0.013,-0.013
0.765,0.72,0.81,0.591,0.014,-0.014,0.013,-0.013,0.012,-0.012
0.8600000000000001,0.81,0.91,0.612,0.013,-0.013,0.023,-0.023,0.009,-0.009
0.9550000000000001,0.91,1.0,0.587,0.013,-0.013,0.012,-0.012,0.009,-0.009
1.05,1.0,1.1,0.556,0.012,-0.012,0.009,-0.009,0.009,-0.009
1.145,1.1,1.19,0.536,0.011,-0.011,0.008,-0.008,0.009,-0.009
1.24,1.19,1.29,0.5,0.01,-0.01,0.01,-0.01,0.01,-0.01
1.335,1.29,1.38,0.4229,0.0092,-0.0092,0.0078,-0.0078,0.0065,-0.0065
1.43,1.38,1.48,0.3951,0.0091,-0.0091,0.0073,-0.0073,0.006,-0.006
1.53,1.48,1.58,0.3593,0.0093,-0.0093,0.0138,-0.0138,0.0066,-0.0066
1.625,1.58,1.67,0.3287,0.0082,-0.0082,0.0065,-0.0065,0.0068,-0.0068
1.72,1.67,1.77,0.2959,0.0077,-0.0077,0.0093,-0.0093,0.0075,-0.0075
1.815,1.77,1.86,0.2705,0.0077,-0.0077,0.0162,-0.0162,0.0088,-0.0088
1.9100000000000001,1.86,1.96,0.2487,0.0065,-0.0065,0.016,-0.016,0.0091,-0.0091
2.005,1.96,2.05,0.2157,0.0068,-0.0068,0.0141,-0.0141,0.0086,-0.0086
2.0999999999999996,2.05,2.15,0.1966,0.0059,-0.0059,0.0111,-0.0111,0.0069,-0.0069
2.1950000000000003,2.15,2.24,0.1765,0.0063,-0.0063,0.0056,-0.0056,0.0072,-0.0072
2.29,2.24,2.34,0.1589,0.0056,-0.0056,0.0036,-0.0036,0.0069,-0.0069
2.3899999999999997,2.34,2.44,0.1219,0.0045,-0.0045,0.0126,-0.0126,0.0084,-0.0084
2.485,2.44,2.53,0.1156,0.0047,-0.0047,0.0053,-0.0053,0.0095,-0.0095
2.58,2.53,2.63,0.0881,0.0039,-0.0039,0.0021,-0.0021,0.0105,-0.0105
2.7249999999999996,2.63,2.82,0.0718,0.0036,-0.0036,0.004,-0.004,0.0043,-0.0043
2.915,2.82,3.01,0.0495,0.0033,-0.0033,0.0048,-0.0048,0.0038,-0.0038
3.105,3.01,3.2,0.0358,0.0025,-0.0025,0.0022,-0.0022,0.0028,-0.0028
3.295,3.2,3.39,0.0318,0.0025,-0.0025,0.0027,-0.0027,0.0025,-0.0025
3.4850000000000003,3.39,3.58,0.0236,0.0024,-0.0024,0.0035,-0.0035,0.0036,-0.0036
3.725,3.58,3.87,0.0166,0.0017,-0.0017,0.0034,-0.0034,0.0023,-0.0023
4.105,3.87,4.34,0.0095,0.0011,-0.0011,0.0003,-0.0003,0.0014,-0.0014

