#: table_doi: 10.17182/hepdata.90831.v1/t258
#: name: table no 258
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),transverse region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_258.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.0022,0.0016,-0.0016,0.0021,-0.0021,0.0016,-0.0016
0.095,0.05,0.14,0.009,0.0042,-0.0042,0.0056,-0.0056,0.003,-0.003
0.19,0.14,0.24,0.0356,0.0086,-0.0086,0.0059,-0.0059,0.0049,-0.0049
0.28500000000000003,0.24,0.33,0.0482,0.0081,-0.0081,0.0073,-0.0073,0.007,-0.007
0.38,0.33,0.43,0.0891,0.0093,-0.0093,0.0124,-0.0124,0.0074,-0.0074
0.48,0.43,0.53,0.153,0.012,-0.012,0.011,-0.011,0.009,-0.009
0.575,0.53,0.62,0.196,0.013,-0.013,0.012,-0.012,0.014,-0.014
0.6699999999999999,0.62,0.72,0.251,0.015,-0.015,0.016,-0.016,0.019,-0.019
0.765,0.72,0.81,0.266,0.013,-0.013,0.023,-0.023,0.024,-0.024
0.8600000000000001,0.81,0.91,0.349,0.016,-0.016,0.013,-0.013,0.02,-0.02
0.9550000000000001,0.91,1.0,0.384,0.016,-0.016,0.015,-0.015,0.018,-0.018
1.05,1.0,1.1,0.419,0.018,-0.018,0.014,-0.014,0.014,-0.014
1.145,1.1,1.19,0.433,0.016,-0.016,0.032,-0.032,0.014,-0.014
1.24,1.19,1.29,0.471,0.017,-0.017,0.015,-0.015,0.014,-0.014
1.335,1.29,1.38,0.5,0.02,-0.02,0.01,-0.01,0.02,-0.02
1.43,1.38,1.48,0.515,0.017,-0.017,0.019,-0.019,0.015,-0.015
1.53,1.48,1.58,0.53,0.016,-0.016,0.016,-0.016,0.012,-0.012
1.625,1.58,1.67,0.484,0.016,-0.016,0.026,-0.026,0.014,-0.014
1.72,1.67,1.77,0.519,0.019,-0.019,0.011,-0.011,0.016,-0.016
1.815,1.77,1.86,0.48,0.015,-0.015,0.01,-0.01,0.016,-0.016
1.9100000000000001,1.86,1.96,0.398,0.014,-0.014,0.029,-0.029,0.013,-0.013
2.005,1.96,2.05,0.396,0.015,-0.015,0.034,-0.034,0.012,-0.012
2.0999999999999996,2.05,2.15,0.4,0.015,-0.015,0.025,-0.025,0.012,-0.012
2.1950000000000003,2.15,2.24,0.354,0.013,-0.013,0.008,-0.008,0.014,-0.014
2.29,2.24,2.34,0.351,0.012,-0.012,0.013,-0.013,0.014,-0.014
2.3899999999999997,2.34,2.44,0.318,0.011,-0.011,0.007,-0.007,0.013,-0.013
2.485,2.44,2.53,0.281,0.013,-0.013,0.01,-0.01,0.012,-0.012
2.58,2.53,2.63,0.25,0.01,-0.01,0.01,-0.01,0.02,-0.02
2.7249999999999996,2.63,2.82,0.1843,0.0081,-0.0081,0.0121,-0.0121,0.0095,-0.0095
2.915,2.82,3.01,0.154,0.0078,-0.0078,0.0146,-0.0146,0.0106,-0.0106
3.105,3.01,3.2,0.1,0.0058,-0.0058,0.0096,-0.0096,0.0091,-0.0091
3.295,3.2,3.39,0.104,0.0069,-0.0069,0.0063,-0.0063,0.0086,-0.0086
3.4850000000000003,3.39,3.58,0.0799,0.0053,-0.0053,0.0006,-0.0006,0.0074,-0.0074
3.725,3.58,3.87,0.053,0.004,-0.004,0.002,-0.002,0.006,-0.006
4.105,3.87,4.34,0.029,0.003,-0.003,0.001,-0.001,0.003,-0.003

