#: table_doi: 10.17182/hepdata.90831.v1/t84
#: name: table no 84
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,away region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_84.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
4.0,3.95,4.05,0.0459,0.0014,-0.0014,0.0004,-0.0004,0.0005,-0.0005
4.1,4.05,4.15,0.0463,0.0014,-0.0014,0.0004,-0.0004,0.0004,-0.0004
4.2,4.15,4.25,0.0429,0.0012,-0.0012,0.0005,-0.0005,0.0004,-0.0004
4.3,4.25,4.35,0.0434,0.0013,-0.0013,0.0004,-0.0004,0.0004,-0.0004
4.4,4.35,4.45,0.0395,0.0012,-0.0012,0.0004,-0.0004,0.0004,-0.0004
4.5,4.45,4.55,0.0372,0.0012,-0.0012,0.0003,-0.0003,0.0004,-0.0004
4.6,4.55,4.65,0.0391,0.0012,-0.0012,0.0004,-0.0004,0.0004,-0.0004
4.7,4.65,4.75,0.0368,0.0011,-0.0011,0.0004,-0.0004,0.0004,-0.0004
4.8,4.75,4.85,0.0347,0.0011,-0.0011,0.0005,-0.0005,0.0004,-0.0004
4.9,4.85,4.95,0.0333,0.0011,-0.0011,0.0005,-0.0005,0.0003,-0.0003
5.0,4.95,5.05,0.031,0.001,-0.001,0,0,0,0
5.1,5.05,5.15,0.03144,0.00093,-0.00093,0.0004,-0.0004,0.00035,-0.00035
5.2,5.15,5.25,0.03201,0.00099,-0.00099,0.00041,-0.00041,0.00039,-0.00039
5.3,5.25,5.35,0.02891,0.00093,-0.00093,0.00044,-0.00044,0.00042,-0.00042
5.4,5.35,5.45,0.0268,0.00091,-0.00091,0.00044,-0.00044,0.00038,-0.00038

