#: table_doi: 10.17182/hepdata.90831.v1/t84
#: name: table no 84
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,away region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_84.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.4903,0.0039,-0.0039,0.0079,-0.0079,0.0051,-0.0051
0.6000000000000001,0.55,0.65,0.8709,0.0053,-0.0053,0.0087,-0.0087,0.0047,-0.0047
0.7,0.65,0.75,0.7305,0.0049,-0.0049,0.0069,-0.0069,0.0039,-0.0039
0.8,0.75,0.85,0.6268,0.0047,-0.0047,0.0055,-0.0055,0.0028,-0.0028
0.8999999999999999,0.85,0.95,0.5418,0.0048,-0.0048,0.0043,-0.0043,0.0019,-0.0019
1.0,0.95,1.05,0.4687,0.0044,-0.0044,0.0035,-0.0035,0.0014,-0.0014
1.1,1.05,1.15,0.4126,0.0041,-0.0041,0.0029,-0.0029,0.0011,-0.0011
1.2,1.15,1.25,0.3594,0.0039,-0.0039,0.0025,-0.0025,0.001,-0.001
1.3,1.25,1.35,0.319,0.004,-0.004,0.002,-0.002,0.001,-0.001
1.4,1.35,1.45,0.2828,0.0037,-0.0037,0.0019,-0.0019,0.0011,-0.0011
1.5,1.45,1.55,0.2505,0.0037,-0.0037,0.0017,-0.0017,0.0011,-0.0011
1.6,1.55,1.65,0.23,0.0035,-0.0035,0.0015,-0.0015,0.001,-0.001
1.7,1.65,1.75,0.2006,0.0033,-0.0033,0.0014,-0.0014,0.0009,-0.0009
1.8,1.75,1.85,0.1814,0.0032,-0.0032,0.0013,-0.0013,0.0008,-0.0008
1.9,1.85,1.95,0.169,0.0029,-0.0029,0.0013,-0.0013,0.0007,-0.0007
2.0,1.95,2.05,0.1482,0.0029,-0.0029,0.0011,-0.0011,0.0007,-0.0007
2.0999999999999996,2.05,2.15,0.1421,0.0028,-0.0028,0.0011,-0.0011,0.0006,-0.0006
2.2,2.15,2.25,0.1291,0.0026,-0.0026,0.001,-0.001,0.0007,-0.0007
2.3,2.25,2.35,0.1146,0.0026,-0.0026,0.0009,-0.0009,0.0008,-0.0008
2.4000000000000004,2.35,2.45,0.1183,0.0026,-0.0026,0.0009,-0.0009,0.001,-0.001
2.5,2.45,2.55,0.1024,0.0024,-0.0024,0.0008,-0.0008,0.0009,-0.0009
2.5999999999999996,2.55,2.65,0.0937,0.0023,-0.0023,0.0007,-0.0007,0.0008,-0.0008
2.7,2.65,2.75,0.0958,0.0022,-0.0022,0.0008,-0.0008,0.0006,-0.0006
2.8,2.75,2.85,0.0857,0.0022,-0.0022,0.0007,-0.0007,0.0006,-0.0006
2.9000000000000004,2.85,2.95,0.078,0.002,-0.002,0.001,-0.001,0.001,-0.001
3.0,2.95,3.05,0.0758,0.0019,-0.0019,0.0006,-0.0006,0.0007,-0.0007
3.0999999999999996,3.05,3.15,0.072,0.002,-0.002,0.001,-0.001,0.001,-0.001
3.2,3.15,3.25,0.0645,0.0017,-0.0017,0.0007,-0.0007,0.0006,-0.0006
3.3,3.25,3.35,0.0635,0.0017,-0.0017,0.0006,-0.0006,0.0006,-0.0006
3.4000000000000004,3.35,3.45,0.0587,0.0016,-0.0016,0.0006,-0.0006,0.0006,-0.0006
3.5,3.45,3.55,0.0559,0.0015,-0.0015,0.0005,-0.0005,0.0006,-0.0006
3.5999999999999996,3.55,3.65,0.0575,0.0017,-0.0017,0.0005,-0.0005,0.0006,-0.0006
3.7,3.65,3.75,0.0532,0.0015,-0.0015,0.0004,-0.0004,0.0007,-0.0007
3.8,3.75,3.85,0.0469,0.0015,-0.0015,0.0005,-0.0005,0.0006,-0.0006
3.9000000000000004,3.85,3.95,0.0483,0.0014,-0.0014,0.0005,-0.0005,0.0005,-0.0005
