#: table_doi: 10.17182/hepdata.90831.v1/t184
#: name: table no 184
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmin region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_184.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.1309,0.0037,-0.0037,0.0684,-0.0684,0.0168,-0.0168
0.6000000000000001,0.55,0.65,0.598,0.007,-0.007,0.059,-0.059,0.017,-0.017
0.7,0.65,0.75,0.9938,0.0083,-0.0083,0.0447,-0.0447,0.0169,-0.0169
0.8,0.75,0.85,1.3603,0.0095,-0.0095,0.045,-0.045,0.0175,-0.0175
0.8999999999999999,0.85,0.95,1.4843,0.0091,-0.0091,0.0477,-0.0477,0.0172,-0.0172
1.0,0.95,1.05,1.349,0.0082,-0.0082,0.0459,-0.0459,0.0158,-0.0158
1.1,1.05,1.15,1.0903,0.0073,-0.0073,0.0345,-0.0345,0.0125,-0.0125
1.2,1.15,1.25,0.8194,0.0065,-0.0065,0.0225,-0.0225,0.0088,-0.0088
1.3,1.25,1.35,0.5745,0.0049,-0.0049,0.0124,-0.0124,0.006,-0.006
1.4,1.35,1.45,0.398,0.004,-0.004,0.007,-0.007,0.005,-0.005
1.5,1.45,1.55,0.2858,0.0033,-0.0033,0.0045,-0.0045,0.004,-0.004
1.6,1.55,1.65,0.1974,0.0028,-0.0028,0.005,-0.005,0.0035,-0.0035
1.7,1.65,1.75,0.1404,0.0024,-0.0024,0.0059,-0.0059,0.0027,-0.0027
1.8,1.75,1.85,0.1115,0.0022,-0.0022,0.0061,-0.0061,0.0024,-0.0024
1.9,1.85,1.95,0.0811,0.0019,-0.0019,0.0061,-0.0061,0.0019,-0.0019
2.0,1.95,2.05,0.0636,0.0017,-0.0017,0.006,-0.006,0.0018,-0.0018
2.0999999999999996,2.05,2.15,0.0532,0.0015,-0.0015,0.0055,-0.0055,0.0017,-0.0017
2.2,2.15,2.25,0.0418,0.0014,-0.0014,0.0044,-0.0044,0.0018,-0.0018
2.3,2.25,2.35,0.0346,0.0012,-0.0012,0.0033,-0.0033,0.0018,-0.0018
2.4000000000000004,2.35,2.45,0.0355,0.0015,-0.0015,0.0025,-0.0025,0.0018,-0.0018
2.5,2.45,2.55,0.02107,0.00093,-0.00093,0.00259,-0.00259,0.00154,-0.00154
2.5999999999999996,2.55,2.65,0.01927,0.00095,-0.00095,0.00278,-0.00278,0.0014,-0.0014
2.7,2.65,2.75,0.0115,0.00064,-0.00064,0.00294,-0.00294,0.00125,-0.00125
2.8,2.75,2.85,0.01016,0.00064,-0.00064,0.00238,-0.00238,0.00123,-0.00123
2.9000000000000004,2.85,2.95,0.00896,0.00065,-0.00065,0.00181,-0.00181,0.00115,-0.00115

