#: table_doi: 10.17182/hepdata.90831.v1/t343
#: name: table no 343
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),transmin region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_343.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0836,0.0034,-0.0034,0.0387,-0.0387,0.0118,-0.0118
0.6000000000000001,0.55,0.65,0.481,0.0076,-0.0076,0.0646,-0.0646,0.0119,-0.0119
0.7,0.65,0.75,0.96,0.01,-0.01,0.06,-0.06,0.01,-0.01
0.8,0.75,0.85,1.434,0.012,-0.012,0.034,-0.034,0.014,-0.014
0.8999999999999999,0.85,0.95,1.663,0.011,-0.011,0.05,-0.05,0.014,-0.014
1.0,0.95,1.05,1.5445,0.0099,-0.0099,0.0788,-0.0788,0.0149,-0.0149
1.1,1.05,1.15,1.2015,0.0079,-0.0079,0.0475,-0.0475,0.0109,-0.0109
1.2,1.15,1.25,0.8756,0.0066,-0.0066,0.0358,-0.0358,0.0076,-0.0076
1.3,1.25,1.35,0.5691,0.0049,-0.0049,0.0133,-0.0133,0.0045,-0.0045
1.4,1.35,1.45,0.373,0.004,-0.004,0.009,-0.009,0.003,-0.003
1.5,1.45,1.55,0.253,0.0036,-0.0036,0.0063,-0.0063,0.0038,-0.0038
1.6,1.55,1.65,0.1772,0.0031,-0.0031,0.0045,-0.0045,0.0041,-0.0041
1.7,1.65,1.75,0.1119,0.0022,-0.0022,0.003,-0.003,0.0046,-0.0046
1.8,1.75,1.85,0.0811,0.0019,-0.0019,0.0046,-0.0046,0.0037,-0.0037
1.9,1.85,1.95,0.054,0.002,-0.002,0.005,-0.005,0.003,-0.003
2.0,1.95,2.05,0.0346,0.0014,-0.0014,0.003,-0.003,0.0021,-0.0021
2.0999999999999996,2.05,2.15,0.0245,0.00097,-0.00097,0.0023,-0.0023,0.00152,-0.00152
2.2,2.15,2.25,0.02,0.0011,-0.0011,0.0009,-0.0009,0.0014,-0.0014
2.3,2.25,2.35,0.0131,0.0008,-0.0008,0.0012,-0.0012,0.0012,-0.0012
2.4000000000000004,2.35,2.45,0.00937,0.00071,-0.00071,0.00081,-0.00081,0.00099,-0.00099
2.5,2.45,2.55,0.00638,0.00057,-0.00057,0.00082,-0.00082,0.00082,-0.00082
2.5999999999999996,2.55,2.65,0.00749,0.00067,-0.00067,0.00126,-0.00126,0.00063,-0.00063
2.7,2.65,2.75,0.00448,0.00059,-0.00059,0.00096,-0.00096,0.00087,-0.00087
2.8,2.75,2.85,0.00324,0.00064,-0.00064,0.0008,-0.0008,0.00091,-0.00091
2.9000000000000004,2.85,2.95,0.00338,0.00037,-0.00037,0.00056,-0.00056,0.00102,-0.00102

