#: table_doi: 10.17182/hepdata.90831.v1/t176
#: name: table no 176
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transverse region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_176.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0348,0.0017,-0.0017,0.0139,-0.0139,0.0066,-0.0066
0.6000000000000001,0.55,0.65,0.1702,0.0035,-0.0035,0.0148,-0.0148,0.0067,-0.0067
0.7,0.65,0.75,0.4148,0.0053,-0.0053,0.0197,-0.0197,0.0072,-0.0072
0.8,0.75,0.85,0.8377,0.0074,-0.0074,0.0299,-0.0299,0.0091,-0.0091
0.8999999999999999,0.85,0.95,1.29,0.0081,-0.0081,0.0409,-0.0409,0.0112,-0.0112
1.0,0.95,1.05,1.5035,0.0088,-0.0088,0.0447,-0.0447,0.0121,-0.0121
1.1,1.05,1.15,1.4237,0.0082,-0.0082,0.0406,-0.0406,0.0106,-0.0106
1.2,1.15,1.25,1.1396,0.0072,-0.0072,0.0318,-0.0318,0.0081,-0.0081
1.3,1.25,1.35,0.832,0.0059,-0.0059,0.0232,-0.0232,0.0061,-0.0061
1.4,1.35,1.45,0.5752,0.0049,-0.0049,0.0166,-0.0166,0.0051,-0.0051
1.5,1.45,1.55,0.3938,0.0041,-0.0041,0.0123,-0.0123,0.0044,-0.0044
1.6,1.55,1.65,0.2789,0.0033,-0.0033,0.0093,-0.0093,0.0035,-0.0035
1.7,1.65,1.75,0.2046,0.0027,-0.0027,0.0073,-0.0073,0.0031,-0.0031
1.8,1.75,1.85,0.159,0.0022,-0.0022,0.0061,-0.0061,0.0031,-0.0031
1.9,1.85,1.95,0.117,0.0019,-0.0019,0.0055,-0.0055,0.0031,-0.0031
2.0,1.95,2.05,0.0941,0.0017,-0.0017,0.0049,-0.0049,0.0029,-0.0029
2.0999999999999996,2.05,2.15,0.0745,0.0014,-0.0014,0.0038,-0.0038,0.0025,-0.0025
2.2,2.15,2.25,0.0677,0.0013,-0.0013,0.0028,-0.0028,0.0022,-0.0022
2.3,2.25,2.35,0.0524,0.0011,-0.0011,0.0021,-0.0021,0.0019,-0.0019
2.4000000000000004,2.35,2.45,0.041,0.001,-0.001,0.002,-0.002,0.001,-0.001
2.5,2.45,2.55,0.03438,0.00095,-0.00095,0.00173,-0.00173,0.00123,-0.00123
2.5999999999999996,2.55,2.65,0.02891,0.00079,-0.00079,0.00167,-0.00167,0.00112,-0.00112
2.7,2.65,2.75,0.02722,0.00076,-0.00076,0.00172,-0.00172,0.00122,-0.00122
2.8,2.75,2.85,0.02138,0.00072,-0.00072,0.00168,-0.00168,0.00121,-0.00121
2.9000000000000004,2.85,2.95,0.0207,0.00062,-0.00062,0.00146,-0.00146,0.00118,-0.00118

