#: table_doi: 10.17182/hepdata.90831.v1/t510
#: name: table no 510
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),transmax region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_510.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0804,0.0026,-0.0026,0.0739,-0.0739,0.0118,-0.0118
0.6000000000000001,0.55,0.65,0.4443,0.0068,-0.0068,0.0366,-0.0366,0.01,-0.01
0.7,0.65,0.75,0.8322,0.0083,-0.0083,0.07,-0.07,0.0096,-0.0096
0.8,0.75,0.85,1.165,0.0094,-0.0094,0.0592,-0.0592,0.0084,-0.0084
0.8999999999999999,0.85,0.95,1.3117,0.0088,-0.0088,0.0659,-0.0659,0.0108,-0.0108
1.0,0.95,1.05,1.2743,0.0084,-0.0084,0.0771,-0.0771,0.0121,-0.0121
1.1,1.05,1.15,1.101,0.0072,-0.0072,0.0736,-0.0736,0.0118,-0.0118
1.2,1.15,1.25,0.8702,0.0062,-0.0062,0.0604,-0.0604,0.0086,-0.0086
1.3,1.25,1.35,0.6811,0.0055,-0.0055,0.0417,-0.0417,0.0064,-0.0064
1.4,1.35,1.45,0.5027,0.0044,-0.0044,0.0312,-0.0312,0.0038,-0.0038
1.5,1.45,1.55,0.3767,0.0038,-0.0038,0.0189,-0.0189,0.0029,-0.0029
1.6,1.55,1.65,0.2821,0.0033,-0.0033,0.0166,-0.0166,0.0031,-0.0031
1.7,1.65,1.75,0.2134,0.0027,-0.0027,0.0151,-0.0151,0.0034,-0.0034
1.8,1.75,1.85,0.1615,0.0024,-0.0024,0.0134,-0.0134,0.0034,-0.0034
1.9,1.85,1.95,0.123,0.002,-0.002,0.015,-0.015,0.003,-0.003
2.0,1.95,2.05,0.0922,0.0018,-0.0018,0.0039,-0.0039,0.002,-0.002
2.0999999999999996,2.05,2.15,0.0798,0.0017,-0.0017,0.0133,-0.0133,0.0016,-0.0016
2.2,2.15,2.25,0.0606,0.0015,-0.0015,0.0054,-0.0054,0.0012,-0.0012
2.3,2.25,2.35,0.0501,0.0013,-0.0013,0.0024,-0.0024,0.0014,-0.0014
2.4000000000000004,2.35,2.45,0.0457,0.0013,-0.0013,0.0082,-0.0082,0.0013,-0.0013
2.5,2.45,2.55,0.0353,0.0012,-0.0012,0.0064,-0.0064,0.0014,-0.0014
2.5999999999999996,2.55,2.65,0.0286,0.0011,-0.0011,0.0024,-0.0024,0.0014,-0.0014
2.7,2.65,2.75,0.026,0.001,-0.001,0.004,-0.004,0.001,-0.001
2.8,2.75,2.85,0.01774,0.00085,-0.00085,0.00248,-0.00248,0.00106,-0.00106
2.9000000000000004,2.85,2.95,0.01834,0.00081,-0.00081,0.00319,-0.00319,0.00086,-0.00086

