#: table_doi: 10.17182/hepdata.90831.v1/t330
#: name: table no 330
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),toward region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_330.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0108,0.0051,-0.0051,0.009,-0.009,0.0054,-0.0054
0.6000000000000001,0.55,0.65,0.089,0.016,-0.016,0.007,-0.007,0.008,-0.008
0.7,0.65,0.75,0.233,0.023,-0.023,0.016,-0.016,0.014,-0.014
0.8,0.75,0.85,0.671,0.038,-0.038,0.027,-0.027,0.018,-0.018
0.8999999999999999,0.85,0.95,1.249,0.046,-0.046,0.044,-0.044,0.027,-0.027
1.0,0.95,1.05,1.66,0.048,-0.048,0.062,-0.062,0.028,-0.028
1.1,1.05,1.15,1.77,0.05,-0.05,0.06,-0.06,0.03,-0.03
1.2,1.15,1.25,1.392,0.044,-0.044,0.043,-0.043,0.02,-0.02
1.3,1.25,1.35,0.865,0.031,-0.031,0.066,-0.066,0.019,-0.019
1.4,1.35,1.45,0.57,0.026,-0.026,0.019,-0.019,0.02,-0.02
1.5,1.45,1.55,0.404,0.024,-0.024,0.047,-0.047,0.021,-0.021
1.6,1.55,1.65,0.33,0.02,-0.02,0.01,-0.01,0.02,-0.02
1.7,1.65,1.75,0.194,0.012,-0.012,0.01,-0.01,0.014,-0.014
1.8,1.75,1.85,0.13,0.01,-0.01,0.02,-0.02,0.01,-0.01
1.9,1.85,1.95,0.0866,0.0073,-0.0073,0.0155,-0.0155,0.0111,-0.0111
2.0,1.95,2.05,0.0645,0.0085,-0.0085,0.0041,-0.0041,0.013,-0.013
2.0999999999999996,2.05,2.15,0.078,0.014,-0.014,0.008,-0.008,0.014,-0.014
2.2,2.15,2.25,0.0323,0.0075,-0.0075,0.0048,-0.0048,0.0164,-0.0164
2.3,2.25,2.35,0.0431,0.0081,-0.0081,0.0031,-0.0031,0.015,-0.015
2.4000000000000004,2.35,2.45,0.032,0.0055,-0.0055,0.0024,-0.0024,0.0139,-0.0139
2.5,2.45,2.55,0.0184,0.0057,-0.0057,0.0045,-0.0045,0.0121,-0.0121
2.5999999999999996,2.55,2.65,0.0134,0.0055,-0.0055,0.0015,-0.0015,0.012,-0.012
2.7,2.65,2.75,0.0203,0.0067,-0.0067,0.0039,-0.0039,0.009,-0.009
2.8,2.75,2.85,0.00147,0.00066,-0.00066,0.00185,-0.00185,0.00503,-0.00503
2.9000000000000004,2.85,2.95,0,0,0,0.0008,-0.0008,0.004312,-0.004312

