#: table_doi: 10.17182/hepdata.90831.v1/t509
#: name: table no 509
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),transmin region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_509.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.183,0.038,-0.038,0.099,-0.099,0.019,-0.019
0.6000000000000001,0.55,0.65,0.49,0.06,-0.06,0.1,-0.1,0.03,-0.03
0.7,0.65,0.75,0.922,0.077,-0.077,0.038,-0.038,0.035,-0.035
0.8,0.75,0.85,1.154,0.081,-0.081,0.072,-0.072,0.037,-0.037
0.8999999999999999,0.85,0.95,1.193,0.084,-0.084,0.084,-0.084,0.073,-0.073
1.0,0.95,1.05,1.212,0.078,-0.078,0.068,-0.068,0.073,-0.073
1.1,1.05,1.15,1.03,0.068,-0.068,0.06,-0.06,0.085,-0.085
1.2,1.15,1.25,0.86,0.065,-0.065,0.05,-0.05,0.047,-0.047
1.3,1.25,1.35,0.675,0.054,-0.054,0.033,-0.033,0.041,-0.041
1.4,1.35,1.45,0.54,0.05,-0.05,0.03,-0.03,0.03,-0.03
1.5,1.45,1.55,0.38,0.043,-0.043,0.018,-0.018,0.028,-0.028
1.6,1.55,1.65,0.237,0.037,-0.037,0.014,-0.014,0.028,-0.028
1.7,1.65,1.75,0.215,0.035,-0.035,0.024,-0.024,0.027,-0.027
1.8,1.75,1.85,0.224,0.048,-0.048,0.012,-0.012,0.029,-0.029
1.9,1.85,1.95,0.063,0.017,-0.017,0.005,-0.005,0.043,-0.043
2.0,1.95,2.05,0.109,0.027,-0.027,0.007,-0.007,0.045,-0.045
2.0999999999999996,2.05,2.15,0.07,0.02,-0.02,0,0,0.04,-0.04
2.2,2.15,2.25,0.0301,0.0093,-0.0093,0.0101,-0.0101,0.0331,-0.0331
2.3,2.25,2.35,0.062,0.017,-0.017,0.004,-0.004,0.029,-0.029
2.4000000000000004,2.35,2.45,0.0274,0.0094,-0.0094,0.0061,-0.0061,0.0341,-0.0341
2.5,2.45,2.55,0.0113,0.0089,-0.0089,0.0012,-0.0012,0.0256,-0.0256
2.5999999999999996,2.55,2.65,0.015,0.011,-0.011,0.001,-0.001,0.044,-0.044
2.7,2.65,2.75,0.115,0.035,-0.035,0.004,-0.004,0.036,-0.036
2.8,2.75,2.85,0.0213,0.0097,-0.0097,0.0033,-0.0033,0.0373,-0.0373
2.9000000000000004,2.85,2.95,0.038,0.015,-0.015,0.003,-0.003,0.014,-0.014

