#: table_doi: 10.17182/hepdata.90831.v1/t286
#: name: table no 286
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d\Sigma p_{t}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),toward region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_286.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV],Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV] LOW,Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(\Sigma p_{T}/\delta\eta\delta\phi)$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.07,0,0.14,0.236,0.0034,-0.0034,0.0086,-0.0086,0.0142,-0.0142
0.23500000000000001,0.14,0.33,0.3884,0.0037,-0.0037,0.0081,-0.0081,0.0109,-0.0109
0.43000000000000005,0.33,0.53,0.5097,0.0034,-0.0034,0.0067,-0.0067,0.0119,-0.0119
0.625,0.53,0.72,0.5533,0.0034,-0.0034,0.0104,-0.0104,0.0099,-0.0099
0.815,0.72,0.91,0.5444,0.0031,-0.0031,0.0049,-0.0049,0.0074,-0.0074
1.0050000000000001,0.91,1.1,0.5066,0.0028,-0.0028,0.0074,-0.0074,0.0045,-0.0045
1.195,1.1,1.29,0.4631,0.0026,-0.0026,0.0065,-0.0065,0.0031,-0.0031
1.385,1.29,1.48,0.3979,0.0023,-0.0023,0.003,-0.003,0.0027,-0.0027
1.575,1.48,1.67,0.3331,0.0021,-0.0021,0.0028,-0.0028,0.0033,-0.0033
1.7650000000000001,1.67,1.86,0.2786,0.0019,-0.0019,0.0027,-0.0027,0.0071,-0.0071
2.1,1.86,2.34,0.196,0.0013,-0.0013,0.0036,-0.0036,0.0036,-0.0036
2.5300000000000002,2.34,2.72,0.119,0.001,-0.001,0.003,-0.003,0.005,-0.005
2.91,2.72,3.1,0.07282,0.00082,-0.00082,0.00088,-0.00088,0.00359,-0.00359
3.295,3.1,3.49,0.0441,0.0006,-0.0006,0.0004,-0.0004,0.0027,-0.0027
3.68,3.49,3.87,0.025,0.00044,-0.00044,0.00082,-0.00082,0.00198,-0.00198
4.105,3.87,4.34,0.01394,0.00033,-0.00033,0.00068,-0.00068,0.00099,-0.00099
4.58,4.34,4.82,0.00722,0.00023,-0.00023,0.00029,-0.00029,0.00066,-0.00066
5.0600000000000005,4.82,5.3,0.00384,0.00018,-0.00018,5e-05,-5e-05,0.00038,-0.00038
5.54,5.3,5.78,0.00169,0.00012,-0.00012,9e-05,-9e-05,0.0003,-0.0003

