#: table_doi: 10.17182/hepdata.90831.v1/t191
#: name: table no 191
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmax region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_191.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0352,0.0014,-0.0014,0.0177,-0.0177,0.0074,-0.0074
0.6000000000000001,0.55,0.65,0.2323,0.0037,-0.0037,0.0191,-0.0191,0.0077,-0.0077
0.7,0.65,0.75,0.493,0.0052,-0.0052,0.0241,-0.0241,0.0081,-0.0081
0.8,0.75,0.85,0.87,0.0065,-0.0065,0.0336,-0.0336,0.0095,-0.0095
0.8999999999999999,0.85,0.95,1.216,0.007,-0.007,0.042,-0.042,0.012,-0.012
1.0,0.95,1.05,1.3429,0.0068,-0.0068,0.0423,-0.0423,0.0129,-0.0129
1.1,1.05,1.15,1.2463,0.0066,-0.0066,0.0368,-0.0368,0.0115,-0.0115
1.2,1.15,1.25,1.0415,0.0058,-0.0058,0.0295,-0.0295,0.0083,-0.0083
1.3,1.25,1.35,0.822,0.005,-0.005,0.023,-0.023,0.005,-0.005
1.4,1.35,1.45,0.6188,0.0041,-0.0041,0.0176,-0.0176,0.0041,-0.0041
1.5,1.45,1.55,0.4607,0.0036,-0.0036,0.0138,-0.0138,0.0039,-0.0039
1.6,1.55,1.65,0.338,0.0028,-0.0028,0.0112,-0.0112,0.0034,-0.0034
1.7,1.65,1.75,0.2574,0.0026,-0.0026,0.0092,-0.0092,0.0029,-0.0029
1.8,1.75,1.85,0.1917,0.0023,-0.0023,0.0079,-0.0079,0.0023,-0.0023
1.9,1.85,1.95,0.145,0.002,-0.002,0.007,-0.007,0.002,-0.002
2.0,1.95,2.05,0.1111,0.0017,-0.0017,0.0057,-0.0057,0.0019,-0.0019
2.0999999999999996,2.05,2.15,0.0933,0.0017,-0.0017,0.0045,-0.0045,0.002,-0.002
2.2,2.15,2.25,0.0744,0.0014,-0.0014,0.0035,-0.0035,0.0019,-0.0019
2.3,2.25,2.35,0.0597,0.0012,-0.0012,0.0028,-0.0028,0.0017,-0.0017
2.4000000000000004,2.35,2.45,0.0496,0.0011,-0.0011,0.0026,-0.0026,0.0014,-0.0014
2.5,2.45,2.55,0.03997,0.00095,-0.00095,0.0025,-0.0025,0.00119,-0.00119
2.5999999999999996,2.55,2.65,0.03384,0.00098,-0.00098,0.00213,-0.00213,0.0011,-0.0011
2.7,2.65,2.75,0.0284,0.0009,-0.0009,0.0016,-0.0016,0.0009,-0.0009
2.8,2.75,2.85,0.02444,0.00084,-0.00084,0.00119,-0.00119,0.0009,-0.0009
2.9000000000000004,2.85,2.95,0.02159,0.00077,-0.00077,0.00101,-0.00101,0.0009,-0.0009

