#: table_doi: 10.17182/hepdata.90831.v1/t198
#: name: table no 198
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,away region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_198.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.02794,0.00096,-0.00096,0.02492,-0.02492,0.00749,-0.00749
0.6000000000000001,0.55,0.65,0.1799,0.0027,-0.0027,0.023,-0.023,0.0078,-0.0078
0.7,0.65,0.75,0.4785,0.0039,-0.0039,0.025,-0.025,0.0093,-0.0093
0.8,0.75,0.85,0.9802,0.0053,-0.0053,0.0414,-0.0414,0.0117,-0.0117
0.8999999999999999,0.85,0.95,1.5026,0.0058,-0.0058,0.0614,-0.0614,0.015,-0.015
1.0,0.95,1.05,1.7238,0.0061,-0.0061,0.07,-0.07,0.0159,-0.0159
1.1,1.05,1.15,1.5697,0.0055,-0.0055,0.0637,-0.0637,0.0137,-0.0137
1.2,1.15,1.25,1.1743,0.0048,-0.0048,0.0474,-0.0474,0.0096,-0.0096
1.3,1.25,1.35,0.7894,0.0039,-0.0039,0.0317,-0.0317,0.007,-0.007
1.4,1.35,1.45,0.507,0.003,-0.003,0.02,-0.02,0.006,-0.006
1.5,1.45,1.55,0.3268,0.0023,-0.0023,0.013,-0.013,0.0058,-0.0058
1.6,1.55,1.65,0.2163,0.0019,-0.0019,0.0086,-0.0086,0.0051,-0.0051
1.7,1.65,1.75,0.1422,0.0014,-0.0014,0.0057,-0.0057,0.0038,-0.0038
1.8,1.75,1.85,0.0944,0.0012,-0.0012,0.004,-0.004,0.0028,-0.0028
1.9,1.85,1.95,0.06792,0.00094,-0.00094,0.00302,-0.00302,0.00194,-0.00194
2.0,1.95,2.05,0.04738,0.00078,-0.00078,0.00222,-0.00222,0.00155,-0.00155
2.0999999999999996,2.05,2.15,0.0357,0.0007,-0.0007,0.0017,-0.0017,0.0013,-0.0013
2.2,2.15,2.25,0.02825,0.00061,-0.00061,0.0014,-0.0014,0.0011,-0.0011
2.3,2.25,2.35,0.02,0.00047,-0.00047,0.0011,-0.0011,0.00083,-0.00083
2.4000000000000004,2.35,2.45,0.01601,0.00041,-0.00041,0.00094,-0.00094,0.00064,-0.00064
2.5,2.45,2.55,0.01278,0.00042,-0.00042,0.00079,-0.00079,0.00055,-0.00055
2.5999999999999996,2.55,2.65,0.00901,0.00034,-0.00034,0.00073,-0.00073,0.00048,-0.00048
2.7,2.65,2.75,0.0075,0.00032,-0.00032,0.00063,-0.00063,0.00042,-0.00042
2.8,2.75,2.85,0.0064,0.0003,-0.0003,0.0005,-0.0005,0.0003,-0.0003
2.9000000000000004,2.85,2.95,0.00602,0.00027,-0.00027,0.00035,-0.00035,0.00031,-0.00031

