#: table_doi: 10.17182/hepdata.90831.v1/t431
#: name: table no 431
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),transmax region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_431.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.1733,0.0034,-0.0034,0.0627,-0.0627,0.0123,-0.0123
0.195,0.1,0.29,0.5064,0.0054,-0.0054,0.0798,-0.0798,0.0131,-0.0131
0.385,0.29,0.48,0.6626,0.0056,-0.0056,0.0459,-0.0459,0.0131,-0.0131
0.575,0.48,0.67,0.675,0.005,-0.005,0.01,-0.01,0.009,-0.009
0.765,0.67,0.86,0.6216,0.0042,-0.0042,0.0194,-0.0194,0.0053,-0.0053
0.9550000000000001,0.86,1.05,0.5346,0.0036,-0.0036,0.028,-0.028,0.004,-0.004
1.145,1.05,1.24,0.4407,0.0032,-0.0032,0.035,-0.035,0.004,-0.004
1.335,1.24,1.43,0.3579,0.0028,-0.0028,0.0304,-0.0304,0.0045,-0.0045
1.525,1.43,1.62,0.2872,0.0024,-0.0024,0.0236,-0.0236,0.0051,-0.0051
1.715,1.62,1.81,0.227,0.0022,-0.0022,0.017,-0.017,0.0047,-0.0047
1.91,1.81,2.01,0.1751,0.0018,-0.0018,0.0133,-0.0133,0.0045,-0.0045
2.105,2.01,2.2,0.1429,0.0017,-0.0017,0.0098,-0.0098,0.0038,-0.0038
2.295,2.2,2.39,0.1078,0.0014,-0.0014,0.0045,-0.0045,0.0038,-0.0038
2.4850000000000003,2.39,2.58,0.0815,0.0013,-0.0013,0.0031,-0.0031,0.0035,-0.0035
2.675,2.58,2.77,0.0607,0.0011,-0.0011,0.0031,-0.0031,0.0031,-0.0031
2.865,2.77,2.96,0.04485,0.00087,-0.00087,0.00269,-0.00269,0.00253,-0.00253
3.0549999999999997,2.96,3.15,0.03499,0.00076,-0.00076,0.00127,-0.00127,0.00194,-0.00194
3.245,3.15,3.34,0.02474,0.00065,-0.00065,0.00145,-0.00145,0.00143,-0.00143
3.4349999999999996,3.34,3.53,0.0196,0.00058,-0.00058,0.00071,-0.00071,0.00122,-0.00122
3.625,3.53,3.72,0.01561,0.00054,-0.00054,0.00115,-0.00115,0.001,-0.001
3.8200000000000003,3.72,3.92,0.0103,0.00036,-0.00036,0.00071,-0.00071,0.00095,-0.00095
4.015000000000001,3.92,4.11,0.00826,0.00037,-0.00037,0.00072,-0.00072,0.00063,-0.00063
4.205,4.11,4.3,0.00633,0.00032,-0.00032,0.0002,-0.0002,0.00065,-0.00065

