#: table_doi: 10.17182/hepdata.90831.v1/t66
#: name: table no 66
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmin region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_66.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.9131,0.0073,-0.0073,0.0336,-0.0336,0.0071,-0.0071
0.6000000000000001,0.55,0.65,1.5381,0.0094,-0.0094,0.0341,-0.0341,0.0064,-0.0064
0.7,0.65,0.75,1.239,0.0079,-0.0079,0.0258,-0.0258,0.0051,-0.0051
0.8,0.75,0.85,1.02,0.0081,-0.0081,0.0183,-0.0183,0.0046,-0.0046
0.8999999999999999,0.85,0.95,0.8274,0.0077,-0.0077,0.0122,-0.0122,0.0041,-0.0041
1.0,0.95,1.05,0.6707,0.0074,-0.0074,0.0086,-0.0086,0.0035,-0.0035
1.1,1.05,1.15,0.5567,0.0067,-0.0067,0.0068,-0.0068,0.0024,-0.0024
1.2,1.15,1.25,0.4536,0.0064,-0.0064,0.0059,-0.0059,0.0019,-0.0019
1.3,1.25,1.35,0.368,0.006,-0.006,0.006,-0.006,0.002,-0.002
1.4,1.35,1.45,0.3191,0.0054,-0.0054,0.0057,-0.0057,0.0025,-0.0025
1.5,1.45,1.55,0.2603,0.0051,-0.0051,0.0057,-0.0057,0.0029,-0.0029
1.6,1.55,1.65,0.225,0.005,-0.005,0.006,-0.006,0.003,-0.003
1.7,1.65,1.75,0.2008,0.0046,-0.0046,0.0059,-0.0059,0.0027,-0.0027
1.8,1.75,1.85,0.1583,0.0042,-0.0042,0.0055,-0.0055,0.0025,-0.0025
1.9,1.85,1.95,0.1305,0.0037,-0.0037,0.0052,-0.0052,0.0022,-0.0022
2.0,1.95,2.05,0.1256,0.0036,-0.0036,0.0048,-0.0048,0.0017,-0.0017
2.0999999999999996,2.05,2.15,0.1017,0.0034,-0.0034,0.0047,-0.0047,0.0013,-0.0013
2.2,2.15,2.25,0.0868,0.0031,-0.0031,0.0043,-0.0043,0.0012,-0.0012
2.3,2.25,2.35,0.074,0.003,-0.003,0.004,-0.004,0.001,-0.001
2.4000000000000004,2.35,2.45,0.072,0.0028,-0.0028,0.0038,-0.0038,0.0013,-0.0013
2.5,2.45,2.55,0.0552,0.0026,-0.0026,0.0036,-0.0036,0.0012,-0.0012
2.5999999999999996,2.55,2.65,0.0486,0.0022,-0.0022,0.0034,-0.0034,0.001,-0.001
2.7,2.65,2.75,0.0471,0.0024,-0.0024,0.003,-0.003,0.001,-0.001
2.8,2.75,2.85,0.04,0.002,-0.002,0.003,-0.003,0.001,-0.001
2.9000000000000004,2.85,2.95,0.0317,0.0019,-0.0019,0.0026,-0.0026,0.0012,-0.0012
3.0,2.95,3.05,0.0306,0.0018,-0.0018,0.0025,-0.0025,0.001,-0.001
3.0999999999999996,3.05,3.15,0.0312,0.0018,-0.0018,0.0021,-0.0021,0.0009,-0.0009
3.2,3.15,3.25,0.0256,0.0014,-0.0014,0.002,-0.002,0.0007,-0.0007
3.3,3.25,3.35,0.0226,0.0015,-0.0015,0.0018,-0.0018,0.0007,-0.0007
3.4000000000000004,3.35,3.45,0.0197,0.0014,-0.0014,0.0017,-0.0017,0.0008,-0.0008
3.5,3.45,3.55,0.0191,0.0013,-0.0013,0.0015,-0.0015,0.0009,-0.0009
3.5999999999999996,3.55,3.65,0.0176,0.0013,-0.0013,0.0014,-0.0014,0.0008,-0.0008
3.7,3.65,3.75,0.016,0.001,-0.001,0.001,-0.001,0.001,-0.001
3.8,3.75,3.85,0.0152,0.0012,-0.0012,0.0012,-0.0012,0.0007,-0.0007
3.9000000000000004,3.85,3.95,0.014,0.001,-0.001,0.001,-0.001,0.001,-0.001
4.0,3.95,4.05,0.0118,0.0012,-0.0012,0.0011,-0.0011,0.0006,-0.0006
4.1,4.05,4.15,0.01026,0.00091,-0.00091,0.00096,-0.00096,0.00057,-0.00057
4.2,4.15,4.25,0.0067,0.0008,-0.0008,0.001,-0.001,0.0005,-0.0005
4.3,4.25,4.35,0.00824,0.00064,-0.00064,0.00095,-0.00095,0.00052,-0.00052
4.4,4.35,4.45,0.00874,0.00084,-0.00084,0.00084,-0.00084,0.00052,-0.00052
4.5,4.45,4.55,0.0091,0.00071,-0.00071,0.00085,-0.00085,0.00051,-0.00051
4.6,4.55,4.65,0.00852,0.00069,-0.00069,0.00079,-0.00079,0.0005,-0.0005
4.7,4.65,4.75,0.00577,0.00062,-0.00062,0.00066,-0.00066,0.00048,-0.00048
4.8,4.75,4.85,0.00626,0.00071,-0.00071,0.00067,-0.00067,0.00053,-0.00053
4.9,4.85,4.95,0.00694,0.00074,-0.00074,0.0008,-0.0008,0.00062,-0.00062
5.0,4.95,5.05,0.00653,0.00071,-0.00071,0.00064,-0.00064,0.00071,-0.00071
