#: table_doi: 10.17182/hepdata.90831.v1/t272
#: name: table no 272
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),transmax region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_272.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.00097,0.00034,-0.00034,0.00033,-0.00033,0.00155,-0.00155
0.195,0.1,0.29,0.034,0.002,-0.002,0.001,-0.001,0.002,-0.002
0.385,0.29,0.48,0.1072,0.0029,-0.0029,0.006,-0.006,0.0054,-0.0054
0.575,0.48,0.67,0.222,0.0037,-0.0037,0.005,-0.005,0.0089,-0.0089
0.765,0.67,0.86,0.3274,0.0038,-0.0038,0.007,-0.007,0.012,-0.012
0.9550000000000001,0.86,1.05,0.4299,0.0039,-0.0039,0.0082,-0.0082,0.0127,-0.0127
1.145,1.05,1.24,0.4847,0.0041,-0.0041,0.009,-0.009,0.0107,-0.0107
1.335,1.24,1.43,0.5006,0.0039,-0.0039,0.0121,-0.0121,0.0082,-0.0082
1.525,1.43,1.62,0.4982,0.0037,-0.0037,0.0027,-0.0027,0.0051,-0.0051
1.715,1.62,1.81,0.4581,0.0037,-0.0037,0.0058,-0.0058,0.0033,-0.0033
1.91,1.81,2.01,0.4019,0.0035,-0.0035,0.0031,-0.0031,0.0031,-0.0031
2.105,2.01,2.2,0.3468,0.0032,-0.0032,0.0029,-0.0029,0.0044,-0.0044
2.295,2.2,2.39,0.2905,0.0027,-0.0027,0.0094,-0.0094,0.0055,-0.0055
2.4850000000000003,2.39,2.58,0.2459,0.0025,-0.0025,0.0082,-0.0082,0.0063,-0.0063
2.675,2.58,2.77,0.1988,0.0023,-0.0023,0.007,-0.007,0.0064,-0.0064
2.865,2.77,2.96,0.1642,0.0021,-0.0021,0.0101,-0.0101,0.0068,-0.0068
3.0549999999999997,2.96,3.15,0.1287,0.0019,-0.0019,0.0054,-0.0054,0.0061,-0.0061
3.245,3.15,3.34,0.0995,0.0015,-0.0015,0.0063,-0.0063,0.0061,-0.0061
3.4349999999999996,3.34,3.53,0.0762,0.0014,-0.0014,0.0015,-0.0015,0.005,-0.005
3.625,3.53,3.72,0.0602,0.0012,-0.0012,0.0016,-0.0016,0.0039,-0.0039
3.8200000000000003,3.72,3.92,0.04161,0.00094,-0.00094,0.00261,-0.00261,0.003,-0.003
4.015000000000001,3.92,4.11,0.03237,0.00092,-0.00092,0.00107,-0.00107,0.00253,-0.00253
4.205,4.11,4.3,0.02388,0.00074,-0.00074,0.00052,-0.00052,0.00224,-0.00224

