#: table_doi: 10.17182/hepdata.90831.v1/t219
#: name: table no 219
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),transverse region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_219.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.73,0.0082,-0.0082,0.0074,-0.0074,0.005,-0.005
0.6000000000000001,0.55,0.65,1.25,0.012,-0.012,0.012,-0.012,0.005,-0.005
0.7,0.65,0.75,1.035,0.011,-0.011,0.018,-0.018,0.003,-0.003
0.8,0.75,0.85,0.8381,0.0098,-0.0098,0.0098,-0.0098,0.0034,-0.0034
0.8999999999999999,0.85,0.95,0.7506,0.0097,-0.0097,0.0073,-0.0073,0.0029,-0.0029
1.0,0.95,1.05,0.6483,0.0091,-0.0091,0.0116,-0.0116,0.003,-0.003
1.1,1.05,1.15,0.5323,0.0087,-0.0087,0.0075,-0.0075,0.0026,-0.0026
1.2,1.15,1.25,0.4606,0.0081,-0.0081,0.0067,-0.0067,0.0022,-0.0022
1.3,1.25,1.35,0.3888,0.0079,-0.0079,0.0037,-0.0037,0.0019,-0.0019
1.4,1.35,1.45,0.327,0.007,-0.007,0.01,-0.01,0.002,-0.002
1.5,1.45,1.55,0.317,0.0075,-0.0075,0.0034,-0.0034,0.0025,-0.0025
1.6,1.55,1.65,0.2558,0.0067,-0.0067,0.0082,-0.0082,0.003,-0.003
1.7,1.65,1.75,0.2317,0.0065,-0.0065,0.0029,-0.0029,0.0028,-0.0028
1.8,1.75,1.85,0.186,0.006,-0.006,0.003,-0.003,0.003,-0.003
1.9,1.85,1.95,0.17,0.006,-0.006,0.007,-0.007,0.002,-0.002
2.0,1.95,2.05,0.1661,0.0054,-0.0054,0.0026,-0.0026,0.0022,-0.0022
2.0999999999999996,2.05,2.15,0.128,0.005,-0.005,0.003,-0.003,0.002,-0.002
2.2,2.15,2.25,0.1128,0.0047,-0.0047,0.0077,-0.0077,0.0017,-0.0017
2.3,2.25,2.35,0.1058,0.0045,-0.0045,0.0015,-0.0015,0.0018,-0.0018
2.4000000000000004,2.35,2.45,0.1044,0.0044,-0.0044,0.0011,-0.0011,0.0017,-0.0017
2.5,2.45,2.55,0.0836,0.0039,-0.0039,0.001,-0.001,0.002,-0.002
2.5999999999999996,2.55,2.65,0.0743,0.0036,-0.0036,0.0013,-0.0013,0.0019,-0.0019
2.7,2.65,2.75,0.0784,0.0039,-0.0039,0.0062,-0.0062,0.002,-0.002
2.8,2.75,2.85,0.0621,0.0033,-0.0033,0.0057,-0.0057,0.0012,-0.0012
2.9000000000000004,2.85,2.95,0.0529,0.0029,-0.0029,0.0028,-0.0028,0.0013,-0.0013
3.0,2.95,3.05,0.05,0.003,-0.003,0.001,-0.001,0.001,-0.001
3.0999999999999996,3.05,3.15,0.0537,0.0031,-0.0031,0.0034,-0.0034,0.0016,-0.0016
3.2,3.15,3.25,0.0421,0.0025,-0.0025,0.0046,-0.0046,0.0014,-0.0014
3.3,3.25,3.35,0.0385,0.0025,-0.0025,0.0009,-0.0009,0.0013,-0.0013
3.4000000000000004,3.35,3.45,0.0378,0.0026,-0.0026,0.0004,-0.0004,0.001,-0.001
3.5,3.45,3.55,0.0376,0.0023,-0.0023,0.0008,-0.0008,0.0011,-0.0011
3.5999999999999996,3.55,3.65,0.0282,0.0021,-0.0021,0.0016,-0.0016,0.0011,-0.0011
3.7,3.65,3.75,0.03,0.002,-0.002,0.002,-0.002,0.001,-0.001
3.8,3.75,3.85,0.0289,0.0021,-0.0021,0.0004,-0.0004,0.0012,-0.0012
3.9000000000000004,3.85,3.95,0.023,0.0019,-0.0019,0.0004,-0.0004,0.001,-0.001
4.0,3.95,4.05,0.0212,0.0016,-0.0016,0.0015,-0.0015,0.0009,-0.0009
4.1,4.05,4.15,0.0234,0.0016,-0.0016,0.0011,-0.0011,0.001,-0.001
4.2,4.15,4.25,0.0266,0.0018,-0.0018,0.0005,-0.0005,0.0014,-0.0014
4.3,4.25,4.35,0.0193,0.0014,-0.0014,0.0004,-0.0004,0.0013,-0.0013
4.4,4.35,4.45,0.0145,0.0013,-0.0013,0.0022,-0.0022,0.0011,-0.0011
4.5,4.45,4.55,0.0186,0.0015,-0.0015,0.0005,-0.0005,0.0007,-0.0007
4.6,4.55,4.65,0.0196,0.0016,-0.0016,0.0009,-0.0009,0.0008,-0.0008
4.7,4.65,4.75,0.0158,0.0013,-0.0013,0.0015,-0.0015,0.0007,-0.0007
