#: table_doi: 10.17182/hepdata.90831.v1/t332
#: name: table no 332
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),toward region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_332.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.022,0.014,-0.014,0.001,-0.001,0.009,-0.009
0.6000000000000001,0.55,0.65,0.069,0.029,-0.029,0.025,-0.025,0.016,-0.016
0.7,0.65,0.75,0.35,0.055,-0.055,0.009,-0.009,0.024,-0.024
0.8,0.75,0.85,0.491,0.072,-0.072,0.132,-0.132,0.032,-0.032
0.8999999999999999,0.85,0.95,1.003,0.091,-0.091,0.033,-0.033,0.043,-0.043
1.0,0.95,1.05,1.617,0.098,-0.098,0.034,-0.034,0.055,-0.055
1.1,1.05,1.15,1.56,0.11,-0.11,0.05,-0.05,0.06,-0.06
1.2,1.15,1.25,1.242,0.088,-0.088,0.169,-0.169,0.058,-0.058
1.3,1.25,1.35,1.173,0.097,-0.097,0.172,-0.172,0.047,-0.047
1.4,1.35,1.45,0.615,0.058,-0.058,0.056,-0.056,0.05,-0.05
1.5,1.45,1.55,0.51,0.05,-0.05,0.21,-0.21,0.04,-0.04
1.6,1.55,1.65,0.266,0.035,-0.035,0.061,-0.061,0.039,-0.039
1.7,1.65,1.75,0.244,0.033,-0.033,0.02,-0.02,0.036,-0.036
1.8,1.75,1.85,0.201,0.025,-0.025,0.009,-0.009,0.045,-0.045
1.9,1.85,1.95,0.16,0.025,-0.025,0.055,-0.055,0.038,-0.038
2.0,1.95,2.05,0.03,0.012,-0.012,0.009,-0.009,0.039,-0.039
2.0999999999999996,2.05,2.15,0.023,0.016,-0.016,0.013,-0.013,0.026,-0.026
2.2,2.15,2.25,0.03,0.02,-0.02,0.02,-0.02,0.03,-0.03
2.3,2.25,2.35,0.068,0.025,-0.025,0.053,-0.053,0.029,-0.029
2.4000000000000004,2.35,2.45,0.112,0.034,-0.034,0.018,-0.018,0.03,-0.03
2.5,2.45,2.55,0.041,0.022,-0.022,0.02,-0.02,0.027,-0.027
2.5999999999999996,2.55,2.65,0.015,0.012,-0.012,0.014,-0.014,0.014,-0.014
2.7,2.65,2.75,0.0116,0.0087,-0.0087,0.0023,-0.0023,0.0101,-0.0101
2.8,2.75,2.85,0.046,0.022,-0.022,0.001,-0.001,0.008,-0.008
2.9000000000000004,2.85,2.95,0.0028,0.0022,-0.0022,0.003,-0.003,0.0073,-0.0073

