#: table_doi: 10.17182/hepdata.90831.v1/t503
#: name: table no 503
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),transmin region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_503.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.214,0.0064,-0.0064,0.1902,-0.1902,0.0258,-0.0258
0.6000000000000001,0.55,0.65,0.864,0.011,-0.011,0.032,-0.032,0.021,-0.021
0.7,0.65,0.75,1.311,0.014,-0.014,0.08,-0.08,0.026,-0.026
0.8,0.75,0.85,1.483,0.014,-0.014,0.069,-0.069,0.02,-0.02
0.8999999999999999,0.85,0.95,1.43,0.013,-0.013,0.046,-0.046,0.023,-0.023
1.0,0.95,1.05,1.21,0.011,-0.011,0.034,-0.034,0.017,-0.017
1.1,1.05,1.15,0.9259,0.0094,-0.0094,0.0273,-0.0273,0.0141,-0.0141
1.2,1.15,1.25,0.6708,0.0079,-0.0079,0.0214,-0.0214,0.0088,-0.0088
1.3,1.25,1.35,0.4863,0.0062,-0.0062,0.013,-0.013,0.0058,-0.0058
1.4,1.35,1.45,0.342,0.0056,-0.0056,0.0197,-0.0197,0.0044,-0.0044
1.5,1.45,1.55,0.2413,0.0047,-0.0047,0.0059,-0.0059,0.0039,-0.0039
1.6,1.55,1.65,0.198,0.0045,-0.0045,0.0113,-0.0113,0.0034,-0.0034
1.7,1.65,1.75,0.1242,0.0035,-0.0035,0.0029,-0.0029,0.0042,-0.0042
1.8,1.75,1.85,0.0877,0.0025,-0.0025,0.0087,-0.0087,0.0034,-0.0034
1.9,1.85,1.95,0.0756,0.0028,-0.0028,0.0025,-0.0025,0.004,-0.004
2.0,1.95,2.05,0.0594,0.0024,-0.0024,0.0027,-0.0027,0.0037,-0.0037
2.0999999999999996,2.05,2.15,0.0483,0.0021,-0.0021,0.0025,-0.0025,0.0037,-0.0037
2.2,2.15,2.25,0.0357,0.0017,-0.0017,0.0081,-0.0081,0.0035,-0.0035
2.3,2.25,2.35,0.0323,0.0016,-0.0016,0.0052,-0.0052,0.0032,-0.0032
2.4000000000000004,2.35,2.45,0.0255,0.0017,-0.0017,0.0028,-0.0028,0.0029,-0.0029
2.5,2.45,2.55,0.02,0.0015,-0.0015,0.003,-0.003,0.0024,-0.0024
2.5999999999999996,2.55,2.65,0.0132,0.0011,-0.0011,0.004,-0.004,0.0017,-0.0017
2.7,2.65,2.75,0.00824,0.00072,-0.00072,0.00579,-0.00579,0.0019,-0.0019
2.8,2.75,2.85,0.0144,0.0012,-0.0012,0.0047,-0.0047,0.002,-0.002
2.9000000000000004,2.85,2.95,0.0111,0.0012,-0.0012,0.0006,-0.0006,0.0021,-0.0021

