#: table_doi: 10.17182/hepdata.90831.v1/t425
#: name: table no 425
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),transmin region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_425.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.6234,0.0091,-0.0091,0.0555,-0.0555,0.0206,-0.0206
0.195,0.1,0.29,0.72,0.01,-0.01,0.04,-0.04,0.02,-0.02
0.385,0.29,0.48,0.7718,0.0096,-0.0096,0.0287,-0.0287,0.0109,-0.0109
0.575,0.48,0.67,0.688,0.0081,-0.0081,0.0144,-0.0144,0.0061,-0.0061
0.765,0.67,0.86,0.5639,0.0066,-0.0066,0.0148,-0.0148,0.0048,-0.0048
0.9550000000000001,0.86,1.05,0.4547,0.0053,-0.0053,0.0178,-0.0178,0.0052,-0.0052
1.145,1.05,1.24,0.3521,0.0046,-0.0046,0.0208,-0.0208,0.0059,-0.0059
1.335,1.24,1.43,0.2788,0.0042,-0.0042,0.021,-0.021,0.007,-0.007
1.525,1.43,1.62,0.2032,0.0034,-0.0034,0.0178,-0.0178,0.0073,-0.0073
1.715,1.62,1.81,0.1523,0.0027,-0.0027,0.0138,-0.0138,0.0068,-0.0068
1.91,1.81,2.01,0.1082,0.0025,-0.0025,0.0083,-0.0083,0.0053,-0.0053
2.105,2.01,2.2,0.073,0.002,-0.002,0.009,-0.009,0.004,-0.004
2.295,2.2,2.39,0.0538,0.0015,-0.0015,0.0051,-0.0051,0.0038,-0.0038
2.4850000000000003,2.39,2.58,0.0497,0.0023,-0.0023,0.0039,-0.0039,0.0029,-0.0029
2.675,2.58,2.77,0.0301,0.0013,-0.0013,0.0039,-0.0039,0.0026,-0.0026
2.865,2.77,2.96,0.0268,0.0011,-0.0011,0.0015,-0.0015,0.0016,-0.0016
3.0549999999999997,2.96,3.15,0.0223,0.0015,-0.0015,0.0011,-0.0011,0.0027,-0.0027
3.245,3.15,3.34,0.01553,0.00097,-0.00097,0.00115,-0.00115,0.00274,-0.00274
3.4349999999999996,3.34,3.53,0.0133,0.0011,-0.0011,0.0013,-0.0013,0.0026,-0.0026
3.625,3.53,3.72,0.00718,0.00053,-0.00053,0.00041,-0.00041,0.0009,-0.0009
3.8200000000000003,3.72,3.92,0.0053,0.0007,-0.0007,0.0003,-0.0003,0.0009,-0.0009
4.015000000000001,3.92,4.11,0.00512,0.00097,-0.00097,0.00176,-0.00176,0.00114,-0.00114
4.205,4.11,4.3,0.0042,0.00078,-0.00078,0.00125,-0.00125,0.00144,-0.00144

