#: table_doi: 10.17182/hepdata.90831.v1/t377
#: name: table no 377
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),transverse region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_377.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.842,0.004,-0.004,0.031,-0.031,0.004,-0.004
0.6000000000000001,0.55,0.65,1.4249,0.0051,-0.0051,0.0257,-0.0257,0.0034,-0.0034
0.7,0.65,0.75,1.1496,0.0045,-0.0045,0.013,-0.013,0.0026,-0.0026
0.8,0.75,0.85,0.9478,0.0043,-0.0043,0.0079,-0.0079,0.0017,-0.0017
0.8999999999999999,0.85,0.95,0.7727,0.0041,-0.0041,0.0051,-0.0051,0.0013,-0.0013
1.0,0.95,1.05,0.6393,0.0039,-0.0039,0.0041,-0.0041,0.0011,-0.0011
1.1,1.05,1.15,0.5364,0.0038,-0.0038,0.0035,-0.0035,0.001,-0.001
1.2,1.15,1.25,0.4449,0.0035,-0.0035,0.0045,-0.0045,0.0011,-0.0011
1.3,1.25,1.35,0.3785,0.0034,-0.0034,0.0066,-0.0066,0.0013,-0.0013
1.4,1.35,1.45,0.3218,0.0032,-0.0032,0.0018,-0.0018,0.0013,-0.0013
1.5,1.45,1.55,0.268,0.003,-0.003,0.006,-0.006,0.001,-0.001
1.6,1.55,1.65,0.2269,0.0026,-0.0026,0.0039,-0.0039,0.0008,-0.0008
1.7,1.65,1.75,0.1993,0.0025,-0.0025,0.0023,-0.0023,0.0008,-0.0008
1.8,1.75,1.85,0.1702,0.0024,-0.0024,0.0047,-0.0047,0.0007,-0.0007
1.9,1.85,1.95,0.1496,0.0022,-0.0022,0.0035,-0.0035,0.0006,-0.0006
2.0,1.95,2.05,0.1336,0.0021,-0.0021,0.0021,-0.0021,0.0005,-0.0005
2.0999999999999996,2.05,2.15,0.1121,0.0019,-0.0019,0.0035,-0.0035,0.0006,-0.0006
2.2,2.15,2.25,0.0992,0.0018,-0.0018,0.0027,-0.0027,0.0008,-0.0008
2.3,2.25,2.35,0.0903,0.0018,-0.0018,0.0027,-0.0027,0.0009,-0.0009
2.4000000000000004,2.35,2.45,0.0784,0.0017,-0.0017,0.0026,-0.0026,0.0008,-0.0008
2.5,2.45,2.55,0.0677,0.0015,-0.0015,0.0026,-0.0026,0.0006,-0.0006
2.5999999999999996,2.55,2.65,0.0602,0.0014,-0.0014,0.0015,-0.0015,0.0005,-0.0005
2.7,2.65,2.75,0.0551,0.0014,-0.0014,0.0014,-0.0014,0.0006,-0.0006
2.8,2.75,2.85,0.0485,0.0012,-0.0012,0.0024,-0.0024,0.0006,-0.0006
2.9000000000000004,2.85,2.95,0.0468,0.0012,-0.0012,0.0009,-0.0009,0.0006,-0.0006
3.0,2.95,3.05,0.0389,0.0011,-0.0011,0.0015,-0.0015,0.0004,-0.0004
3.0999999999999996,3.05,3.15,0.0386,0.0011,-0.0011,0.0009,-0.0009,0.0005,-0.0005
3.2,3.15,3.25,0.03438,0.00097,-0.00097,0.00188,-0.00188,0.00048,-0.00048
3.3,3.25,3.35,0.03198,0.00093,-0.00093,0.00143,-0.00143,0.00047,-0.00047
3.4000000000000004,3.35,3.45,0.02992,0.00095,-0.00095,0.00096,-0.00096,0.00037,-0.00037
3.5,3.45,3.55,0.02611,0.00082,-0.00082,0.00121,-0.00121,0.00032,-0.00032
3.5999999999999996,3.55,3.65,0.02668,0.00081,-0.00081,0.00067,-0.00067,0.00036,-0.00036
3.7,3.65,3.75,0.02361,0.00074,-0.00074,0.0012,-0.0012,0.00036,-0.00036
3.8,3.75,3.85,0.02074,0.00073,-0.00073,0.00108,-0.00108,0.00038,-0.00038
3.9000000000000004,3.85,3.95,0.01824,0.00069,-0.00069,0.00083,-0.00083,0.00033,-0.00033
4.0,3.95,4.05,0.01967,0.00073,-0.00073,0.00024,-0.00024,0.00039,-0.00039
4.1,4.05,4.15,0.01658,0.00063,-0.00063,0.00035,-0.00035,0.00042,-0.00042
4.2,4.15,4.25,0.01655,0.00063,-0.00063,0.00054,-0.00054,0.00039,-0.00039
4.3,4.25,4.35,0.01526,0.00059,-0.00059,0.0004,-0.0004,0.00029,-0.00029
4.4,4.35,4.45,0.0135,0.0006,-0.0006,0.0006,-0.0006,0.0002,-0.0002
4.5,4.45,4.55,0.01314,0.00056,-0.00056,0.00059,-0.00059,0.00021,-0.00021
4.6,4.55,4.65,0.01177,0.00052,-0.00052,0.00061,-0.00061,0.00027,-0.00027
4.7,4.65,4.75,0.01143,0.00053,-0.00053,0.0004,-0.0004,0.00026,-0.00026
4.8,4.75,4.85,0.01034,0.00046,-0.00046,0.0003,-0.0003,0.00029,-0.00029
4.9,4.85,4.95,0.00998,0.00047,-0.00047,9e-05,-9e-05,0.00025,-0.00025
5.0,4.95,5.05,0.01059,0.00052,-0.00052,0.00049,-0.00049,0.00028,-0.00028
5.1,5.05,5.15,0.01025,0.00048,-0.00048,0.00087,-0.00087,0.00029,-0.00029
5.2,5.15,5.25,0.00975,0.00043,-0.00043,6e-05,-6e-05,0.00029,-0.00029
5.3,5.25,5.35,0.00841,0.00045,-0.00045,5e-05,-5e-05,0.00026,-0.00026
5.4,5.35,5.45,0.00687,0.00037,-0.00037,0.00068,-0.00068,0.0004,-0.0004

