#: table_doi: 10.17182/hepdata.90831.v1/t351
#: name: table no 351
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),transmax region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_351.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0083,0.0011,-0.0011,0.0024,-0.0024,0.002,-0.002
0.6000000000000001,0.55,0.65,0.0837,0.0033,-0.0033,0.0151,-0.0151,0.0046,-0.0046
0.7,0.65,0.75,0.3053,0.0059,-0.0059,0.0453,-0.0453,0.0059,-0.0059
0.8,0.75,0.85,0.7414,0.0086,-0.0086,0.0623,-0.0623,0.0081,-0.0081
0.8999999999999999,0.85,0.95,1.24,0.01,-0.01,0.05,-0.05,0.01,-0.01
1.0,0.95,1.05,1.501,0.011,-0.011,0.052,-0.052,0.014,-0.014
1.1,1.05,1.15,1.43,0.01,-0.01,0.07,-0.07,0.01,-0.01
1.2,1.15,1.25,1.2049,0.0087,-0.0087,0.0576,-0.0576,0.0083,-0.0083
1.3,1.25,1.35,0.9329,0.0073,-0.0073,0.0351,-0.0351,0.0051,-0.0051
1.4,1.35,1.45,0.6814,0.0059,-0.0059,0.0245,-0.0245,0.0049,-0.0049
1.5,1.45,1.55,0.4918,0.0052,-0.0052,0.0169,-0.0169,0.0034,-0.0034
1.6,1.55,1.65,0.3473,0.0039,-0.0039,0.0133,-0.0133,0.0039,-0.0039
1.7,1.65,1.75,0.2538,0.0034,-0.0034,0.0096,-0.0096,0.0031,-0.0031
1.8,1.75,1.85,0.1863,0.0028,-0.0028,0.0072,-0.0072,0.0032,-0.0032
1.9,1.85,1.95,0.1294,0.0024,-0.0024,0.0053,-0.0053,0.0024,-0.0024
2.0,1.95,2.05,0.0937,0.0019,-0.0019,0.0044,-0.0044,0.0021,-0.0021
2.0999999999999996,2.05,2.15,0.075,0.002,-0.002,0.004,-0.004,0.002,-0.002
2.2,2.15,2.25,0.0579,0.0015,-0.0015,0.0029,-0.0029,0.0016,-0.0016
2.3,2.25,2.35,0.0427,0.0014,-0.0014,0.0022,-0.0022,0.0012,-0.0012
2.4000000000000004,2.35,2.45,0.0354,0.0013,-0.0013,0.0018,-0.0018,0.0011,-0.0011
2.5,2.45,2.55,0.0279,0.0012,-0.0012,0.0019,-0.0019,0.0014,-0.0014
2.5999999999999996,2.55,2.65,0.0198,0.0011,-0.0011,0.0015,-0.0015,0.0016,-0.0016
2.7,2.65,2.75,0.0175,0.0011,-0.0011,0.0011,-0.0011,0.0014,-0.0014
2.8,2.75,2.85,0.015,0.001,-0.001,0.001,-0.001,0.001,-0.001
2.9000000000000004,2.85,2.95,0.01174,0.00076,-0.00076,0.00079,-0.00079,0.00059,-0.00059

