#: table_doi: 10.17182/hepdata.90831.v1/t348
#: name: table no 348
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),transmin region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_348.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0027,0.0036,-0.0036,0.0202,-0.0202,0.0194,-0.0194
0.6000000000000001,0.55,0.65,0.331,0.057,-0.057,0.037,-0.037,0.023,-0.023
0.7,0.65,0.75,0.497,0.067,-0.067,0.039,-0.039,0.038,-0.038
0.8,0.75,0.85,0.503,0.059,-0.059,0.083,-0.083,0.054,-0.054
0.8999999999999999,0.85,0.95,0.964,0.093,-0.093,0.164,-0.164,0.075,-0.075
1.0,0.95,1.05,1.61,0.11,-0.11,0.23,-0.23,0.08,-0.08
1.1,1.05,1.15,1.212,0.082,-0.082,0.102,-0.102,0.063,-0.063
1.2,1.15,1.25,1.019,0.067,-0.067,0.132,-0.132,0.053,-0.053
1.3,1.25,1.35,0.879,0.087,-0.087,0.032,-0.032,0.049,-0.049
1.4,1.35,1.45,0.505,0.052,-0.052,0.057,-0.057,0.058,-0.058
1.5,1.45,1.55,0.401,0.045,-0.045,0.133,-0.133,0.055,-0.055
1.6,1.55,1.65,0.364,0.042,-0.042,0.014,-0.014,0.057,-0.057
1.7,1.65,1.75,0.18,0.043,-0.043,0.095,-0.095,0.057,-0.057
1.8,1.75,1.85,0.387,0.066,-0.066,0.01,-0.01,0.069,-0.069
1.9,1.85,1.95,0.2,0.05,-0.05,0.02,-0.02,0.07,-0.07
2.0,1.95,2.05,0.187,0.034,-0.034,0.024,-0.024,0.055,-0.055
2.0999999999999996,2.05,2.15,0.188,0.043,-0.043,0.022,-0.022,0.034,-0.034
2.2,2.15,2.25,0.038,0.012,-0.012,0.005,-0.005,0.024,-0.024
2.3,2.25,2.35,0.021,0.015,-0.015,0.04,-0.04,0.03,-0.03
2.4000000000000004,2.35,2.45,0.117,0.033,-0.033,0.015,-0.015,0.038,-0.038
2.5,2.45,2.55,0.152,0.036,-0.036,0.027,-0.027,0.033,-0.033
2.5999999999999996,2.55,2.65,0.0113,0.0063,-0.0063,0.0159,-0.0159,0.023,-0.023
2.7,2.65,2.75,0.056,0.027,-0.027,0.006,-0.006,0.012,-0.012
2.8,2.75,2.85,0.015,0.014,-0.014,0.021,-0.021,0.014,-0.014
2.9000000000000004,2.85,2.95,0.019,0.011,-0.011,0.025,-0.025,0.022,-0.022

