#: table_doi: 10.17182/hepdata.90831.v1/t421
#: name: table no 421
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),transverse region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_421.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.079,0.025,-0.025,0.003,-0.003,0.009,-0.009
0.095,0.05,0.14,0.16,0.03,-0.03,0.02,-0.02,0.01,-0.01
0.19,0.14,0.24,0.25,0.03,-0.03,0.01,-0.01,0.01,-0.01
0.28500000000000003,0.24,0.33,0.27,0.024,-0.024,0.015,-0.015,0.014,-0.014
0.38,0.33,0.43,0.298,0.029,-0.029,0.009,-0.009,0.015,-0.015
0.48,0.43,0.53,0.38,0.03,-0.03,0.01,-0.01,0.02,-0.02
0.575,0.53,0.62,0.512,0.038,-0.038,0.022,-0.022,0.022,-0.022
0.6699999999999999,0.62,0.72,0.538,0.037,-0.037,0.016,-0.016,0.021,-0.021
0.765,0.72,0.81,0.575,0.039,-0.039,0.023,-0.023,0.021,-0.021
0.8600000000000001,0.81,0.91,0.454,0.026,-0.026,0.019,-0.019,0.021,-0.021
0.9550000000000001,0.91,1.0,0.502,0.035,-0.035,0.014,-0.014,0.021,-0.021
1.05,1.0,1.1,0.587,0.037,-0.037,0.021,-0.021,0.019,-0.019
1.145,1.1,1.19,0.49,0.029,-0.029,0.015,-0.015,0.022,-0.022
1.24,1.19,1.29,0.466,0.025,-0.025,0.019,-0.019,0.025,-0.025
1.335,1.29,1.38,0.49,0.032,-0.032,0.018,-0.018,0.024,-0.024
1.43,1.38,1.48,0.428,0.027,-0.027,0.018,-0.018,0.02,-0.02
1.53,1.48,1.58,0.343,0.022,-0.022,0.019,-0.019,0.023,-0.023
1.625,1.58,1.67,0.364,0.026,-0.026,0.014,-0.014,0.022,-0.022
1.72,1.67,1.77,0.292,0.021,-0.021,0.011,-0.011,0.02,-0.02
1.815,1.77,1.86,0.298,0.021,-0.021,0.024,-0.024,0.026,-0.026
1.9100000000000001,1.86,1.96,0.291,0.025,-0.025,0.009,-0.009,0.022,-0.022
2.005,1.96,2.05,0.253,0.021,-0.021,0.016,-0.016,0.028,-0.028
2.0999999999999996,2.05,2.15,0.269,0.026,-0.026,0.011,-0.011,0.019,-0.019
2.1950000000000003,2.15,2.24,0.218,0.021,-0.021,0.017,-0.017,0.022,-0.022
2.29,2.24,2.34,0.168,0.017,-0.017,0.011,-0.011,0.023,-0.023
2.3899999999999997,2.34,2.44,0.167,0.017,-0.017,0.01,-0.01,0.025,-0.025
2.485,2.44,2.53,0.189,0.021,-0.021,0.011,-0.011,0.024,-0.024
2.58,2.53,2.63,0.144,0.017,-0.017,0.005,-0.005,0.025,-0.025
2.7249999999999996,2.63,2.82,0.136,0.012,-0.012,0.006,-0.006,0.011,-0.011
2.915,2.82,3.01,0.089,0.011,-0.011,0.005,-0.005,0.012,-0.012
3.105,3.01,3.2,0.066,0.012,-0.012,0.01,-0.01,0.01,-0.01
3.295,3.2,3.39,0.0501,0.0093,-0.0093,0.0031,-0.0031,0.0109,-0.0109
3.4850000000000003,3.39,3.58,0.0401,0.0091,-0.0091,0.0039,-0.0039,0.008,-0.008
3.725,3.58,3.87,0.0197,0.0042,-0.0042,0.0008,-0.0008,0.0059,-0.0059
4.105,3.87,4.34,0.0181,0.0042,-0.0042,0.0011,-0.0011,0.0032,-0.0032

