#: table_doi: 10.17182/hepdata.90831.v1/t399
#: name: table no 399
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),away region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_399.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.7894,0.0022,-0.0022,0.0074,-0.0074,0.0032,-0.0032
0.6000000000000001,0.55,0.65,1.3531,0.0027,-0.0027,0.0088,-0.0088,0.0027,-0.0027
0.7,0.65,0.75,1.0983,0.0027,-0.0027,0.0067,-0.0067,0.0022,-0.0022
0.8,0.75,0.85,0.922,0.0026,-0.0026,0.0056,-0.0056,0.0013,-0.0013
0.8999999999999999,0.85,0.95,0.7582,0.0024,-0.0024,0.0046,-0.0046,0.0009,-0.0009
1.0,0.95,1.05,0.6331,0.0022,-0.0022,0.0041,-0.0041,0.0006,-0.0006
1.1,1.05,1.15,0.53,0.002,-0.002,0.003,-0.003,0.001,-0.001
1.2,1.15,1.25,0.4558,0.0021,-0.0021,0.0027,-0.0027,0.0007,-0.0007
1.3,1.25,1.35,0.3849,0.0019,-0.0019,0.0024,-0.0024,0.0006,-0.0006
1.4,1.35,1.45,0.3259,0.0019,-0.0019,0.0025,-0.0025,0.0006,-0.0006
1.5,1.45,1.55,0.2863,0.0019,-0.0019,0.0023,-0.0023,0.0006,-0.0006
1.6,1.55,1.65,0.2451,0.0018,-0.0018,0.0014,-0.0014,0.0008,-0.0008
1.7,1.65,1.75,0.2115,0.0015,-0.0015,0.0024,-0.0024,0.0007,-0.0007
1.8,1.75,1.85,0.1869,0.0016,-0.0016,0.0012,-0.0012,0.0007,-0.0007
1.9,1.85,1.95,0.1624,0.0013,-0.0013,0.0011,-0.0011,0.0006,-0.0006
2.0,1.95,2.05,0.1445,0.0014,-0.0014,0.0008,-0.0008,0.0006,-0.0006
2.0999999999999996,2.05,2.15,0.1253,0.0013,-0.0013,0.0014,-0.0014,0.0004,-0.0004
2.2,2.15,2.25,0.1111,0.0011,-0.0011,0.0006,-0.0006,0.0005,-0.0005
2.3,2.25,2.35,0.1002,0.0011,-0.0011,0.0006,-0.0006,0.0004,-0.0004
2.4000000000000004,2.35,2.45,0.089,0.001,-0.001,0.001,-0.001,0,0
2.5,2.45,2.55,0.08152,0.00094,-0.00094,0.00064,-0.00064,0.00037,-0.00037
2.5999999999999996,2.55,2.65,0.07017,0.00088,-0.00088,0.00038,-0.00038,0.0004,-0.0004
2.7,2.65,2.75,0.06507,0.00084,-0.00084,0.00068,-0.00068,0.00036,-0.00036
2.8,2.75,2.85,0.05979,0.00083,-0.00083,0.00099,-0.00099,0.00038,-0.00038
2.9000000000000004,2.85,2.95,0.05344,0.00074,-0.00074,0.00072,-0.00072,0.00032,-0.00032
