#: table_doi: 10.17182/hepdata.90831.v1/t110
#: name: table no 110
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,transmax region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_110.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.1398,0.0016,-0.0016,0.0034,-0.0034,0.012,-0.012
0.195,0.1,0.29,0.3768,0.0025,-0.0025,0.0041,-0.0041,0.0125,-0.0125
0.385,0.29,0.48,0.5069,0.0023,-0.0023,0.0047,-0.0047,0.0126,-0.0126
0.575,0.48,0.67,0.5661,0.0022,-0.0022,0.005,-0.005,0.0114,-0.0114
0.765,0.67,0.86,0.568,0.002,-0.002,0.005,-0.005,0.009,-0.009
0.9550000000000001,0.86,1.05,0.5325,0.0018,-0.0018,0.0055,-0.0055,0.0058,-0.0058
1.145,1.05,1.24,0.4767,0.0016,-0.0016,0.0058,-0.0058,0.0038,-0.0038
1.335,1.24,1.43,0.4127,0.0014,-0.0014,0.0059,-0.0059,0.0034,-0.0034
1.525,1.43,1.62,0.3467,0.0013,-0.0013,0.0054,-0.0054,0.0041,-0.0041
1.715,1.62,1.81,0.2845,0.0012,-0.0012,0.0045,-0.0045,0.0052,-0.0052
1.91,1.81,2.01,0.2295,0.0011,-0.0011,0.0036,-0.0036,0.006,-0.006
2.105,2.01,2.2,0.1846,0.0009,-0.0009,0.0034,-0.0034,0.0063,-0.0063
2.295,2.2,2.39,0.147,0.0008,-0.0008,0.0038,-0.0038,0.0061,-0.0061
2.4850000000000003,2.39,2.58,0.11486,0.00072,-0.00072,0.00432,-0.00432,0.00555,-0.00555
2.675,2.58,2.77,0.08758,0.00062,-0.00062,0.00436,-0.00436,0.00494,-0.00494
2.865,2.77,2.96,0.068,0.00053,-0.00053,0.00379,-0.00379,0.00435,-0.00435
3.0549999999999997,2.96,3.15,0.0519,0.00047,-0.00047,0.0027,-0.0027,0.00376,-0.00376
3.245,3.15,3.34,0.03824,0.00041,-0.00041,0.00156,-0.00156,0.00316,-0.00316
3.4349999999999996,3.34,3.53,0.02866,0.00036,-0.00036,0.00083,-0.00083,0.0026,-0.0026
3.625,3.53,3.72,0.0211,0.00032,-0.00032,0.00065,-0.00065,0.00211,-0.00211
3.8200000000000003,3.72,3.92,0.01512,0.00026,-0.00026,0.00086,-0.00086,0.00169,-0.00169
4.015000000000001,3.92,4.11,0.01099,0.00023,-0.00023,0.00106,-0.00106,0.00133,-0.00133
4.205,4.11,4.3,0.00747,0.00019,-0.00019,0.00119,-0.00119,0.00102,-0.00102

