#: table_doi: 10.17182/hepdata.90831.v1/t225
#: name: table no 225
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),transmin region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_225.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.8856,0.0073,-0.0073,0.0126,-0.0126,0.0053,-0.0053
0.6000000000000001,0.55,0.65,1.5222,0.0092,-0.0092,0.0159,-0.0159,0.0055,-0.0055
0.7,0.65,0.75,1.2318,0.0092,-0.0092,0.0154,-0.0154,0.0045,-0.0045
0.8,0.75,0.85,1.024,0.0085,-0.0085,0.0107,-0.0107,0.0047,-0.0047
0.8999999999999999,0.85,0.95,0.8282,0.0081,-0.0081,0.0084,-0.0084,0.0041,-0.0041
1.0,0.95,1.05,0.6902,0.0073,-0.0073,0.0093,-0.0093,0.0037,-0.0037
1.1,1.05,1.15,0.5618,0.0068,-0.0068,0.0058,-0.0058,0.0031,-0.0031
1.2,1.15,1.25,0.4834,0.0062,-0.0062,0.0068,-0.0068,0.0022,-0.0022
1.3,1.25,1.35,0.3996,0.0062,-0.0062,0.0044,-0.0044,0.0025,-0.0025
1.4,1.35,1.45,0.3356,0.0058,-0.0058,0.0045,-0.0045,0.0027,-0.0027
1.5,1.45,1.55,0.2838,0.0055,-0.0055,0.0047,-0.0047,0.0027,-0.0027
1.6,1.55,1.65,0.2405,0.0054,-0.0054,0.0034,-0.0034,0.0026,-0.0026
1.7,1.65,1.75,0.1914,0.0047,-0.0047,0.002,-0.002,0.0023,-0.0023
1.8,1.75,1.85,0.17,0.0043,-0.0043,0.0035,-0.0035,0.0023,-0.0023
1.9,1.85,1.95,0.143,0.0042,-0.0042,0.0017,-0.0017,0.0016,-0.0016
2.0,1.95,2.05,0.1296,0.0038,-0.0038,0.0021,-0.0021,0.0015,-0.0015
2.0999999999999996,2.05,2.15,0.1084,0.0036,-0.0036,0.0015,-0.0015,0.0013,-0.0013
2.2,2.15,2.25,0.0858,0.0032,-0.0032,0.0024,-0.0024,0.0014,-0.0014
2.3,2.25,2.35,0.08,0.003,-0.003,0.001,-0.001,0.001,-0.001
2.4000000000000004,2.35,2.45,0.075,0.003,-0.003,0.003,-0.003,0.001,-0.001
2.5,2.45,2.55,0.056,0.0023,-0.0023,0.0012,-0.0012,0.0014,-0.0014
2.5999999999999996,2.55,2.65,0.0498,0.0023,-0.0023,0.0012,-0.0012,0.0011,-0.0011
2.7,2.65,2.75,0.0424,0.0021,-0.0021,0.0006,-0.0006,0.001,-0.001
2.8,2.75,2.85,0.04,0.002,-0.002,0,0,0.001,-0.001
2.9000000000000004,2.85,2.95,0.038,0.002,-0.002,0.001,-0.001,0.001,-0.001
3.0,2.95,3.05,0.0273,0.0017,-0.0017,0.0014,-0.0014,0.0008,-0.0008
3.0999999999999996,3.05,3.15,0.0259,0.0015,-0.0015,0.0005,-0.0005,0.0007,-0.0007
3.2,3.15,3.25,0.0233,0.0016,-0.0016,0.0008,-0.0008,0.0007,-0.0007
3.3,3.25,3.35,0.0247,0.0015,-0.0015,0.0007,-0.0007,0.0007,-0.0007
3.4000000000000004,3.35,3.45,0.02,0.0014,-0.0014,0.0009,-0.0009,0.0006,-0.0006
3.5,3.45,3.55,0.0161,0.0012,-0.0012,0.0006,-0.0006,0.0005,-0.0005
3.5999999999999996,3.55,3.65,0.0124,0.0011,-0.0011,0.0014,-0.0014,0.0005,-0.0005
3.7,3.65,3.75,0.0141,0.0011,-0.0011,0.0014,-0.0014,0.0006,-0.0006
3.8,3.75,3.85,0.014,0.001,-0.001,0.001,-0.001,0.001,-0.001
3.9000000000000004,3.85,3.95,0.0107,0.0009,-0.0009,0.0001,-0.0001,0.0006,-0.0006
