#: table_doi: 10.17182/hepdata.90831.v1/t436
#: name: table no 436
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),transmax region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_436.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.034,0.0054,-0.0054,0.0063,-0.0063,0.0034,-0.0034
0.195,0.1,0.29,0.179,0.013,-0.013,0.009,-0.009,0.007,-0.007
0.385,0.29,0.48,0.283,0.014,-0.014,0.009,-0.009,0.012,-0.012
0.575,0.48,0.67,0.362,0.013,-0.013,0.005,-0.005,0.015,-0.015
0.765,0.67,0.86,0.417,0.014,-0.014,0.006,-0.006,0.013,-0.013
0.9550000000000001,0.86,1.05,0.454,0.014,-0.014,0.019,-0.019,0.01,-0.01
1.145,1.05,1.24,0.435,0.013,-0.013,0.006,-0.006,0.007,-0.007
1.335,1.24,1.43,0.442,0.012,-0.012,0.006,-0.006,0.007,-0.007
1.525,1.43,1.62,0.416,0.011,-0.011,0.007,-0.007,0.006,-0.006
1.715,1.62,1.81,0.3607,0.0099,-0.0099,0.0055,-0.0055,0.0062,-0.0062
1.91,1.81,2.01,0.3066,0.0088,-0.0088,0.0097,-0.0097,0.0055,-0.0055
2.105,2.01,2.2,0.2685,0.0082,-0.0082,0.0052,-0.0052,0.0045,-0.0045
2.295,2.2,2.39,0.2163,0.0069,-0.0069,0.0035,-0.0035,0.0062,-0.0062
2.4850000000000003,2.39,2.58,0.1868,0.0068,-0.0068,0.0035,-0.0035,0.0063,-0.0063
2.675,2.58,2.77,0.1512,0.0058,-0.0058,0.0027,-0.0027,0.0067,-0.0067
2.865,2.77,2.96,0.1329,0.0062,-0.0062,0.0034,-0.0034,0.0056,-0.0056
3.0549999999999997,2.96,3.15,0.1146,0.0055,-0.0055,0.0093,-0.0093,0.0062,-0.0062
3.245,3.15,3.34,0.0948,0.0053,-0.0053,0.0033,-0.0033,0.0059,-0.0059
3.4349999999999996,3.34,3.53,0.0729,0.0045,-0.0045,0.0038,-0.0038,0.0055,-0.0055
3.625,3.53,3.72,0.0615,0.0042,-0.0042,0.0021,-0.0021,0.0044,-0.0044
3.8200000000000003,3.72,3.92,0.0485,0.0038,-0.0038,0.0029,-0.0029,0.0045,-0.0045
4.015000000000001,3.92,4.11,0.0389,0.0033,-0.0033,0.0008,-0.0008,0.0041,-0.0041
4.205,4.11,4.3,0.029,0.0029,-0.0029,0.0035,-0.0035,0.0051,-0.0051

