#: table_doi: 10.17182/hepdata.90831.v1/t429
#: name: table no 429
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),transmin region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_429.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.448,0.034,-0.034,0.011,-0.011,0.021,-0.021
0.195,0.1,0.29,0.486,0.039,-0.039,0.021,-0.021,0.02,-0.02
0.385,0.29,0.48,0.619,0.039,-0.039,0.013,-0.013,0.019,-0.019
0.575,0.48,0.67,0.628,0.032,-0.032,0.009,-0.009,0.019,-0.019
0.765,0.67,0.86,0.622,0.031,-0.031,0.013,-0.013,0.017,-0.017
0.9550000000000001,0.86,1.05,0.513,0.028,-0.028,0.009,-0.009,0.014,-0.014
1.145,1.05,1.24,0.452,0.024,-0.024,0.015,-0.015,0.014,-0.014
1.335,1.24,1.43,0.31,0.02,-0.02,0.01,-0.01,0.01,-0.01
1.525,1.43,1.62,0.239,0.016,-0.016,0.007,-0.007,0.014,-0.014
1.715,1.62,1.81,0.192,0.015,-0.015,0.006,-0.006,0.014,-0.014
1.91,1.81,2.01,0.153,0.014,-0.014,0.009,-0.009,0.014,-0.014
2.105,2.01,2.2,0.136,0.013,-0.013,0.004,-0.004,0.016,-0.016
2.295,2.2,2.39,0.12,0.012,-0.012,0.002,-0.002,0.014,-0.014
2.4850000000000003,2.39,2.58,0.07,0.01,-0.01,0,0,0.01,-0.01
2.675,2.58,2.77,0.055,0.0095,-0.0095,0.0031,-0.0031,0.0092,-0.0092
2.865,2.77,2.96,0.049,0.007,-0.007,0.001,-0.001,0.008,-0.008
3.0549999999999997,2.96,3.15,0.0301,0.0082,-0.0082,0.001,-0.001,0.013,-0.013
3.245,3.15,3.34,0.038,0.011,-0.011,0.002,-0.002,0.014,-0.014
3.4349999999999996,3.34,3.53,0.031,0.011,-0.011,0.001,-0.001,0.012,-0.012
3.625,3.53,3.72,0.007,0.0025,-0.0025,0.0012,-0.0012,0.0081,-0.0081
3.8200000000000003,3.72,3.92,0.0124,0.0061,-0.0061,0.0006,-0.0006,0.0042,-0.0042
4.015000000000001,3.92,4.11,0.0016,0.0016,-0.0016,0.0007,-0.0007,0.0049,-0.0049
4.205,4.11,4.3,0.0056,0.0041,-0.0041,0.0001,-0.0001,0.0034,-0.0034

