#: table_doi: 10.17182/hepdata.90831.v1/t361
#: name: table no 361
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),away region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_361.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.00101,0.00096,-0.00096,0.00088,-0.00088,0.00122,-0.00122
0.6000000000000001,0.55,0.65,0.0133,0.0031,-0.0031,0.0014,-0.0014,0.0015,-0.0015
0.7,0.65,0.75,0.0395,0.0051,-0.0051,0.0111,-0.0111,0.0026,-0.0026
0.8,0.75,0.85,0.1256,0.0091,-0.0091,0.0049,-0.0049,0.0037,-0.0037
0.8999999999999999,0.85,0.95,0.241,0.012,-0.012,0.008,-0.008,0.005,-0.005
1.0,0.95,1.05,0.42,0.015,-0.015,0.023,-0.023,0.009,-0.009
1.1,1.05,1.15,0.669,0.019,-0.019,0.033,-0.033,0.012,-0.012
1.2,1.15,1.25,0.82,0.02,-0.02,0.03,-0.03,0.01,-0.01
1.3,1.25,1.35,0.88,0.02,-0.02,0.03,-0.03,0.01,-0.01
1.4,1.35,1.45,0.93,0.02,-0.02,0.04,-0.04,0.02,-0.02
1.5,1.45,1.55,0.856,0.018,-0.018,0.034,-0.034,0.017,-0.017
1.6,1.55,1.65,0.854,0.018,-0.018,0.032,-0.032,0.015,-0.015
1.7,1.65,1.75,0.777,0.016,-0.016,0.038,-0.038,0.01,-0.01
1.8,1.75,1.85,0.649,0.014,-0.014,0.043,-0.043,0.009,-0.009
1.9,1.85,1.95,0.558,0.012,-0.012,0.033,-0.033,0.008,-0.008
2.0,1.95,2.05,0.44,0.01,-0.01,0.04,-0.04,0.01,-0.01
2.0999999999999996,2.05,2.15,0.36,0.01,-0.01,0.02,-0.02,0.01,-0.01
2.2,2.15,2.25,0.2696,0.0083,-0.0083,0.0221,-0.0221,0.0071,-0.0071
2.3,2.25,2.35,0.2072,0.0073,-0.0073,0.0192,-0.0192,0.0064,-0.0064
2.4000000000000004,2.35,2.45,0.1702,0.0062,-0.0062,0.0176,-0.0176,0.0059,-0.0059
2.5,2.45,2.55,0.1356,0.0053,-0.0053,0.0163,-0.0163,0.0048,-0.0048
2.5999999999999996,2.55,2.65,0.1127,0.0052,-0.0052,0.0135,-0.0135,0.0039,-0.0039
2.7,2.65,2.75,0.0996,0.0043,-0.0043,0.0126,-0.0126,0.0036,-0.0036
2.8,2.75,2.85,0.0607,0.0028,-0.0028,0.0107,-0.0107,0.0033,-0.0033
2.9000000000000004,2.85,2.95,0.0494,0.0026,-0.0026,0.0089,-0.0089,0.0044,-0.0044

