#: table_doi: 10.17182/hepdata.90831.v1/t264
#: name: table no 264
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),transmin region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_264.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.1065,0.0033,-0.0033,0.0073,-0.0073,0.0102,-0.0102
0.195,0.1,0.29,0.2797,0.0049,-0.0049,0.004,-0.004,0.0113,-0.0113
0.385,0.29,0.48,0.4415,0.0052,-0.0052,0.0104,-0.0104,0.014,-0.014
0.575,0.48,0.67,0.5524,0.0052,-0.0052,0.0155,-0.0155,0.0124,-0.0124
0.765,0.67,0.86,0.5941,0.0049,-0.0049,0.0089,-0.0089,0.0098,-0.0098
0.9550000000000001,0.86,1.05,0.5864,0.0046,-0.0046,0.002,-0.002,0.0063,-0.0063
1.145,1.05,1.24,0.5366,0.0041,-0.0041,0.0042,-0.0042,0.0038,-0.0038
1.335,1.24,1.43,0.4679,0.0039,-0.0039,0.0029,-0.0029,0.0038,-0.0038
1.525,1.43,1.62,0.3847,0.0034,-0.0034,0.0062,-0.0062,0.005,-0.005
1.715,1.62,1.81,0.311,0.0027,-0.0027,0.0071,-0.0071,0.0064,-0.0064
1.91,1.81,2.01,0.2536,0.0025,-0.0025,0.0133,-0.0133,0.0065,-0.0065
2.105,2.01,2.2,0.1931,0.0022,-0.0022,0.0147,-0.0147,0.0067,-0.0067
2.295,2.2,2.39,0.144,0.002,-0.002,0.01,-0.01,0.006,-0.006
2.4850000000000003,2.39,2.58,0.1088,0.0017,-0.0017,0.0079,-0.0079,0.0063,-0.0063
2.675,2.58,2.77,0.0778,0.0015,-0.0015,0.0003,-0.0003,0.0049,-0.0049
2.865,2.77,2.96,0.0565,0.0011,-0.0011,0.0023,-0.0023,0.004,-0.004
3.0549999999999997,2.96,3.15,0.039,0.001,-0.001,0.001,-0.001,0.003,-0.003
3.245,3.15,3.34,0.02924,0.00086,-0.00086,0.0004,-0.0004,0.00296,-0.00296
3.4349999999999996,3.34,3.53,0.02019,0.00066,-0.00066,0.0009,-0.0009,0.00239,-0.00239
3.625,3.53,3.72,0.01521,0.00057,-0.00057,0.00047,-0.00047,0.00149,-0.00149
3.8200000000000003,3.72,3.92,0.00932,0.00045,-0.00045,0.00133,-0.00133,0.00108,-0.00108
4.015000000000001,3.92,4.11,0.00768,0.00043,-0.00043,0.00142,-0.00142,0.00093,-0.00093
4.205,4.11,4.3,0.0068,0.00054,-0.00054,9e-05,-9e-05,0.00093,-0.00093

