#: table_doi: 10.17182/hepdata.90831.v1/t281
#: name: table no 281
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),away region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_281.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.0019,0.0011,-0.0011,0.0009,-0.0009,0.001,-0.001
0.095,0.05,0.14,0.0108,0.0024,-0.0024,0.0014,-0.0014,0.002,-0.002
0.19,0.14,0.24,0.0234,0.0038,-0.0038,0.0019,-0.0019,0.0024,-0.0024
0.28500000000000003,0.24,0.33,0.0342,0.0039,-0.0039,0.0036,-0.0036,0.0028,-0.0028
0.38,0.33,0.43,0.0543,0.0043,-0.0043,0.0062,-0.0062,0.0025,-0.0025
0.48,0.43,0.53,0.0701,0.0042,-0.0042,0.004,-0.004,0.0028,-0.0028
0.575,0.53,0.62,0.0868,0.0055,-0.0055,0.0054,-0.0054,0.0047,-0.0047
0.6699999999999999,0.62,0.72,0.14,0.0054,-0.0054,0.0104,-0.0104,0.008,-0.008
0.765,0.72,0.81,0.189,0.0078,-0.0078,0.008,-0.008,0.0115,-0.0115
0.8600000000000001,0.81,0.91,0.222,0.008,-0.008,0.018,-0.018,0.012,-0.012
0.9550000000000001,0.91,1.0,0.2585,0.0076,-0.0076,0.0098,-0.0098,0.0124,-0.0124
1.05,1.0,1.1,0.2872,0.0077,-0.0077,0.0129,-0.0129,0.0105,-0.0105
1.145,1.1,1.19,0.3345,0.0087,-0.0087,0.0136,-0.0136,0.0117,-0.0117
1.24,1.19,1.29,0.3432,0.0079,-0.0079,0.0157,-0.0157,0.0129,-0.0129
1.335,1.29,1.38,0.368,0.008,-0.008,0.012,-0.012,0.014,-0.014
1.43,1.38,1.48,0.4118,0.0084,-0.0084,0.0216,-0.0216,0.0127,-0.0127
1.53,1.48,1.58,0.437,0.009,-0.009,0.017,-0.017,0.011,-0.011
1.625,1.58,1.67,0.4471,0.0083,-0.0083,0.0133,-0.0133,0.0108,-0.0108
1.72,1.67,1.77,0.4485,0.0088,-0.0088,0.0119,-0.0119,0.0094,-0.0094
1.815,1.77,1.86,0.4565,0.0085,-0.0085,0.0126,-0.0126,0.0082,-0.0082
1.9100000000000001,1.86,1.96,0.451,0.008,-0.008,0.011,-0.011,0.006,-0.006
2.005,1.96,2.05,0.4615,0.0083,-0.0083,0.0112,-0.0112,0.0056,-0.0056
2.0999999999999996,2.05,2.15,0.4407,0.0082,-0.0082,0.0183,-0.0183,0.0051,-0.0051
2.1950000000000003,2.15,2.24,0.4255,0.0078,-0.0078,0.009,-0.009,0.0056,-0.0056
2.29,2.24,2.34,0.4155,0.0079,-0.0079,0.0129,-0.0129,0.0051,-0.0051
2.3899999999999997,2.34,2.44,0.3737,0.0079,-0.0079,0.0105,-0.0105,0.006,-0.006
2.485,2.44,2.53,0.3726,0.0072,-0.0072,0.0231,-0.0231,0.007,-0.007
2.58,2.53,2.63,0.3334,0.0065,-0.0065,0.0171,-0.0171,0.0097,-0.0097
2.7249999999999996,2.63,2.82,0.2951,0.0062,-0.0062,0.0083,-0.0083,0.0058,-0.0058
2.915,2.82,3.01,0.2334,0.0055,-0.0055,0.0044,-0.0044,0.0068,-0.0068
3.105,3.01,3.2,0.179,0.0043,-0.0043,0.0068,-0.0068,0.008,-0.008
3.295,3.2,3.39,0.1458,0.0043,-0.0043,0.0028,-0.0028,0.0093,-0.0093
3.4850000000000003,3.39,3.58,0.115,0.004,-0.004,0.003,-0.003,0.011,-0.011
3.725,3.58,3.87,0.0877,0.0035,-0.0035,0.0026,-0.0026,0.0063,-0.0063
4.105,3.87,4.34,0.0463,0.0023,-0.0023,0.0051,-0.0051,0.0031,-0.0031

