#: table_doi: 10.17182/hepdata.90831.v1/t523
#: name: table no 523
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),away region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_523.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.001,0.00088,-0.00088,3e-05,-3e-05,0.00042,-0.00042
0.6000000000000001,0.55,0.65,0.0018,0.0014,-0.0014,0.0001,-0.0001,0.0009,-0.0009
0.7,0.65,0.75,0.0204,0.0042,-0.0042,0.003,-0.003,0.0012,-0.0012
0.8,0.75,0.85,0.0205,0.0033,-0.0033,0.0013,-0.0013,0.0019,-0.0019
0.8999999999999999,0.85,0.95,0.0427,0.0056,-0.0056,0.0017,-0.0017,0.0023,-0.0023
1.0,0.95,1.05,0.0653,0.0069,-0.0069,0.0022,-0.0022,0.0038,-0.0038
1.1,1.05,1.15,0.081,0.007,-0.007,0.004,-0.004,0.005,-0.005
1.2,1.15,1.25,0.09,0.007,-0.007,0.007,-0.007,0.004,-0.004
1.3,1.25,1.35,0.0877,0.0066,-0.0066,0.0046,-0.0046,0.0033,-0.0033
1.4,1.35,1.45,0.1129,0.0079,-0.0079,0.0077,-0.0077,0.0031,-0.0031
1.5,1.45,1.55,0.1433,0.0082,-0.0082,0.0142,-0.0142,0.0041,-0.0041
1.6,1.55,1.65,0.16,0.0093,-0.0093,0.0093,-0.0093,0.0047,-0.0047
1.7,1.65,1.75,0.1978,0.0099,-0.0099,0.0093,-0.0093,0.0057,-0.0057
1.8,1.75,1.85,0.2434,0.0098,-0.0098,0.0184,-0.0184,0.0073,-0.0073
1.9,1.85,1.95,0.28,0.01,-0.01,0.01,-0.01,0.01,-0.01
2.0,1.95,2.05,0.32,0.01,-0.01,0.02,-0.02,0.01,-0.01
2.0999999999999996,2.05,2.15,0.32,0.01,-0.01,0.02,-0.02,0.01,-0.01
2.2,2.15,2.25,0.36,0.01,-0.01,0.01,-0.01,0,0
2.3,2.25,2.35,0.387,0.011,-0.011,0.01,-0.01,0.005,-0.005
2.4000000000000004,2.35,2.45,0.39,0.011,-0.011,0.011,-0.011,0.006,-0.006
2.5,2.45,2.55,0.395,0.011,-0.011,0.013,-0.013,0.008,-0.008
2.5999999999999996,2.55,2.65,0.412,0.011,-0.011,0.01,-0.01,0.007,-0.007
2.7,2.65,2.75,0.3886,0.0087,-0.0087,0.0088,-0.0088,0.0053,-0.0053
2.8,2.75,2.85,0.367,0.009,-0.009,0.015,-0.015,0.003,-0.003
2.9000000000000004,2.85,2.95,0.3648,0.0091,-0.0091,0.0133,-0.0133,0.0035,-0.0035

