#: table_doi: 10.17182/hepdata.90831.v1/t216
#: name: table no 216
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),transverse region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_216.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.8409,0.0023,-0.0023,0.0097,-0.0097,0.0026,-0.0026
0.6000000000000001,0.55,0.65,1.443,0.003,-0.003,0.011,-0.011,0.002,-0.002
0.7,0.65,0.75,1.1798,0.0029,-0.0029,0.0094,-0.0094,0.002,-0.002
0.8,0.75,0.85,0.9748,0.0025,-0.0025,0.0069,-0.0069,0.0012,-0.0012
0.8999999999999999,0.85,0.95,0.8048,0.0026,-0.0026,0.0055,-0.0055,0.001,-0.001
1.0,0.95,1.05,0.6757,0.0024,-0.0024,0.0054,-0.0054,0.001,-0.001
1.1,1.05,1.15,0.5671,0.0024,-0.0024,0.0041,-0.0041,0.0007,-0.0007
1.2,1.15,1.25,0.4756,0.0022,-0.0022,0.0032,-0.0032,0.001,-0.001
1.3,1.25,1.35,0.4064,0.0021,-0.0021,0.0027,-0.0027,0.0009,-0.0009
1.4,1.35,1.45,0.3363,0.0019,-0.0019,0.0024,-0.0024,0.0008,-0.0008
1.5,1.45,1.55,0.2918,0.0018,-0.0018,0.0021,-0.0021,0.0007,-0.0007
1.6,1.55,1.65,0.2502,0.0017,-0.0017,0.0017,-0.0017,0.0007,-0.0007
1.7,1.65,1.75,0.2111,0.0016,-0.0016,0.0016,-0.0016,0.0007,-0.0007
1.8,1.75,1.85,0.1814,0.0015,-0.0015,0.0026,-0.0026,0.0007,-0.0007
1.9,1.85,1.95,0.1577,0.0015,-0.0015,0.0011,-0.0011,0.0005,-0.0005
2.0,1.95,2.05,0.1353,0.0014,-0.0014,0.0024,-0.0024,0.0006,-0.0006
2.0999999999999996,2.05,2.15,0.1171,0.0013,-0.0013,0.0009,-0.0009,0.0005,-0.0005
2.2,2.15,2.25,0.1002,0.0011,-0.0011,0.0007,-0.0007,0.0005,-0.0005
2.3,2.25,2.35,0.0909,0.0011,-0.0011,0.0008,-0.0008,0.0004,-0.0004
2.4000000000000004,2.35,2.45,0.07651,0.00093,-0.00093,0.00088,-0.00088,0.00035,-0.00035
2.5,2.45,2.55,0.06827,0.00089,-0.00089,0.00083,-0.00083,0.00038,-0.00038
2.5999999999999996,2.55,2.65,0.05994,0.00082,-0.00082,0.0007,-0.0007,0.00032,-0.00032
2.7,2.65,2.75,0.0533,0.0008,-0.0008,0.0008,-0.0008,0.0003,-0.0003
2.8,2.75,2.85,0.04488,0.00072,-0.00072,0.00166,-0.00166,0.00029,-0.00029
2.9000000000000004,2.85,2.95,0.0422,0.0007,-0.0007,0.0007,-0.0007,0.0003,-0.0003
3.0,2.95,3.05,0.03776,0.00063,-0.00063,0.00031,-0.00031,0.00029,-0.00029
3.0999999999999996,3.05,3.15,0.0327,0.0006,-0.0006,0.0005,-0.0005,0.0002,-0.0002
3.2,3.15,3.25,0.02762,0.00057,-0.00057,0.001,-0.001,0.00013,-0.00013
3.3,3.25,3.35,0.02617,0.00052,-0.00052,0.00039,-0.00039,0.00014,-0.00014
3.4000000000000004,3.35,3.45,0.0229,0.00049,-0.00049,0.00056,-0.00056,0.00015,-0.00015
3.5,3.45,3.55,0.02076,0.00049,-0.00049,0.00028,-0.00028,0.0002,-0.0002
3.5999999999999996,3.55,3.65,0.01938,0.00043,-0.00043,0.00014,-0.00014,0.00022,-0.00022
3.7,3.65,3.75,0.01641,0.00042,-0.00042,0.00051,-0.00051,0.00028,-0.00028
3.8,3.75,3.85,0.01507,0.00036,-0.00036,0.00071,-0.00071,0.00029,-0.00029
3.9000000000000004,3.85,3.95,0.01444,0.00037,-0.00037,0.00023,-0.00023,0.00028,-0.00028
4.0,3.95,4.05,0.01267,0.00034,-0.00034,0.0001,-0.0001,0.00023,-0.00023
4.1,4.05,4.15,0.01161,0.00033,-0.00033,0.00038,-0.00038,0.00021,-0.00021
4.2,4.15,4.25,0.01093,0.00033,-0.00033,0.0001,-0.0001,0.00019,-0.00019
4.3,4.25,4.35,0.00963,0.00029,-0.00029,0.00014,-0.00014,0.00018,-0.00018
4.4,4.35,4.45,0.00909,0.00028,-0.00028,0.00039,-0.00039,0.00012,-0.00012
4.5,4.45,4.55,0.00776,0.00026,-0.00026,0.00027,-0.00027,0.0001,-0.0001
4.6,4.55,4.65,0.00756,0.00025,-0.00025,0.00018,-0.00018,9e-05,-9e-05
4.7,4.65,4.75,0.00682,0.00025,-0.00025,0.00038,-0.00038,9e-05,-9e-05
4.8,4.75,4.85,0.00652,0.00024,-0.00024,6e-05,-6e-05,9e-05,-9e-05
4.9,4.85,4.95,0.0056,0.0002,-0.0002,0.0001,-0.0001,0.0001,-0.0001
5.0,4.95,5.05,0.0054,0.0002,-0.0002,0.0003,-0.0003,0.0001,-0.0001
5.1,5.05,5.15,0.00504,0.00019,-0.00019,5e-05,-5e-05,0.00012,-0.00012
5.2,5.15,5.25,0.0044,0.00016,-0.00016,0.00016,-0.00016,0.00011,-0.00011
5.3,5.25,5.35,0.00417,0.00017,-0.00017,5e-05,-5e-05,8e-05,-8e-05
5.4,5.35,5.45,0.00394,0.00016,-0.00016,0.00011,-0.00011,6e-05,-6e-05

