#: table_doi: 10.17182/hepdata.90831.v1/t67
#: name: table no 67
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmin region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_67.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.9013,0.0077,-0.0077,0.028,-0.028,0.0056,-0.0056
0.6000000000000001,0.55,0.65,1.51,0.01,-0.01,0.03,-0.03,0.01,-0.01
0.7,0.65,0.75,1.2285,0.0093,-0.0093,0.0213,-0.0213,0.0046,-0.0046
0.8,0.75,0.85,0.9846,0.0086,-0.0086,0.0149,-0.0149,0.0044,-0.0044
0.8999999999999999,0.85,0.95,0.82,0.0077,-0.0077,0.0104,-0.0104,0.0039,-0.0039
1.0,0.95,1.05,0.6513,0.0077,-0.0077,0.0077,-0.0077,0.0037,-0.0037
1.1,1.05,1.15,0.5438,0.0077,-0.0077,0.0063,-0.0063,0.0032,-0.0032
1.2,1.15,1.25,0.4438,0.0071,-0.0071,0.0058,-0.0058,0.003,-0.003
1.3,1.25,1.35,0.3867,0.0066,-0.0066,0.0062,-0.0062,0.0026,-0.0026
1.4,1.35,1.45,0.3245,0.0061,-0.0061,0.0057,-0.0057,0.0027,-0.0027
1.5,1.45,1.55,0.27,0.0058,-0.0058,0.0055,-0.0055,0.0026,-0.0026
1.6,1.55,1.65,0.2255,0.0051,-0.0051,0.0053,-0.0053,0.0026,-0.0026
1.7,1.65,1.75,0.1946,0.0049,-0.0049,0.0048,-0.0048,0.0022,-0.0022
1.8,1.75,1.85,0.171,0.005,-0.005,0.005,-0.005,0.002,-0.002
1.9,1.85,1.95,0.139,0.0043,-0.0043,0.0043,-0.0043,0.0022,-0.0022
2.0,1.95,2.05,0.13,0.004,-0.004,0.004,-0.004,0.003,-0.003
2.0999999999999996,2.05,2.15,0.0979,0.0036,-0.0036,0.0038,-0.0038,0.003,-0.003
2.2,2.15,2.25,0.086,0.0033,-0.0033,0.0037,-0.0037,0.0029,-0.0029
2.3,2.25,2.35,0.0827,0.0035,-0.0035,0.003,-0.003,0.0025,-0.0025
2.4000000000000004,2.35,2.45,0.0649,0.0028,-0.0028,0.003,-0.003,0.0018,-0.0018
2.5,2.45,2.55,0.0564,0.0026,-0.0026,0.0026,-0.0026,0.0012,-0.0012
2.5999999999999996,2.55,2.65,0.0505,0.0023,-0.0023,0.0024,-0.0024,0.001,-0.001
2.7,2.65,2.75,0.055,0.0024,-0.0024,0.0021,-0.0021,0.001,-0.001
2.8,2.75,2.85,0.0447,0.0023,-0.0023,0.002,-0.002,0.001,-0.001
2.9000000000000004,2.85,2.95,0.0351,0.0021,-0.0021,0.002,-0.002,0.0011,-0.0011
3.0,2.95,3.05,0.0359,0.0019,-0.0019,0.0017,-0.0017,0.0013,-0.0013
3.0999999999999996,3.05,3.15,0.033,0.002,-0.002,0.002,-0.002,0.002,-0.002
3.2,3.15,3.25,0.0262,0.0019,-0.0019,0.0014,-0.0014,0.0017,-0.0017
3.3,3.25,3.35,0.0229,0.0017,-0.0017,0.0011,-0.0011,0.0014,-0.0014
3.4000000000000004,3.35,3.45,0.0302,0.0019,-0.0019,0.0014,-0.0014,0.0012,-0.0012
3.5,3.45,3.55,0.0203,0.0014,-0.0014,0.0012,-0.0012,0.001,-0.001
3.5999999999999996,3.55,3.65,0.0181,0.0014,-0.0014,0.001,-0.001,0.0009,-0.0009
3.7,3.65,3.75,0.0201,0.0015,-0.0015,0.0009,-0.0009,0.0008,-0.0008
3.8,3.75,3.85,0.0185,0.0013,-0.0013,0.0008,-0.0008,0.0008,-0.0008
3.9000000000000004,3.85,3.95,0.01181,0.00098,-0.00098,0.00083,-0.00083,0.00094,-0.00094
4.0,3.95,4.05,0.0108,0.0012,-0.0012,0.001,-0.001,0.001,-0.001
4.1,4.05,4.15,0.01188,0.00081,-0.00081,0.00105,-0.00105,0.00106,-0.00106
4.2,4.15,4.25,0.0145,0.0011,-0.0011,0.001,-0.001,0.001,-0.001
4.3,4.25,4.35,0.0098,0.0009,-0.0009,0.0007,-0.0007,0.0009,-0.0009
4.4,4.35,4.45,0.00682,0.00075,-0.00075,0.00053,-0.00053,0.00067,-0.00067
4.5,4.45,4.55,0.00835,0.00083,-0.00083,0.00045,-0.00045,0.0006,-0.0006
4.6,4.55,4.65,0.00876,0.00082,-0.00082,0.00088,-0.00088,0.00062,-0.00062
4.7,4.65,4.75,0.00739,0.00078,-0.00078,0.00084,-0.00084,0.00072,-0.00072
4.8,4.75,4.85,0.01028,0.00067,-0.00067,0.00089,-0.00089,0.00079,-0.00079
4.9,4.85,4.95,0.00767,0.00077,-0.00077,0.00065,-0.00065,0.0008,-0.0008
5.0,4.95,5.05,0.00634,0.00069,-0.00069,0.00036,-0.00036,0.00073,-0.00073
5.1,5.05,5.15,0.00562,0.00065,-0.00065,0.00038,-0.00038,0.00062,-0.00062
5.2,5.15,5.25,0.0056,0.0007,-0.0007,0.0003,-0.0003,0.0006,-0.0006
5.3,5.25,5.35,0.00629,0.00073,-0.00073,0.00052,-0.00052,0.00054,-0.00054
5.4,5.35,5.45,0.00574,0.00074,-0.00074,0.00049,-0.00049,0.00052,-0.00052

