#: table_doi: 10.17182/hepdata.90831.v1/t360
#: name: table no 360
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),away region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_360.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.00266,0.00082,-0.00082,0.00012,-0.00012,0.001,-0.001
0.6000000000000001,0.55,0.65,0.0193,0.0021,-0.0021,0.0024,-0.0024,0.0013,-0.0013
0.7,0.65,0.75,0.063,0.0036,-0.0036,0.013,-0.013,0.0024,-0.0024
0.8,0.75,0.85,0.2209,0.0059,-0.0059,0.0156,-0.0156,0.0051,-0.0051
0.8999999999999999,0.85,0.95,0.4984,0.0089,-0.0089,0.015,-0.015,0.0081,-0.0081
1.0,0.95,1.05,0.846,0.011,-0.011,0.018,-0.018,0.01,-0.01
1.1,1.05,1.15,1.186,0.012,-0.012,0.026,-0.026,0.011,-0.011
1.2,1.15,1.25,1.292,0.013,-0.013,0.026,-0.026,0.01,-0.01
1.3,1.25,1.35,1.238,0.012,-0.012,0.024,-0.024,0.009,-0.009
1.4,1.35,1.45,1.1,0.01,-0.01,0.03,-0.03,0.01,-0.01
1.5,1.45,1.55,0.872,0.0085,-0.0085,0.0206,-0.0206,0.0051,-0.0051
1.6,1.55,1.65,0.6872,0.0075,-0.0075,0.0189,-0.0189,0.0059,-0.0059
1.7,1.65,1.75,0.5089,0.0068,-0.0068,0.0156,-0.0156,0.0055,-0.0055
1.8,1.75,1.85,0.3708,0.0051,-0.0051,0.0131,-0.0131,0.0047,-0.0047
1.9,1.85,1.95,0.2704,0.0043,-0.0043,0.0103,-0.0103,0.0031,-0.0031
2.0,1.95,2.05,0.2056,0.0038,-0.0038,0.0087,-0.0087,0.0025,-0.0025
2.0999999999999996,2.05,2.15,0.1506,0.0031,-0.0031,0.0081,-0.0081,0.0021,-0.0021
2.2,2.15,2.25,0.1117,0.0025,-0.0025,0.0059,-0.0059,0.003,-0.003
2.3,2.25,2.35,0.077,0.002,-0.002,0.005,-0.005,0.004,-0.004
2.4000000000000004,2.35,2.45,0.0613,0.0016,-0.0016,0.0045,-0.0045,0.004,-0.004
2.5,2.45,2.55,0.0474,0.0016,-0.0016,0.0034,-0.0034,0.0026,-0.0026
2.5999999999999996,2.55,2.65,0.0358,0.0013,-0.0013,0.0034,-0.0034,0.0018,-0.0018
2.7,2.65,2.75,0.0268,0.0013,-0.0013,0.0026,-0.0026,0.0011,-0.0011
2.8,2.75,2.85,0.021,0.001,-0.001,0.002,-0.002,0.001,-0.001
2.9000000000000004,2.85,2.95,0.01677,0.00093,-0.00093,0.00198,-0.00198,0.00093,-0.00093

