#: table_doi: 10.17182/hepdata.90831.v1/t362
#: name: table no 362
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),away region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_362.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0011,0.0016,-0.0016,0.0005,-0.0005,0.0012,-0.0012
0.6000000000000001,0.55,0.65,0.005,0.003,-0.003,0.004,-0.004,0.002,-0.002
0.7,0.65,0.75,0.054,0.011,-0.011,0.01,-0.01,0.003,-0.003
0.8,0.75,0.85,0.085,0.014,-0.014,0.006,-0.006,0.007,-0.007
0.8999999999999999,0.85,0.95,0.18,0.02,-0.02,0.02,-0.02,0.01,-0.01
1.0,0.95,1.05,0.299,0.022,-0.022,0.01,-0.01,0.012,-0.012
1.1,1.05,1.15,0.376,0.023,-0.023,0.012,-0.012,0.019,-0.019
1.2,1.15,1.25,0.58,0.03,-0.03,0.02,-0.02,0.02,-0.02
1.3,1.25,1.35,0.654,0.026,-0.026,0.046,-0.046,0.024,-0.024
1.4,1.35,1.45,0.653,0.027,-0.027,0.05,-0.05,0.017,-0.017
1.5,1.45,1.55,0.692,0.027,-0.027,0.059,-0.059,0.016,-0.016
1.6,1.55,1.65,0.796,0.031,-0.031,0.066,-0.066,0.017,-0.017
1.7,1.65,1.75,0.679,0.025,-0.025,0.074,-0.074,0.016,-0.016
1.8,1.75,1.85,0.681,0.027,-0.027,0.07,-0.07,0.016,-0.016
1.9,1.85,1.95,0.643,0.022,-0.022,0.039,-0.039,0.014,-0.014
2.0,1.95,2.05,0.572,0.022,-0.022,0.054,-0.054,0.014,-0.014
2.0999999999999996,2.05,2.15,0.503,0.018,-0.018,0.043,-0.043,0.014,-0.014
2.2,2.15,2.25,0.418,0.017,-0.017,0.038,-0.038,0.015,-0.015
2.3,2.25,2.35,0.349,0.015,-0.015,0.027,-0.027,0.015,-0.015
2.4000000000000004,2.35,2.45,0.292,0.013,-0.013,0.034,-0.034,0.014,-0.014
2.5,2.45,2.55,0.259,0.011,-0.011,0.026,-0.026,0.014,-0.014
2.5999999999999996,2.55,2.65,0.222,0.011,-0.011,0.022,-0.022,0.015,-0.015
2.7,2.65,2.75,0.188,0.011,-0.011,0.022,-0.022,0.013,-0.013
2.8,2.75,2.85,0.1464,0.0092,-0.0092,0.0189,-0.0189,0.0103,-0.0103
2.9000000000000004,2.85,2.95,0.1234,0.0082,-0.0082,0.0173,-0.0173,0.0096,-0.0096

