#: table_doi: 10.17182/hepdata.90831.v1/t505
#: name: table no 505
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),transmin region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_505.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.1588,0.0086,-0.0086,0.1189,-0.1189,0.0218,-0.0218
0.6000000000000001,0.55,0.65,0.688,0.016,-0.016,0.058,-0.058,0.019,-0.019
0.7,0.65,0.75,1.09,0.02,-0.02,0.15,-0.15,0.02,-0.02
0.8,0.75,0.85,1.386,0.022,-0.022,0.141,-0.141,0.014,-0.014
0.8999999999999999,0.85,0.95,1.403,0.021,-0.021,0.123,-0.123,0.017,-0.017
1.0,0.95,1.05,1.251,0.018,-0.018,0.112,-0.112,0.019,-0.019
1.1,1.05,1.15,1.007,0.015,-0.015,0.098,-0.098,0.016,-0.016
1.2,1.15,1.25,0.75,0.014,-0.014,0.078,-0.078,0.01,-0.01
1.3,1.25,1.35,0.545,0.011,-0.011,0.059,-0.059,0.008,-0.008
1.4,1.35,1.45,0.3715,0.0099,-0.0099,0.0358,-0.0358,0.0086,-0.0086
1.5,1.45,1.55,0.2977,0.0084,-0.0084,0.0317,-0.0317,0.008,-0.008
1.6,1.55,1.65,0.1886,0.0068,-0.0068,0.0248,-0.0248,0.007,-0.007
1.7,1.65,1.75,0.1345,0.0058,-0.0058,0.0178,-0.0178,0.0057,-0.0057
1.8,1.75,1.85,0.1119,0.0055,-0.0055,0.0148,-0.0148,0.0059,-0.0059
1.9,1.85,1.95,0.0934,0.0057,-0.0057,0.0084,-0.0084,0.0063,-0.0063
2.0,1.95,2.05,0.062,0.0043,-0.0043,0.0112,-0.0112,0.0063,-0.0063
2.0999999999999996,2.05,2.15,0.0559,0.0042,-0.0042,0.0075,-0.0075,0.0055,-0.0055
2.2,2.15,2.25,0.0454,0.0038,-0.0038,0.0063,-0.0063,0.0064,-0.0064
2.3,2.25,2.35,0.053,0.004,-0.004,0.011,-0.011,0.006,-0.006
2.4000000000000004,2.35,2.45,0.0374,0.0039,-0.0039,0.0029,-0.0029,0.0056,-0.0056
2.5,2.45,2.55,0.02,0.002,-0.002,0.007,-0.007,0.004,-0.004
2.5999999999999996,2.55,2.65,0.019,0.0025,-0.0025,0.0015,-0.0015,0.0033,-0.0033
2.7,2.65,2.75,0.018,0.002,-0.002,0.004,-0.004,0.003,-0.003
2.8,2.75,2.85,0.0158,0.0022,-0.0022,0.0033,-0.0033,0.0031,-0.0031
2.9000000000000004,2.85,2.95,0.0321,0.0031,-0.0031,0.0049,-0.0049,0.0038,-0.0038

