#: table_doi: 10.17182/hepdata.90831.v1/t414
#: name: table no 414
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),transverse region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_414.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.5194,0.0067,-0.0067,0.1385,-0.1385,0.0247,-0.0247
0.095,0.05,0.14,0.8153,0.0076,-0.0076,0.1037,-0.1037,0.0228,-0.0228
0.19,0.14,0.24,0.8949,0.0066,-0.0066,0.0567,-0.0567,0.0201,-0.0201
0.28500000000000003,0.24,0.33,0.8917,0.0059,-0.0059,0.0225,-0.0225,0.0151,-0.0151
0.38,0.33,0.43,0.8719,0.0054,-0.0054,0.0082,-0.0082,0.0111,-0.0111
0.48,0.43,0.53,0.8139,0.0049,-0.0049,0.0157,-0.0157,0.0073,-0.0073
0.575,0.53,0.62,0.7396,0.0042,-0.0042,0.0208,-0.0208,0.0045,-0.0045
0.6699999999999999,0.62,0.72,0.6589,0.0038,-0.0038,0.031,-0.031,0.0037,-0.0037
0.765,0.72,0.81,0.5822,0.0036,-0.0036,0.0394,-0.0394,0.0038,-0.0038
0.8600000000000001,0.81,0.91,0.5051,0.0034,-0.0034,0.0321,-0.0321,0.0047,-0.0047
0.9550000000000001,0.91,1.0,0.446,0.0031,-0.0031,0.0271,-0.0271,0.0048,-0.0048
1.05,1.0,1.1,0.3803,0.0027,-0.0027,0.0254,-0.0254,0.0054,-0.0054
1.145,1.1,1.19,0.3348,0.0025,-0.0025,0.0203,-0.0203,0.0054,-0.0054
1.24,1.19,1.29,0.2903,0.0023,-0.0023,0.0193,-0.0193,0.0059,-0.0059
1.335,1.29,1.38,0.2479,0.0021,-0.0021,0.0206,-0.0206,0.0058,-0.0058
1.43,1.38,1.48,0.2163,0.0019,-0.0019,0.0142,-0.0142,0.006,-0.006
1.53,1.48,1.58,0.1843,0.0017,-0.0017,0.0128,-0.0128,0.006,-0.006
1.625,1.58,1.67,0.1589,0.0015,-0.0015,0.0076,-0.0076,0.0055,-0.0055
1.72,1.67,1.77,0.1399,0.0015,-0.0015,0.0059,-0.0059,0.005,-0.005
1.815,1.77,1.86,0.1185,0.0015,-0.0015,0.0073,-0.0073,0.0041,-0.0041
1.9100000000000001,1.86,1.96,0.0996,0.0013,-0.0013,0.009,-0.009,0.0039,-0.0039
2.005,1.96,2.05,0.0871,0.0012,-0.0012,0.0045,-0.0045,0.0036,-0.0036
2.0999999999999996,2.05,2.15,0.074,0.001,-0.001,0.003,-0.003,0.004,-0.004
2.1950000000000003,2.15,2.24,0.06333,0.00095,-0.00095,0.00151,-0.00151,0.0031,-0.0031
2.29,2.24,2.34,0.04967,0.00078,-0.00078,0.00183,-0.00183,0.00281,-0.00281
2.3899999999999997,2.34,2.44,0.04414,0.00082,-0.00082,0.00067,-0.00067,0.00249,-0.00249
2.485,2.44,2.53,0.03652,0.00074,-0.00074,0.00125,-0.00125,0.00206,-0.00206
2.58,2.53,2.63,0.0316,0.00074,-0.00074,0.00145,-0.00145,0.00219,-0.00219
2.7249999999999996,2.63,2.82,0.02526,0.00062,-0.00062,0.00049,-0.00049,0.00109,-0.00109
2.915,2.82,3.01,0.01811,0.00048,-0.00048,0.00069,-0.00069,0.00114,-0.00114
3.105,3.01,3.2,0.0134,0.0004,-0.0004,0.0006,-0.0006,0.0009,-0.0009
3.295,3.2,3.39,0.00895,0.00032,-0.00032,0.00111,-0.00111,0.00077,-0.00077
3.4850000000000003,3.39,3.58,0.0063,0.0003,-0.0003,0.0012,-0.0012,0.0007,-0.0007
3.725,3.58,3.87,0.0043,0.00022,-0.00022,0.00048,-0.00048,0.00039,-0.00039
4.105,3.87,4.34,0.00231,0.00016,-0.00016,0.00047,-0.00047,0.00022,-0.00022

