#: table_doi: 10.17182/hepdata.90831.v1/t520
#: name: table no 520
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),away region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_520.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.00612,0.00095,-0.00095,0.0042,-0.0042,0.00149,-0.00149
0.6000000000000001,0.55,0.65,0.032,0.0023,-0.0023,0.0013,-0.0013,0.0022,-0.0022
0.7,0.65,0.75,0.0888,0.0039,-0.0039,0.0054,-0.0054,0.0031,-0.0031
0.8,0.75,0.85,0.1828,0.0053,-0.0053,0.0064,-0.0064,0.0032,-0.0032
0.8999999999999999,0.85,0.95,0.3116,0.0061,-0.0061,0.0101,-0.0101,0.0034,-0.0034
1.0,0.95,1.05,0.451,0.007,-0.007,0.019,-0.019,0.004,-0.004
1.1,1.05,1.15,0.5609,0.0073,-0.0073,0.0252,-0.0252,0.0052,-0.0052
1.2,1.15,1.25,0.683,0.008,-0.008,0.029,-0.029,0.006,-0.006
1.3,1.25,1.35,0.7354,0.0079,-0.0079,0.0326,-0.0326,0.0067,-0.0067
1.4,1.35,1.45,0.7525,0.0077,-0.0077,0.0276,-0.0276,0.0071,-0.0071
1.5,1.45,1.55,0.7292,0.0072,-0.0072,0.0237,-0.0237,0.0063,-0.0063
1.6,1.55,1.65,0.6938,0.0067,-0.0067,0.0176,-0.0176,0.006,-0.006
1.7,1.65,1.75,0.6186,0.0061,-0.0061,0.0153,-0.0153,0.005,-0.005
1.8,1.75,1.85,0.5506,0.0055,-0.0055,0.0123,-0.0123,0.0043,-0.0043
1.9,1.85,1.95,0.4909,0.0051,-0.0051,0.0103,-0.0103,0.0032,-0.0032
2.0,1.95,2.05,0.4253,0.0046,-0.0046,0.0095,-0.0095,0.0024,-0.0024
2.0999999999999996,2.05,2.15,0.3571,0.0039,-0.0039,0.0081,-0.0081,0.0028,-0.0028
2.2,2.15,2.25,0.3086,0.0036,-0.0036,0.0138,-0.0138,0.0028,-0.0028
2.3,2.25,2.35,0.2601,0.0033,-0.0033,0.0078,-0.0078,0.0032,-0.0032
2.4000000000000004,2.35,2.45,0.223,0.003,-0.003,0.008,-0.008,0.003,-0.003
2.5,2.45,2.55,0.1868,0.0026,-0.0026,0.0081,-0.0081,0.0024,-0.0024
2.5999999999999996,2.55,2.65,0.1632,0.0024,-0.0024,0.0084,-0.0084,0.0021,-0.0021
2.7,2.65,2.75,0.1401,0.0022,-0.0022,0.0074,-0.0074,0.0019,-0.0019
2.8,2.75,2.85,0.1245,0.0022,-0.0022,0.0053,-0.0053,0.0017,-0.0017
2.9000000000000004,2.85,2.95,0.1069,0.0018,-0.0018,0.0047,-0.0047,0.0014,-0.0014

