#: table_doi: 10.17182/hepdata.90831.v1/t401
#: name: table no 401
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),away region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_401.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.611,0.0026,-0.0026,0.0073,-0.0073,0.0038,-0.0038
0.6000000000000001,0.55,0.65,1.0668,0.0034,-0.0034,0.0072,-0.0072,0.0033,-0.0033
0.7,0.65,0.75,0.8956,0.0033,-0.0033,0.0051,-0.0051,0.0026,-0.0026
0.8,0.75,0.85,0.749,0.003,-0.003,0.004,-0.004,0.001,-0.001
0.8999999999999999,0.85,0.95,0.6379,0.0027,-0.0027,0.0036,-0.0036,0.001,-0.001
1.0,0.95,1.05,0.5436,0.0029,-0.0029,0.0032,-0.0032,0.0009,-0.0009
1.1,1.05,1.15,0.4604,0.0027,-0.0027,0.0027,-0.0027,0.0007,-0.0007
1.2,1.15,1.25,0.4077,0.0026,-0.0026,0.0025,-0.0025,0.0008,-0.0008
1.3,1.25,1.35,0.3581,0.0025,-0.0025,0.0028,-0.0028,0.0009,-0.0009
1.4,1.35,1.45,0.3023,0.0024,-0.0024,0.0019,-0.0019,0.0008,-0.0008
1.5,1.45,1.55,0.2746,0.0023,-0.0023,0.0023,-0.0023,0.0007,-0.0007
1.6,1.55,1.65,0.2406,0.0021,-0.0021,0.0014,-0.0014,0.0006,-0.0006
1.7,1.65,1.75,0.2142,0.0022,-0.0022,0.0021,-0.0021,0.0006,-0.0006
1.8,1.75,1.85,0.191,0.0021,-0.0021,0.0011,-0.0011,0.0007,-0.0007
1.9,1.85,1.95,0.1727,0.0019,-0.0019,0.001,-0.001,0.0006,-0.0006
2.0,1.95,2.05,0.1539,0.0019,-0.0019,0.0009,-0.0009,0.0006,-0.0006
2.0999999999999996,2.05,2.15,0.1404,0.0017,-0.0017,0.0008,-0.0008,0.0006,-0.0006
2.2,2.15,2.25,0.1298,0.0016,-0.0016,0.0007,-0.0007,0.0005,-0.0005
2.3,2.25,2.35,0.1181,0.0016,-0.0016,0.001,-0.001,0.0005,-0.0005
2.4000000000000004,2.35,2.45,0.1074,0.0015,-0.0015,0.0006,-0.0006,0.0006,-0.0006
2.5,2.45,2.55,0.0991,0.0014,-0.0014,0.0005,-0.0005,0.0006,-0.0006
2.5999999999999996,2.55,2.65,0.0927,0.0013,-0.0013,0.0006,-0.0006,0.0005,-0.0005
2.7,2.65,2.75,0.0838,0.0013,-0.0013,0.0006,-0.0006,0.0004,-0.0004
2.8,2.75,2.85,0.0773,0.0012,-0.0012,0.0007,-0.0007,0.0004,-0.0004
2.9000000000000004,2.85,2.95,0.0745,0.0011,-0.0011,0.0007,-0.0007,0.0003,-0.0003
3.0,2.95,3.05,0.0687,0.0012,-0.0012,0.0004,-0.0004,0.0004,-0.0004
3.0999999999999996,3.05,3.15,0.0619,0.0011,-0.0011,0.0006,-0.0006,0.0004,-0.0004
3.2,3.15,3.25,0.0611,0.0011,-0.0011,0.0003,-0.0003,0.0004,-0.0004
3.3,3.25,3.35,0.05524,0.00099,-0.00099,0.00055,-0.00055,0.00038,-0.00038
3.4000000000000004,3.35,3.45,0.05315,0.00094,-0.00094,0.00052,-0.00052,0.00027,-0.00027
3.5,3.45,3.55,0.05093,0.00098,-0.00098,0.00077,-0.00077,0.00023,-0.00023
