#: table_doi: 10.17182/hepdata.90831.v1/t114
#: name: table no 114
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,transmax region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_114.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.0491,0.0036,-0.0036,0.0079,-0.0079,0.0061,-0.0061
0.195,0.1,0.29,0.1776,0.0065,-0.0065,0.0094,-0.0094,0.0073,-0.0073
0.385,0.29,0.48,0.282,0.0075,-0.0075,0.0109,-0.0109,0.0093,-0.0093
0.575,0.48,0.67,0.3734,0.0079,-0.0079,0.0121,-0.0121,0.0108,-0.0108
0.765,0.67,0.86,0.4333,0.0076,-0.0076,0.0124,-0.0124,0.0108,-0.0108
0.9550000000000001,0.86,1.05,0.4444,0.0067,-0.0067,0.0119,-0.0119,0.0096,-0.0096
1.145,1.05,1.24,0.4673,0.0069,-0.0069,0.0119,-0.0119,0.0074,-0.0074
1.335,1.24,1.43,0.4394,0.0068,-0.0068,0.0106,-0.0106,0.0055,-0.0055
1.525,1.43,1.62,0.3957,0.0062,-0.0062,0.0096,-0.0096,0.0038,-0.0038
1.715,1.62,1.81,0.3498,0.0055,-0.0055,0.0089,-0.0089,0.0032,-0.0032
1.91,1.81,2.01,0.3174,0.0054,-0.0054,0.0081,-0.0081,0.0035,-0.0035
2.105,2.01,2.2,0.283,0.0051,-0.0051,0.0071,-0.0071,0.0044,-0.0044
2.295,2.2,2.39,0.2298,0.0044,-0.0044,0.0061,-0.0061,0.0055,-0.0055
2.4850000000000003,2.39,2.58,0.1878,0.0037,-0.0037,0.0058,-0.0058,0.006,-0.006
2.675,2.58,2.77,0.1666,0.0037,-0.0037,0.0057,-0.0057,0.006,-0.006
2.865,2.77,2.96,0.1341,0.0033,-0.0033,0.005,-0.005,0.0055,-0.0055
3.0549999999999997,2.96,3.15,0.1117,0.0032,-0.0032,0.0047,-0.0047,0.0048,-0.0048
3.245,3.15,3.34,0.0911,0.0028,-0.0028,0.0044,-0.0044,0.0042,-0.0042
3.4349999999999996,3.34,3.53,0.0657,0.0024,-0.0024,0.0038,-0.0038,0.0036,-0.0036
3.625,3.53,3.72,0.0565,0.0022,-0.0022,0.0037,-0.0037,0.0033,-0.0033
3.8200000000000003,3.72,3.92,0.041,0.002,-0.002,0.004,-0.004,0.003,-0.003
4.015000000000001,3.92,4.11,0.0273,0.0017,-0.0017,0.0027,-0.0027,0.0026,-0.0026
4.205,4.11,4.3,0.0203,0.0012,-0.0012,0.0023,-0.0023,0.0023,-0.0023

