#: table_doi: 10.17182/hepdata.90831.v1/t193
#: name: table no 193
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmax region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_193.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0213,0.0021,-0.0021,0.0121,-0.0121,0.0062,-0.0062
0.6000000000000001,0.55,0.65,0.1426,0.0053,-0.0053,0.0131,-0.0131,0.007,-0.007
0.7,0.65,0.75,0.3597,0.0083,-0.0083,0.0177,-0.0177,0.0079,-0.0079
0.8,0.75,0.85,0.629,0.011,-0.011,0.024,-0.024,0.009,-0.009
0.8999999999999999,0.85,0.95,0.949,0.013,-0.013,0.028,-0.028,0.009,-0.009
1.0,0.95,1.05,1.118,0.013,-0.013,0.027,-0.027,0.009,-0.009
1.1,1.05,1.15,1.113,0.013,-0.013,0.022,-0.022,0.009,-0.009
1.2,1.15,1.25,0.986,0.011,-0.011,0.017,-0.017,0.008,-0.008
1.3,1.25,1.35,0.814,0.011,-0.011,0.012,-0.012,0.006,-0.006
1.4,1.35,1.45,0.6474,0.0089,-0.0089,0.0091,-0.0091,0.0051,-0.0051
1.5,1.45,1.55,0.512,0.0074,-0.0074,0.0073,-0.0073,0.0046,-0.0046
1.6,1.55,1.65,0.4095,0.0065,-0.0065,0.0064,-0.0064,0.0044,-0.0044
1.7,1.65,1.75,0.328,0.0057,-0.0057,0.0063,-0.0063,0.0043,-0.0043
1.8,1.75,1.85,0.2471,0.0049,-0.0049,0.0064,-0.0064,0.0036,-0.0036
1.9,1.85,1.95,0.2024,0.0044,-0.0044,0.0069,-0.0069,0.0032,-0.0032
2.0,1.95,2.05,0.172,0.004,-0.004,0.007,-0.007,0.003,-0.003
2.0999999999999996,2.05,2.15,0.1523,0.0039,-0.0039,0.0062,-0.0062,0.0029,-0.0029
2.2,2.15,2.25,0.127,0.003,-0.003,0.005,-0.005,0.003,-0.003
2.3,2.25,2.35,0.1201,0.0034,-0.0034,0.0042,-0.0042,0.0033,-0.0033
2.4000000000000004,2.35,2.45,0.0954,0.0031,-0.0031,0.004,-0.004,0.0034,-0.0034
2.5,2.45,2.55,0.0801,0.0025,-0.0025,0.0039,-0.0039,0.0031,-0.0031
2.5999999999999996,2.55,2.65,0.0714,0.0027,-0.0027,0.0038,-0.0038,0.0029,-0.0029
2.7,2.65,2.75,0.067,0.0021,-0.0021,0.0035,-0.0035,0.0027,-0.0027
2.8,2.75,2.85,0.0618,0.0023,-0.0023,0.0028,-0.0028,0.0026,-0.0026
2.9000000000000004,2.85,2.95,0.0496,0.0021,-0.0021,0.0027,-0.0027,0.0022,-0.0022

