#: table_doi: 10.17182/hepdata.90831.v1/t430
#: name: table no 430
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),transmax region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_430.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.251,0.0034,-0.0034,0.081,-0.081,0.0149,-0.0149
0.195,0.1,0.29,0.6469,0.0051,-0.0051,0.0719,-0.0719,0.014,-0.014
0.385,0.29,0.48,0.7377,0.0044,-0.0044,0.0302,-0.0302,0.0121,-0.0121
0.575,0.48,0.67,0.715,0.004,-0.004,0.007,-0.007,0.008,-0.008
0.765,0.67,0.86,0.6131,0.0033,-0.0033,0.0255,-0.0255,0.0037,-0.0037
0.9550000000000001,0.86,1.05,0.51,0.0029,-0.0029,0.031,-0.031,0.0028,-0.0028
1.145,1.05,1.24,0.4044,0.0024,-0.0024,0.0267,-0.0267,0.0031,-0.0031
1.335,1.24,1.43,0.321,0.002,-0.002,0.023,-0.023,0.004,-0.004
1.525,1.43,1.62,0.2472,0.0018,-0.0018,0.019,-0.019,0.0051,-0.0051
1.715,1.62,1.81,0.189,0.0016,-0.0016,0.0185,-0.0185,0.005,-0.005
1.91,1.81,2.01,0.144,0.0013,-0.0013,0.0104,-0.0104,0.0047,-0.0047
2.105,2.01,2.2,0.1125,0.0011,-0.0011,0.007,-0.007,0.0043,-0.0043
2.295,2.2,2.39,0.08729,0.00098,-0.00098,0.00563,-0.00563,0.00367,-0.00367
2.4850000000000003,2.39,2.58,0.0653,0.00081,-0.00081,0.00305,-0.00305,0.00292,-0.00292
2.675,2.58,2.77,0.04777,0.00066,-0.00066,0.00163,-0.00163,0.00232,-0.00232
2.865,2.77,2.96,0.0373,0.00063,-0.00063,0.00065,-0.00065,0.00204,-0.00204
3.0549999999999997,2.96,3.15,0.02802,0.00048,-0.00048,0.00039,-0.00039,0.00157,-0.00157
3.245,3.15,3.34,0.02061,0.00043,-0.00043,0.00099,-0.00099,0.00119,-0.00119
3.4349999999999996,3.34,3.53,0.01564,0.00043,-0.00043,0.00065,-0.00065,0.00095,-0.00095
3.625,3.53,3.72,0.01131,0.00033,-0.00033,0.00031,-0.00031,0.00086,-0.00086
3.8200000000000003,3.72,3.92,0.00796,0.00025,-0.00025,0.0004,-0.0004,0.00071,-0.00071
4.015000000000001,3.92,4.11,0.00561,0.00024,-0.00024,0.00075,-0.00075,0.00058,-0.00058
4.205,4.11,4.3,0.0042,0.0002,-0.0002,0.0003,-0.0003,0.0005,-0.0005

