#: table_doi: 10.17182/hepdata.90831.v1/t168
#: name: table no 168
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,toward region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_168.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0413,0.0019,-0.0019,0.0181,-0.0181,0.0071,-0.0071
0.6000000000000001,0.55,0.65,0.229,0.0044,-0.0044,0.0181,-0.0181,0.0073,-0.0073
0.7,0.65,0.75,0.5008,0.0056,-0.0056,0.0219,-0.0219,0.0085,-0.0085
0.8,0.75,0.85,0.9462,0.0076,-0.0076,0.0324,-0.0324,0.0111,-0.0111
0.8999999999999999,0.85,0.95,1.4246,0.0087,-0.0087,0.0443,-0.0443,0.0137,-0.0137
1.0,0.95,1.05,1.6145,0.0093,-0.0093,0.0479,-0.0479,0.0141,-0.0141
1.1,1.05,1.15,1.433,0.0085,-0.0085,0.0412,-0.0412,0.0113,-0.0113
1.2,1.15,1.25,1.1098,0.0073,-0.0073,0.0315,-0.0315,0.0075,-0.0075
1.3,1.25,1.35,0.7723,0.0059,-0.0059,0.022,-0.022,0.005,-0.005
1.4,1.35,1.45,0.5125,0.0048,-0.0048,0.0152,-0.0152,0.0042,-0.0042
1.5,1.45,1.55,0.3468,0.0037,-0.0037,0.0109,-0.0109,0.0039,-0.0039
1.6,1.55,1.65,0.2398,0.0029,-0.0029,0.0079,-0.0079,0.0038,-0.0038
1.7,1.65,1.75,0.1692,0.0025,-0.0025,0.0058,-0.0058,0.0036,-0.0036
1.8,1.75,1.85,0.1192,0.0021,-0.0021,0.0045,-0.0045,0.003,-0.003
1.9,1.85,1.95,0.0943,0.0019,-0.0019,0.0039,-0.0039,0.0025,-0.0025
2.0,1.95,2.05,0.0727,0.0016,-0.0016,0.0033,-0.0033,0.0022,-0.0022
2.0999999999999996,2.05,2.15,0.0555,0.0012,-0.0012,0.0028,-0.0028,0.002,-0.002
2.2,2.15,2.25,0.0445,0.0011,-0.0011,0.0023,-0.0023,0.0018,-0.0018
2.3,2.25,2.35,0.035,0.001,-0.001,0.002,-0.002,0.001,-0.001
2.4000000000000004,2.35,2.45,0.03135,0.00088,-0.00088,0.00164,-0.00164,0.0014,-0.0014
2.5,2.45,2.55,0.02508,0.00081,-0.00081,0.00144,-0.00144,0.00122,-0.00122
2.5999999999999996,2.55,2.65,0.0176,0.00069,-0.00069,0.00131,-0.00131,0.00105,-0.00105
2.7,2.65,2.75,0.0201,0.0008,-0.0008,0.0015,-0.0015,0.001,-0.001
2.8,2.75,2.85,0.0155,0.00074,-0.00074,0.00124,-0.00124,0.00104,-0.00104
2.9000000000000004,2.85,2.95,0.01288,0.00067,-0.00067,0.00099,-0.00099,0.00115,-0.00115

