#: table_doi: 10.17182/hepdata.90831.v1/t327
#: name: table no 327
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),toward region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_327.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0214,0.0017,-0.0017,0.0087,-0.0087,0.0038,-0.0038
0.6000000000000001,0.55,0.65,0.1482,0.0046,-0.0046,0.0203,-0.0203,0.0057,-0.0057
0.7,0.65,0.75,0.4433,0.0075,-0.0075,0.0276,-0.0276,0.0069,-0.0069
0.8,0.75,0.85,0.99,0.01,-0.01,0.04,-0.04,0.01,-0.01
0.8999999999999999,0.85,0.95,1.603,0.011,-0.011,0.064,-0.064,0.011,-0.011
1.0,0.95,1.05,1.924,0.012,-0.012,0.078,-0.078,0.012,-0.012
1.1,1.05,1.15,1.688,0.011,-0.011,0.069,-0.069,0.011,-0.011
1.2,1.15,1.25,1.2246,0.0087,-0.0087,0.046,-0.046,0.0066,-0.0066
1.3,1.25,1.35,0.7737,0.0067,-0.0067,0.0308,-0.0308,0.0045,-0.0045
1.4,1.35,1.45,0.461,0.0048,-0.0048,0.0223,-0.0223,0.0041,-0.0041
1.5,1.45,1.55,0.271,0.004,-0.004,0.013,-0.013,0.004,-0.004
1.6,1.55,1.65,0.1583,0.0028,-0.0028,0.0096,-0.0096,0.0032,-0.0032
1.7,1.65,1.75,0.0963,0.0021,-0.0021,0.0061,-0.0061,0.0022,-0.0022
1.8,1.75,1.85,0.0604,0.0017,-0.0017,0.0052,-0.0052,0.002,-0.002
1.9,1.85,1.95,0.0407,0.0015,-0.0015,0.0034,-0.0034,0.0017,-0.0017
2.0,1.95,2.05,0.027,0.0011,-0.0011,0.0023,-0.0023,0.0019,-0.0019
2.0999999999999996,2.05,2.15,0.02103,0.00099,-0.00099,0.00168,-0.00168,0.00138,-0.00138
2.2,2.15,2.25,0.01036,0.00079,-0.00079,0.00141,-0.00141,0.00126,-0.00126
2.3,2.25,2.35,0.00868,0.00072,-0.00072,0.0013,-0.0013,0.00094,-0.00094
2.4000000000000004,2.35,2.45,0.00643,0.00061,-0.00061,0.00071,-0.00071,0.00089,-0.00089
2.5,2.45,2.55,0.00368,0.00049,-0.00049,0.001,-0.001,0.0006,-0.0006
2.5999999999999996,2.55,2.65,0.00277,0.00042,-0.00042,0.00051,-0.00051,0.00058,-0.00058
2.7,2.65,2.75,0.00317,0.00051,-0.00051,0.00046,-0.00046,0.00046,-0.00046
2.8,2.75,2.85,0.00151,0.00038,-0.00038,0.00038,-0.00038,0.00058,-0.00058
2.9000000000000004,2.85,2.95,0.00215,0.00057,-0.00057,0.00031,-0.00031,0.00049,-0.00049

