#: table_doi: 10.17182/hepdata.90831.v1/t379
#: name: table no 379
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),transverse region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_379.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.7902,0.0054,-0.0054,0.0265,-0.0265,0.0035,-0.0035
0.6000000000000001,0.55,0.65,1.3383,0.0073,-0.0073,0.0254,-0.0254,0.0031,-0.0031
0.7,0.65,0.75,1.1135,0.0068,-0.0068,0.0148,-0.0148,0.0035,-0.0035
0.8,0.75,0.85,0.9148,0.0063,-0.0063,0.0095,-0.0095,0.0026,-0.0026
0.8999999999999999,0.85,0.95,0.7531,0.0061,-0.0061,0.011,-0.011,0.0022,-0.0022
1.0,0.95,1.05,0.6111,0.0054,-0.0054,0.006,-0.006,0.0013,-0.0013
1.1,1.05,1.15,0.5205,0.0055,-0.0055,0.005,-0.005,0.0013,-0.0013
1.2,1.15,1.25,0.4384,0.0052,-0.0052,0.0049,-0.0049,0.0013,-0.0013
1.3,1.25,1.35,0.3765,0.0049,-0.0049,0.0057,-0.0057,0.0015,-0.0015
1.4,1.35,1.45,0.3322,0.0046,-0.0046,0.0043,-0.0043,0.002,-0.002
1.5,1.45,1.55,0.2745,0.0045,-0.0045,0.0057,-0.0057,0.0019,-0.0019
1.6,1.55,1.65,0.2308,0.0041,-0.0041,0.0042,-0.0042,0.0018,-0.0018
1.7,1.65,1.75,0.2069,0.0037,-0.0037,0.0028,-0.0028,0.0015,-0.0015
1.8,1.75,1.85,0.1786,0.0035,-0.0035,0.0029,-0.0029,0.0014,-0.0014
1.9,1.85,1.95,0.1534,0.0033,-0.0033,0.0045,-0.0045,0.0017,-0.0017
2.0,1.95,2.05,0.1442,0.0031,-0.0031,0.0039,-0.0039,0.0016,-0.0016
2.0999999999999996,2.05,2.15,0.1205,0.0029,-0.0029,0.0018,-0.0018,0.0015,-0.0015
2.2,2.15,2.25,0.1051,0.0027,-0.0027,0.0041,-0.0041,0.0011,-0.0011
2.3,2.25,2.35,0.0902,0.0027,-0.0027,0.0011,-0.0011,0.001,-0.001
2.4000000000000004,2.35,2.45,0.0823,0.0024,-0.0024,0.0037,-0.0037,0.001,-0.001
2.5,2.45,2.55,0.0746,0.0023,-0.0023,0.0015,-0.0015,0.0012,-0.0012
2.5999999999999996,2.55,2.65,0.0656,0.0022,-0.0022,0.0019,-0.0019,0.0011,-0.0011
2.7,2.65,2.75,0.0625,0.0021,-0.0021,0.0027,-0.0027,0.0012,-0.0012
2.8,2.75,2.85,0.059,0.002,-0.002,0.003,-0.003,0.001,-0.001
2.9000000000000004,2.85,2.95,0.0503,0.0018,-0.0018,0.0013,-0.0013,0.0007,-0.0007
3.0,2.95,3.05,0.0471,0.0018,-0.0018,0.0011,-0.0011,0.0005,-0.0005
3.0999999999999996,3.05,3.15,0.0421,0.0017,-0.0017,0.0022,-0.0022,0.0006,-0.0006
3.2,3.15,3.25,0.0372,0.0015,-0.0015,0.0013,-0.0013,0.0006,-0.0006
3.3,3.25,3.35,0.0364,0.0015,-0.0015,0.0013,-0.0013,0.0006,-0.0006
3.4000000000000004,3.35,3.45,0.0371,0.0015,-0.0015,0.0012,-0.0012,0.0005,-0.0005
3.5,3.45,3.55,0.03,0.0013,-0.0013,0.0005,-0.0005,0.0005,-0.0005
3.5999999999999996,3.55,3.65,0.0282,0.0013,-0.0013,0.0014,-0.0014,0.0004,-0.0004
3.7,3.65,3.75,0.0299,0.0013,-0.0013,0.0013,-0.0013,0.0004,-0.0004
3.8,3.75,3.85,0.022,0.001,-0.001,0.001,-0.001,0.001,-0.001
3.9000000000000004,3.85,3.95,0.02081,0.00097,-0.00097,0.00098,-0.00098,0.00074,-0.00074
4.0,3.95,4.05,0.0215,0.0011,-0.0011,0.0002,-0.0002,0.0007,-0.0007
4.1,4.05,4.15,0.01902,0.00093,-0.00093,0.0007,-0.0007,0.00049,-0.00049
4.2,4.15,4.25,0.01889,0.00095,-0.00095,0.0017,-0.0017,0.00051,-0.00051
4.3,4.25,4.35,0.01551,0.00082,-0.00082,0.00061,-0.00061,0.00049,-0.00049
