#: table_doi: 10.17182/hepdata.90831.v1/t354
#: name: table no 354
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),transmax region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_354.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.00038,0.00022,-0.00022,0.00107,-0.00107,0.00174,-0.00174
0.6000000000000001,0.55,0.65,0.0133,0.0054,-0.0054,0.0057,-0.0057,0.0053,-0.0053
0.7,0.65,0.75,0.071,0.013,-0.013,0.013,-0.013,0.01,-0.01
0.8,0.75,0.85,0.279,0.023,-0.023,0.038,-0.038,0.017,-0.017
0.8999999999999999,0.85,0.95,0.552,0.033,-0.033,0.05,-0.05,0.022,-0.022
1.0,0.95,1.05,0.885,0.036,-0.036,0.049,-0.049,0.024,-0.024
1.1,1.05,1.15,1.108,0.041,-0.041,0.035,-0.035,0.024,-0.024
1.2,1.15,1.25,1.085,0.038,-0.038,0.064,-0.064,0.024,-0.024
1.3,1.25,1.35,0.986,0.035,-0.035,0.08,-0.08,0.028,-0.028
1.4,1.35,1.45,0.879,0.033,-0.033,0.083,-0.083,0.026,-0.026
1.5,1.45,1.55,0.64,0.027,-0.027,0.029,-0.029,0.025,-0.025
1.6,1.55,1.65,0.57,0.024,-0.024,0.015,-0.015,0.02,-0.02
1.7,1.65,1.75,0.476,0.021,-0.021,0.019,-0.019,0.018,-0.018
1.8,1.75,1.85,0.4,0.017,-0.017,0.021,-0.021,0.015,-0.015
1.9,1.85,1.95,0.309,0.018,-0.018,0.011,-0.011,0.017,-0.017
2.0,1.95,2.05,0.297,0.015,-0.015,0.007,-0.007,0.018,-0.018
2.0999999999999996,2.05,2.15,0.198,0.011,-0.011,0.008,-0.008,0.019,-0.019
2.2,2.15,2.25,0.201,0.013,-0.013,0.017,-0.017,0.013,-0.013
2.3,2.25,2.35,0.154,0.012,-0.012,0.004,-0.004,0.01,-0.01
2.4000000000000004,2.35,2.45,0.0995,0.0092,-0.0092,0.0108,-0.0108,0.01,-0.01
2.5,2.45,2.55,0.0926,0.0065,-0.0065,0.01,-0.01,0.0127,-0.0127
2.5999999999999996,2.55,2.65,0.0955,0.0094,-0.0094,0.0074,-0.0074,0.0143,-0.0143
2.7,2.65,2.75,0.074,0.007,-0.007,0.014,-0.014,0.012,-0.012
2.8,2.75,2.85,0.052,0.0079,-0.0079,0.003,-0.003,0.0086,-0.0086
2.9000000000000004,2.85,2.95,0.0406,0.0059,-0.0059,0.004,-0.004,0.007,-0.007

