#: table_doi: 10.17182/hepdata.90831.v1/t346
#: name: table no 346
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),transmin region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_346.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.036,0.0097,-0.0097,0.0288,-0.0288,0.0096,-0.0096
0.6000000000000001,0.55,0.65,0.233,0.024,-0.024,0.033,-0.033,0.018,-0.018
0.7,0.65,0.75,0.532,0.036,-0.036,0.041,-0.041,0.023,-0.023
0.8,0.75,0.85,0.946,0.043,-0.043,0.063,-0.063,0.032,-0.032
0.8999999999999999,0.85,0.95,1.39,0.05,-0.05,0.07,-0.07,0.03,-0.03
1.0,0.95,1.05,1.467,0.045,-0.045,0.058,-0.058,0.039,-0.039
1.1,1.05,1.15,1.29,0.04,-0.04,0.05,-0.05,0.04,-0.04
1.2,1.15,1.25,1.101,0.037,-0.037,0.04,-0.04,0.032,-0.032
1.3,1.25,1.35,0.82,0.03,-0.03,0.04,-0.04,0.02,-0.02
1.4,1.35,1.45,0.564,0.024,-0.024,0.021,-0.021,0.014,-0.014
1.5,1.45,1.55,0.398,0.019,-0.019,0.015,-0.015,0.014,-0.014
1.6,1.55,1.65,0.303,0.019,-0.019,0.014,-0.014,0.014,-0.014
1.7,1.65,1.75,0.192,0.013,-0.013,0.01,-0.01,0.017,-0.017
1.8,1.75,1.85,0.188,0.014,-0.014,0.007,-0.007,0.017,-0.017
1.9,1.85,1.95,0.1093,0.0098,-0.0098,0.0152,-0.0152,0.0163,-0.0163
2.0,1.95,2.05,0.0806,0.0081,-0.0081,0.0156,-0.0156,0.0136,-0.0136
2.0999999999999996,2.05,2.15,0.07,0.01,-0.01,0.01,-0.01,0.01,-0.01
2.2,2.15,2.25,0.042,0.008,-0.008,0.008,-0.008,0.014,-0.014
2.3,2.25,2.35,0.04,0.01,-0.01,0,0,0.01,-0.01
2.4000000000000004,2.35,2.45,0.04,0.01,-0.01,0.01,-0.01,0.01,-0.01
2.5,2.45,2.55,0.0157,0.0038,-0.0038,0.0011,-0.0011,0.0084,-0.0084
2.5999999999999996,2.55,2.65,0.0136,0.0045,-0.0045,0.0024,-0.0024,0.0099,-0.0099
2.7,2.65,2.75,0.035,0.011,-0.011,0.006,-0.006,0.013,-0.013
2.8,2.75,2.85,0.0176,0.0054,-0.0054,0.0035,-0.0035,0.0106,-0.0106
2.9000000000000004,2.85,2.95,0.0057,0.0038,-0.0038,0.0029,-0.0029,0.0096,-0.0096

