#: table_doi: 10.17182/hepdata.90831.v1/t259
#: name: table no 259
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),transverse region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_259.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.0014,0.0015,-0.0015,0.0017,-0.0017,0.0021,-0.0021
0.095,0.05,0.14,0.005,0.004,-0.004,0.006,-0.006,0.004,-0.004
0.19,0.14,0.24,0.03,0.01,-0.01,0.01,-0.01,0,0
0.28500000000000003,0.24,0.33,0.0428,0.0059,-0.0059,0.0109,-0.0109,0.0094,-0.0094
0.38,0.33,0.43,0.074,0.016,-0.016,0.022,-0.022,0.01,-0.01
0.48,0.43,0.53,0.097,0.013,-0.013,0.024,-0.024,0.011,-0.011
0.575,0.53,0.62,0.128,0.014,-0.014,0.008,-0.008,0.01,-0.01
0.6699999999999999,0.62,0.72,0.161,0.015,-0.015,0.017,-0.017,0.012,-0.012
0.765,0.72,0.81,0.217,0.015,-0.015,0.009,-0.009,0.015,-0.015
0.8600000000000001,0.81,0.91,0.286,0.022,-0.022,0.046,-0.046,0.015,-0.015
0.9550000000000001,0.91,1.0,0.319,0.021,-0.021,0.031,-0.031,0.015,-0.015
1.05,1.0,1.1,0.388,0.022,-0.022,0.014,-0.014,0.018,-0.018
1.145,1.1,1.19,0.412,0.019,-0.019,0.01,-0.01,0.021,-0.021
1.24,1.19,1.29,0.453,0.023,-0.023,0.029,-0.029,0.025,-0.025
1.335,1.29,1.38,0.439,0.018,-0.018,0.041,-0.041,0.019,-0.019
1.43,1.38,1.48,0.46,0.02,-0.02,0.06,-0.06,0.02,-0.02
1.53,1.48,1.58,0.452,0.019,-0.019,0.011,-0.011,0.015,-0.015
1.625,1.58,1.67,0.506,0.023,-0.023,0.021,-0.021,0.016,-0.016
1.72,1.67,1.77,0.503,0.021,-0.021,0.006,-0.006,0.019,-0.019
1.815,1.77,1.86,0.514,0.021,-0.021,0.006,-0.006,0.021,-0.021
1.9100000000000001,1.86,1.96,0.43,0.019,-0.019,0.017,-0.017,0.022,-0.022
2.005,1.96,2.05,0.423,0.019,-0.019,0.019,-0.019,0.021,-0.021
2.0999999999999996,2.05,2.15,0.432,0.018,-0.018,0.017,-0.017,0.023,-0.023
2.1950000000000003,2.15,2.24,0.395,0.014,-0.014,0.004,-0.004,0.025,-0.025
2.29,2.24,2.34,0.38,0.02,-0.02,0.01,-0.01,0.02,-0.02
2.3899999999999997,2.34,2.44,0.323,0.015,-0.015,0.003,-0.003,0.023,-0.023
2.485,2.44,2.53,0.275,0.015,-0.015,0.022,-0.022,0.023,-0.023
2.58,2.53,2.63,0.268,0.016,-0.016,0.017,-0.017,0.026,-0.026
2.7249999999999996,2.63,2.82,0.217,0.012,-0.012,0.008,-0.008,0.01,-0.01
2.915,2.82,3.01,0.187,0.011,-0.011,0.01,-0.01,0.012,-0.012
3.105,3.01,3.2,0.16,0.01,-0.01,0.01,-0.01,0.01,-0.01
3.295,3.2,3.39,0.1249,0.0097,-0.0097,0.0024,-0.0024,0.0116,-0.0116
3.4850000000000003,3.39,3.58,0.109,0.0084,-0.0084,0.0119,-0.0119,0.0121,-0.0121
3.725,3.58,3.87,0.057,0.0057,-0.0057,0.0134,-0.0134,0.0078,-0.0078
4.105,3.87,4.34,0.0381,0.0043,-0.0043,0.0053,-0.0053,0.004,-0.004

