#: table_doi: 10.17182/hepdata.90831.v1/t220
#: name: table no 220
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),transverse region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_220.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.689,0.014,-0.014,0.012,-0.012,0.007,-0.007
0.6000000000000001,0.55,0.65,1.199,0.019,-0.019,0.011,-0.011,0.007,-0.007
0.7,0.65,0.75,1.001,0.018,-0.018,0.018,-0.018,0.007,-0.007
0.8,0.75,0.85,0.818,0.016,-0.016,0.023,-0.023,0.005,-0.005
0.8999999999999999,0.85,0.95,0.672,0.016,-0.016,0.028,-0.028,0.006,-0.006
1.0,0.95,1.05,0.568,0.014,-0.014,0.047,-0.047,0.005,-0.005
1.1,1.05,1.15,0.525,0.015,-0.015,0.024,-0.024,0.006,-0.006
1.2,1.15,1.25,0.455,0.014,-0.014,0.025,-0.025,0.005,-0.005
1.3,1.25,1.35,0.365,0.012,-0.012,0.015,-0.015,0.006,-0.006
1.4,1.35,1.45,0.35,0.013,-0.013,0.002,-0.002,0.006,-0.006
1.5,1.45,1.55,0.283,0.012,-0.012,0.006,-0.006,0.005,-0.005
1.6,1.55,1.65,0.261,0.011,-0.011,0.021,-0.021,0.005,-0.005
1.7,1.65,1.75,0.213,0.011,-0.011,0.01,-0.01,0.005,-0.005
1.8,1.75,1.85,0.21,0.01,-0.01,0.01,-0.01,0,0
1.9,1.85,1.95,0.16,0.01,-0.01,0,0,0.01,-0.01
2.0,1.95,2.05,0.1743,0.0095,-0.0095,0.0015,-0.0015,0.0072,-0.0072
2.0999999999999996,2.05,2.15,0.1151,0.0079,-0.0079,0.0026,-0.0026,0.0067,-0.0067
2.2,2.15,2.25,0.1176,0.0079,-0.0079,0.0116,-0.0116,0.0043,-0.0043
2.3,2.25,2.35,0.1203,0.0084,-0.0084,0.0038,-0.0038,0.0025,-0.0025
2.4000000000000004,2.35,2.45,0.0938,0.0071,-0.0071,0.0087,-0.0087,0.004,-0.004
2.5,2.45,2.55,0.1144,0.0074,-0.0074,0.0134,-0.0134,0.0039,-0.0039
2.5999999999999996,2.55,2.65,0.0771,0.0066,-0.0066,0.0046,-0.0046,0.0044,-0.0044
2.7,2.65,2.75,0.0721,0.0063,-0.0063,0.002,-0.002,0.0028,-0.0028
2.8,2.75,2.85,0.0721,0.0062,-0.0062,0.0072,-0.0072,0.0026,-0.0026
2.9000000000000004,2.85,2.95,0.0616,0.0054,-0.0054,0.0027,-0.0027,0.0029,-0.0029
3.0,2.95,3.05,0.055,0.0054,-0.0054,0.0033,-0.0033,0.0027,-0.0027
3.0999999999999996,3.05,3.15,0.0554,0.0048,-0.0048,0.0031,-0.0031,0.0022,-0.0022
3.2,3.15,3.25,0.0473,0.0041,-0.0041,0.0018,-0.0018,0.0019,-0.0019
3.3,3.25,3.35,0.0454,0.0045,-0.0045,0.001,-0.001,0.0018,-0.0018
3.4000000000000004,3.35,3.45,0.0453,0.0043,-0.0043,0.0018,-0.0018,0.0024,-0.0024
3.5,3.45,3.55,0.0477,0.0043,-0.0043,0.0048,-0.0048,0.0022,-0.0022
3.5999999999999996,3.55,3.65,0.0421,0.0042,-0.0042,0.0017,-0.0017,0.0023,-0.0023
3.7,3.65,3.75,0.0317,0.0038,-0.0038,0.0072,-0.0072,0.0026,-0.0026
3.8,3.75,3.85,0.0305,0.0036,-0.0036,0.0006,-0.0006,0.0025,-0.0025
3.9000000000000004,3.85,3.95,0.0386,0.0036,-0.0036,0.0003,-0.0003,0.0027,-0.0027
4.0,3.95,4.05,0.0327,0.0032,-0.0032,0.0018,-0.0018,0.0023,-0.0023
4.1,4.05,4.15,0.0232,0.0029,-0.0029,0.0025,-0.0025,0.0019,-0.0019
4.2,4.15,4.25,0.0262,0.0031,-0.0031,0.0047,-0.0047,0.0015,-0.0015
