#: table_doi: 10.17182/hepdata.90831.v1/t279
#: name: table no 279
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),away region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_279.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.0078,0.0011,-0.0011,0.0006,-0.0006,0.0014,-0.0014
0.095,0.05,0.14,0.029,0.0019,-0.0019,0.0014,-0.0014,0.0022,-0.0022
0.19,0.14,0.24,0.0678,0.0024,-0.0024,0.0039,-0.0039,0.0038,-0.0038
0.28500000000000003,0.24,0.33,0.114,0.0028,-0.0028,0.0086,-0.0086,0.0056,-0.0056
0.38,0.33,0.43,0.1782,0.0032,-0.0032,0.0095,-0.0095,0.0084,-0.0084
0.48,0.43,0.53,0.2442,0.0034,-0.0034,0.0053,-0.0053,0.0118,-0.0118
0.575,0.53,0.62,0.3224,0.0038,-0.0038,0.0133,-0.0133,0.0136,-0.0136
0.6699999999999999,0.62,0.72,0.3881,0.0039,-0.0039,0.0099,-0.0099,0.0145,-0.0145
0.765,0.72,0.81,0.456,0.004,-0.004,0.015,-0.015,0.016,-0.016
0.8600000000000001,0.81,0.91,0.507,0.0043,-0.0043,0.0117,-0.0117,0.0154,-0.0154
0.9550000000000001,0.91,1.0,0.5357,0.0043,-0.0043,0.0133,-0.0133,0.0143,-0.0143
1.05,1.0,1.1,0.5501,0.0041,-0.0041,0.0085,-0.0085,0.0113,-0.0113
1.145,1.1,1.19,0.5667,0.0041,-0.0041,0.007,-0.007,0.009,-0.009
1.24,1.19,1.29,0.5542,0.0039,-0.0039,0.0102,-0.0102,0.0067,-0.0067
1.335,1.29,1.38,0.5511,0.0039,-0.0039,0.0109,-0.0109,0.0044,-0.0044
1.43,1.38,1.48,0.5328,0.0036,-0.0036,0.0085,-0.0085,0.003,-0.003
1.53,1.48,1.58,0.5145,0.0038,-0.0038,0.0089,-0.0089,0.003,-0.003
1.625,1.58,1.67,0.4799,0.0036,-0.0036,0.0047,-0.0047,0.0034,-0.0034
1.72,1.67,1.77,0.4466,0.0032,-0.0032,0.0055,-0.0055,0.0055,-0.0055
1.815,1.77,1.86,0.416,0.003,-0.003,0.005,-0.005,0.006,-0.006
1.9100000000000001,1.86,1.96,0.3877,0.0029,-0.0029,0.0079,-0.0079,0.0069,-0.0069
2.005,1.96,2.05,0.344,0.0026,-0.0026,0.0125,-0.0125,0.0073,-0.0073
2.0999999999999996,2.05,2.15,0.3041,0.0026,-0.0026,0.0103,-0.0103,0.0078,-0.0078
2.1950000000000003,2.15,2.24,0.2728,0.0025,-0.0025,0.0058,-0.0058,0.0079,-0.0079
2.29,2.24,2.34,0.2386,0.0024,-0.0024,0.0072,-0.0072,0.0075,-0.0075
2.3899999999999997,2.34,2.44,0.2109,0.0021,-0.0021,0.0018,-0.0018,0.0077,-0.0077
2.485,2.44,2.53,0.189,0.002,-0.002,0.009,-0.009,0.007,-0.007
2.58,2.53,2.63,0.1623,0.0019,-0.0019,0.0018,-0.0018,0.0093,-0.0093
2.7249999999999996,2.63,2.82,0.1315,0.0017,-0.0017,0.0015,-0.0015,0.0052,-0.0052
2.915,2.82,3.01,0.0951,0.0014,-0.0014,0.0007,-0.0007,0.0056,-0.0056
3.105,3.01,3.2,0.0714,0.0012,-0.0012,0.0018,-0.0018,0.0049,-0.0049
3.295,3.2,3.39,0.048,0.00099,-0.00099,0.00037,-0.00037,0.00409,-0.00409
3.4850000000000003,3.39,3.58,0.03314,0.00077,-0.00077,0.00138,-0.00138,0.00376,-0.00376
3.725,3.58,3.87,0.01999,0.00065,-0.00065,0.00108,-0.00108,0.00211,-0.00211
4.105,3.87,4.34,0.0101,0.0004,-0.0004,0.0005,-0.0005,0.0011,-0.0011

