#: table_doi: 10.17182/hepdata.90831.v1/t274
#: name: table no 274
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),transmax region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_274.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.00113,0.00075,-0.00075,0.00147,-0.00147,0.00171,-0.00171
0.195,0.1,0.29,0.0185,0.0045,-0.0045,0.0065,-0.0065,0.005,-0.005
0.385,0.29,0.48,0.0631,0.0073,-0.0073,0.0087,-0.0087,0.0066,-0.0066
0.575,0.48,0.67,0.0952,0.0086,-0.0086,0.0116,-0.0116,0.0082,-0.0082
0.765,0.67,0.86,0.174,0.011,-0.011,0.013,-0.013,0.01,-0.01
0.9550000000000001,0.86,1.05,0.243,0.011,-0.011,0.014,-0.014,0.013,-0.013
1.145,1.05,1.24,0.333,0.011,-0.011,0.016,-0.016,0.014,-0.014
1.335,1.24,1.43,0.381,0.012,-0.012,0.017,-0.017,0.013,-0.013
1.525,1.43,1.62,0.407,0.013,-0.013,0.013,-0.013,0.009,-0.009
1.715,1.62,1.81,0.418,0.012,-0.012,0.027,-0.027,0.01,-0.01
1.91,1.81,2.01,0.448,0.013,-0.013,0.017,-0.017,0.01,-0.01
2.105,2.01,2.2,0.44,0.011,-0.011,0.029,-0.029,0.011,-0.011
2.295,2.2,2.39,0.378,0.012,-0.012,0.016,-0.016,0.01,-0.01
2.4850000000000003,2.39,2.58,0.2909,0.0098,-0.0098,0.006,-0.006,0.0099,-0.0099
2.675,2.58,2.77,0.3,0.01,-0.01,0.01,-0.01,0.01,-0.01
2.865,2.77,2.96,0.2463,0.0082,-0.0082,0.0157,-0.0157,0.0098,-0.0098
3.0549999999999997,2.96,3.15,0.2225,0.0085,-0.0085,0.0069,-0.0069,0.0081,-0.0081
3.245,3.15,3.34,0.1875,0.0087,-0.0087,0.0094,-0.0094,0.0089,-0.0089
3.4349999999999996,3.34,3.53,0.1392,0.0064,-0.0064,0.0113,-0.0113,0.0087,-0.0087
3.625,3.53,3.72,0.1149,0.0058,-0.0058,0.0081,-0.0081,0.0089,-0.0089
3.8200000000000003,3.72,3.92,0.071,0.005,-0.005,0.006,-0.006,0.006,-0.006
4.015000000000001,3.92,4.11,0.0532,0.0042,-0.0042,0.0096,-0.0096,0.0058,-0.0058
4.205,4.11,4.3,0.0414,0.0041,-0.0041,0.003,-0.003,0.0066,-0.0066

