#: table_doi: 10.17182/hepdata.90831.v1/t177
#: name: table no 177
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transverse region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_177.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0229,0.0023,-0.0023,0.0126,-0.0126,0.0056,-0.0056
0.6000000000000001,0.55,0.65,0.1425,0.0055,-0.0055,0.0133,-0.0133,0.006,-0.006
0.7,0.65,0.75,0.3512,0.0087,-0.0087,0.016,-0.016,0.0067,-0.0067
0.8,0.75,0.85,0.712,0.011,-0.011,0.021,-0.021,0.008,-0.008
0.8999999999999999,0.85,0.95,1.163,0.014,-0.014,0.025,-0.025,0.011,-0.011
1.0,0.95,1.05,1.392,0.014,-0.014,0.025,-0.025,0.012,-0.012
1.1,1.05,1.15,1.333,0.014,-0.014,0.021,-0.021,0.012,-0.012
1.2,1.15,1.25,1.079,0.012,-0.012,0.015,-0.015,0.009,-0.009
1.3,1.25,1.35,0.837,0.011,-0.011,0.011,-0.011,0.007,-0.007
1.4,1.35,1.45,0.5988,0.0091,-0.0091,0.0083,-0.0083,0.0055,-0.0055
1.5,1.45,1.55,0.4508,0.0075,-0.0075,0.0069,-0.0069,0.0051,-0.0051
1.6,1.55,1.65,0.3388,0.0059,-0.0059,0.0066,-0.0066,0.0044,-0.0044
1.7,1.65,1.75,0.2659,0.0051,-0.0051,0.0061,-0.0061,0.0042,-0.0042
1.8,1.75,1.85,0.1974,0.0045,-0.0045,0.0066,-0.0066,0.0041,-0.0041
1.9,1.85,1.95,0.1454,0.0036,-0.0036,0.0061,-0.0061,0.0041,-0.0041
2.0,1.95,2.05,0.1204,0.0031,-0.0031,0.0053,-0.0053,0.0036,-0.0036
2.0999999999999996,2.05,2.15,0.0986,0.0028,-0.0028,0.0044,-0.0044,0.003,-0.003
2.2,2.15,2.25,0.0835,0.0024,-0.0024,0.0038,-0.0038,0.0026,-0.0026
2.3,2.25,2.35,0.0751,0.0024,-0.0024,0.0036,-0.0036,0.0024,-0.0024
2.4000000000000004,2.35,2.45,0.0721,0.0022,-0.0022,0.0038,-0.0038,0.0024,-0.0024
2.5,2.45,2.55,0.056,0.002,-0.002,0.003,-0.003,0.003,-0.003
2.5999999999999996,2.55,2.65,0.0536,0.0022,-0.0022,0.0034,-0.0034,0.0028,-0.0028
2.7,2.65,2.75,0.043,0.0016,-0.0016,0.0028,-0.0028,0.0033,-0.0033
2.8,2.75,2.85,0.0381,0.0021,-0.0021,0.0025,-0.0025,0.0032,-0.0032
2.9000000000000004,2.85,2.95,0.0339,0.0017,-0.0017,0.0026,-0.0026,0.0029,-0.0029

