#: table_doi: 10.17182/hepdata.90831.v1/t496
#: name: table no 496
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),transverse region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_496.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.054,0.003,-0.003,0.027,-0.027,0.01,-0.01
0.6000000000000001,0.55,0.65,0.2643,0.0062,-0.0062,0.0453,-0.0453,0.009,-0.009
0.7,0.65,0.75,0.5989,0.0096,-0.0096,0.1083,-0.1083,0.0088,-0.0088
0.8,0.75,0.85,1.047,0.011,-0.011,0.088,-0.088,0.009,-0.009
0.8999999999999999,0.85,0.95,1.397,0.012,-0.012,0.048,-0.048,0.01,-0.01
1.0,0.95,1.05,1.415,0.012,-0.012,0.067,-0.067,0.012,-0.012
1.1,1.05,1.15,1.23,0.01,-0.01,0.07,-0.07,0.01,-0.01
1.2,1.15,1.25,0.9233,0.0094,-0.0094,0.0582,-0.0582,0.0067,-0.0067
1.3,1.25,1.35,0.6727,0.0073,-0.0073,0.0403,-0.0403,0.0046,-0.0046
1.4,1.35,1.45,0.4847,0.0061,-0.0061,0.025,-0.025,0.004,-0.004
1.5,1.45,1.55,0.3448,0.0051,-0.0051,0.0233,-0.0233,0.0032,-0.0032
1.6,1.55,1.65,0.2576,0.0044,-0.0044,0.0116,-0.0116,0.003,-0.003
1.7,1.65,1.75,0.202,0.004,-0.004,0.009,-0.009,0.004,-0.004
1.8,1.75,1.85,0.1689,0.0033,-0.0033,0.0059,-0.0059,0.0039,-0.0039
1.9,1.85,1.95,0.126,0.0027,-0.0027,0.0057,-0.0057,0.0042,-0.0042
2.0,1.95,2.05,0.1079,0.0025,-0.0025,0.0099,-0.0099,0.0037,-0.0037
2.0999999999999996,2.05,2.15,0.0883,0.0023,-0.0023,0.0069,-0.0069,0.0035,-0.0035
2.2,2.15,2.25,0.0839,0.0022,-0.0022,0.0035,-0.0035,0.0029,-0.0029
2.3,2.25,2.35,0.0701,0.0019,-0.0019,0.0034,-0.0034,0.0025,-0.0025
2.4000000000000004,2.35,2.45,0.053,0.0016,-0.0016,0.0018,-0.0018,0.0021,-0.0021
2.5,2.45,2.55,0.0454,0.0015,-0.0015,0.0019,-0.0019,0.0017,-0.0017
2.5999999999999996,2.55,2.65,0.0372,0.0013,-0.0013,0.0055,-0.0055,0.0019,-0.0019
2.7,2.65,2.75,0.0384,0.0013,-0.0013,0.001,-0.001,0.0019,-0.0019
2.8,2.75,2.85,0.0291,0.0013,-0.0013,0.0083,-0.0083,0.0023,-0.0023
2.9000000000000004,2.85,2.95,0.03,0.001,-0.001,0.001,-0.001,0.002,-0.002

