#: table_doi: 10.17182/hepdata.90831.v1/t426
#: name: table no 426
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),transmin region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_426.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.556,0.013,-0.013,0.043,-0.043,0.021,-0.021
0.195,0.1,0.29,0.664,0.015,-0.015,0.032,-0.032,0.017,-0.017
0.385,0.29,0.48,0.715,0.013,-0.013,0.02,-0.02,0.013,-0.013
0.575,0.48,0.67,0.698,0.012,-0.012,0.026,-0.026,0.009,-0.009
0.765,0.67,0.86,0.58,0.01,-0.01,0.01,-0.01,0.01,-0.01
0.9550000000000001,0.86,1.05,0.483,0.009,-0.009,0.014,-0.014,0.006,-0.006
1.145,1.05,1.24,0.3804,0.0077,-0.0077,0.0206,-0.0206,0.0062,-0.0062
1.335,1.24,1.43,0.2809,0.0062,-0.0062,0.0165,-0.0165,0.0075,-0.0075
1.525,1.43,1.62,0.2194,0.0057,-0.0057,0.014,-0.014,0.0075,-0.0075
1.715,1.62,1.81,0.1562,0.0044,-0.0044,0.0135,-0.0135,0.0066,-0.0066
1.91,1.81,2.01,0.1203,0.0042,-0.0042,0.0097,-0.0097,0.0055,-0.0055
2.105,2.01,2.2,0.0935,0.0035,-0.0035,0.0079,-0.0079,0.0052,-0.0052
2.295,2.2,2.39,0.0657,0.0024,-0.0024,0.0111,-0.0111,0.0045,-0.0045
2.4850000000000003,2.39,2.58,0.055,0.0025,-0.0025,0.0051,-0.0051,0.0043,-0.0043
2.675,2.58,2.77,0.0348,0.0021,-0.0021,0.0038,-0.0038,0.0034,-0.0034
2.865,2.77,2.96,0.029,0.002,-0.002,0.005,-0.005,0.003,-0.003
3.0549999999999997,2.96,3.15,0.0264,0.0019,-0.0019,0.0009,-0.0009,0.0027,-0.0027
3.245,3.15,3.34,0.0193,0.0016,-0.0016,0.0024,-0.0024,0.0039,-0.0039
3.4349999999999996,3.34,3.53,0.0157,0.0017,-0.0017,0.0007,-0.0007,0.0048,-0.0048
3.625,3.53,3.72,0.0137,0.0019,-0.0019,0.0022,-0.0022,0.0044,-0.0044
3.8200000000000003,3.72,3.92,0.00638,0.00095,-0.00095,0.00519,-0.00519,0.00338,-0.00338
4.015000000000001,3.92,4.11,0.007,0.002,-0.002,0.005,-0.005,0.002,-0.002
4.205,4.11,4.3,0.005,0.0013,-0.0013,0.0005,-0.0005,0.0016,-0.0016

