#: table_doi: 10.17182/hepdata.90831.v1/t202
#: name: table no 202
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,away region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_202.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0056,0.0018,-0.0018,0.001,-0.001,0.0013,-0.0013
0.6000000000000001,0.55,0.65,0.0123,0.0027,-0.0027,0.0015,-0.0015,0.0016,-0.0016
0.7,0.65,0.75,0.0254,0.0037,-0.0037,0.0026,-0.0026,0.0021,-0.0021
0.8,0.75,0.85,0.0503,0.0047,-0.0047,0.0043,-0.0043,0.0027,-0.0027
0.8999999999999999,0.85,0.95,0.0929,0.0061,-0.0061,0.0073,-0.0073,0.0034,-0.0034
1.0,0.95,1.05,0.133,0.0069,-0.0069,0.0101,-0.0101,0.0051,-0.0051
1.1,1.05,1.15,0.1775,0.0078,-0.0078,0.0132,-0.0132,0.0073,-0.0073
1.2,1.15,1.25,0.2553,0.0091,-0.0091,0.0187,-0.0187,0.0091,-0.0091
1.3,1.25,1.35,0.2875,0.0094,-0.0094,0.0211,-0.0211,0.0084,-0.0084
1.4,1.35,1.45,0.3025,0.0092,-0.0092,0.0223,-0.0223,0.0071,-0.0071
1.5,1.45,1.55,0.3528,0.0095,-0.0095,0.026,-0.026,0.0063,-0.0063
1.6,1.55,1.65,0.413,0.011,-0.011,0.031,-0.031,0.007,-0.007
1.7,1.65,1.75,0.46,0.01,-0.01,0.03,-0.03,0.01,-0.01
1.8,1.75,1.85,0.469,0.011,-0.011,0.035,-0.035,0.009,-0.009
1.9,1.85,1.95,0.49,0.01,-0.01,0.04,-0.04,0.01,-0.01
2.0,1.95,2.05,0.48,0.01,-0.01,0.04,-0.04,0.01,-0.01
2.0999999999999996,2.05,2.15,0.4775,0.0091,-0.0091,0.0348,-0.0348,0.0049,-0.0049
2.2,2.15,2.25,0.45,0.0089,-0.0089,0.0328,-0.0328,0.0049,-0.0049
2.3,2.25,2.35,0.4269,0.0078,-0.0078,0.0311,-0.0311,0.005,-0.005
2.4000000000000004,2.35,2.45,0.3978,0.0078,-0.0078,0.029,-0.029,0.0046,-0.0046
2.5,2.45,2.55,0.3773,0.0075,-0.0075,0.0276,-0.0276,0.0042,-0.0042
2.5999999999999996,2.55,2.65,0.3512,0.0074,-0.0074,0.0257,-0.0257,0.0041,-0.0041
2.7,2.65,2.75,0.322,0.0064,-0.0064,0.0236,-0.0236,0.0043,-0.0043
2.8,2.75,2.85,0.2977,0.0058,-0.0058,0.0218,-0.0218,0.004,-0.004
2.9000000000000004,2.85,2.95,0.2741,0.0055,-0.0055,0.02,-0.02,0.0038,-0.0038

